"id","description","last_updated"
"334208","Domino Sugar - Premium Pure Cane, Granulated white (CT1) - NFY040Y2W","2019-04-01"
"334209","C&H, Sugar, Granulated, White (CO2) - NFY040Y32","2019-04-01"
"334210","Domino Sugar - Premium Pure Cane, Granulated white (IN1) - NFY040Y3H","2019-04-01"
"334211","Minerals, Sugar, Granulated, White, Name brand (CO2, CT1, IN1) - NFY040XDW","2019-04-01"
"334212","Proximates, Sugar, Granulated, White, Name brand (CO2, CT1, IN1) - NFY040XDX","2019-04-01"
"334213","Sugars, Sugar, Granulated, White, Name brand (CO2, CT1, IN1) - NFY040XDY","2019-04-01"
"334214","Sugar, Granulated, White, Name brand (FL1, MO1, NY1) - CY040ZC","2019-04-01"
"334215","Domino Sugar - Premium Pure Cane, Granulated white (FL1) - NFY040Y6K","2019-04-01"
"334216","C&H, Sugar, Granulated white (MO1) - NFY040Y30","2019-04-01"
"334217","Domino Sugar - Premium Pure Cane, Granulated white (NY1) - NFY040Y3B","2019-04-01"
"334218","Minerals, Sugar, Granulated, White, Name brand (FL1, MO1, NY1) - NFY040XE6","2019-04-01"
"334219","Proximates, Sugar, Granulated, White, Name brand (FL1, MO1, NY1) - NFY040XE7","2019-04-01"
"334220","Sugars, Sugar, Granulated, White, Name brand (FL1, MO1, NY1) - NFY040XE8","2019-04-01"
"334221","Sugar, Granulated, White, store brand (CO2, CT1, IN1) - CY040ZF","2019-04-01"
"334222","Safeway Fine Granulated Sugar, Granulated white (CO2) - NFY040Y2Z","2019-04-01"
"334223","Kroger Sugar, Granulated white (IN1) - NFY040Y3G","2019-04-01"
"334224","Minerals, Sugar, Granulated, White, store brand (CO2, CT1, IN1) - NFY040XF0","2019-04-01"
"334225","Proximates, Sugar, Granulated, White, store brand (CO2, CT1, IN1) - NFY040XF1","2019-04-01"
"334226","Sugars, Sugar, Granulated, White, store brand (CO2, CT1, IN1) - NFY040XF2","2019-04-01"
"334227","Sugar, Granulated, White, Name brand (AL1, CA1, MI1) - CY040ZD","2019-04-01"
"334228","Domino Sugar - Premium Pure Cane, Granulated white (AL 1) - NFY040Y3E","2019-04-01"
"334229","C&H, Sugar, Granulated, White (CA1) - NFY040Y3D","2019-04-01"
"334230","Domino Sugar - Premium Pure Cane, Granulated white (MI1) - NFY040Y2X","2019-04-01"
"334231","Total lipid, Sugar, Granulated, White, name brand (AL1, CA1, MI1) - NFY040XEJ","2019-04-01"
"334232","Minerals, Sugar, Granulated, White, Name brand (AL1, CA1, MI1) - NFY040XEG","2019-04-01"
"334233","Proximates, Sugar, Granulated, White, Name brand (AL1, CA1, MI1) - NFY040XEH","2019-04-01"
"334234","Sugars, Sugar, Granulated, White, Name brand (AL1, CA1, MI1) - NFY040XEI","2019-04-01"
"334235","Sugar, Granulated, White, store brand (FL1, MO1, NY1) - CY040ZG","2019-04-01"
"334236","Best Choice Sugar, Granulated white (MO1) - NFY040Y33","2019-04-01"
"334237","Minerals, Sugar, Granulated, White, store brand (FL1, MO1, NY1) - NFY040XFA","2019-04-01"
"334238","Proximates, Sugar, Granulated, White, store brand (FL1, MO1, NY1) - NFY040XFB","2019-04-01"
"334239","Sugars, Sugar, Granulated, White, store brand (FL1, MO1, NY1) - NFY040XFC","2019-04-01"
"334240","Sugar, Granulated, White, store brand (AL1, CA1, MI1) - CY040ZH","2019-04-01"
"334241","Safeway Fine Granulated Sugar, Granulated white (CA1) - NFY040Y3A","2019-04-01"
"334242","Kroger Sugar, Granulated white (MI1) - NFY040Y36","2019-04-01"
"334243","Safeway Fine Granulated Sugar, Granulated white (CA1) - NFY040Y39","2019-04-01"
"334244","Minerals, Sugar, Granulated, White, store brand (AL1, CA1, MI1) - NFY040XFK","2019-04-01"
"334245","Proximates, Sugar, Granulated, White, store brand (AL1, CA1, MI1) - NFY040XFL","2019-04-01"
"334246","Sugars, Sugar, Granulated, White, store brand (AL1, CA1, MI1) - NFY040XFM","2019-04-01"
"334247","Sugars, granulated","2019-04-01"
"334248","Sweet And Sour Pork, Chinese restaurant (IN1,NY1) - CY09041","2019-04-01"
"334249","Sweet And Sour Pork (pork only), Keilly Chinese Restaurant, NY, package wgt. 364.9 - NFY0904DE","2019-04-01"
"334250","Sweet And Sour Pork (sauce only), Keilly Chinese Restaurant, NY, package wgt. 329.2 - NFY0904DH","2019-04-01"
"334251","Sweet And Sour Pork (sauce included in bag), Great Wall Chinese Rest, IN, package wgt. 521 - NFY0905CK","2019-04-01"
"334252","Niacin, Sweet And Sour Pork, Chinese restaurant (IN1,NY1) - NFY0903IB","2019-04-01"
"334253","Selenium, Sweet And Sour Pork, Chinese restaurant (IN1,NY1) - NFY0903IC","2019-04-01"
"334254","Vitamin C, Sweet And Sour Pork, Chinese restaurant (IN1,NY1) - NFY0903IE","2019-04-01"
"334255","Retinol, Sweet And Sour Pork, Chinese restaurant (IN1,NY1) - NFY0903IF","2019-04-01"
"334256","Vitamin E, Sweet And Sour Pork, Chinese restaurant (IN1,NY1) - NFY0903IG","2019-04-01"
"334257","Cholesterol, Sweet And Sour Pork, Chinese restaurant (IN1,NY1) - NFY0903IH","2019-04-01"
"334258","Starch, Sweet And Sour Pork, Chinese restaurant (IN1,NY1) - NFY0903II","2019-04-01"
"334259","TDF, Sweet And Sour Pork, Chinese restaurant (IN1,NY1) - NFY0903IJ","2019-04-01"
"334260","Proximates, Sweet And Sour Pork, Chinese restaurant (IN1,NY1) - NFY0903IK","2019-04-01"
"334261","Riboflavin, Sweet And Sour Pork, Chinese restaurant (IN1,NY1) - NFY0903IL","2019-04-01"
"334262","Sugars, Sweet And Sour Pork, Chinese restaurant (IN1,NY1) - NFY0903IM","2019-04-01"
"334263","Thiamin, Sweet And Sour Pork, Chinese restaurant (IN1,NY1) - NFY0903IN","2019-04-01"
"334264","Vitamin B12, Sweet And Sour Pork, Chinese restaurant (IN1,NY1) - NFY0903IO","2019-04-01"
"334265","Vitamin K, Sweet And Sour Pork, Chinese restaurant (IN1,NY1) - NFY0903IQ","2019-04-01"
"334266","Vitamin B6, Sweet And Sour Pork, Chinese restaurant (IN1,NY1) - NFY0903IR","2019-04-01"
"334267","Sweet And Sour Pork, Chinese restaurant (CA2,NC1) - CY09043","2019-04-01"
"334268","Sweet And Sour Pork, First Hunan Chef Wong, CA, package wgt. 687.2 - NFY0904CK","2019-04-01"
"334269","Sweet And Sour Pork (sauce mixed in), Yun Yum Chinese Rest, NC, package wgt. 505.7 - NFY0905CR","2019-04-01"
"334270","Niacin, Sweet And Sour Pork, Chinese restaurant (CA2,NC1) - NFY0903JL","2019-04-01"
"334271","Selenium, Sweet And Sour Pork, Chinese restaurant (CA2,NC1) - NFY0903JM","2019-04-01"
"334272","Vitamin B6, Sweet And Sour Pork, Chinese restaurant (CA2,NC1) - NFY0903JN","2019-04-01"
"334273","Vitamin C, Sweet And Sour Pork, Chinese restaurant (CA2,NC1) - NFY0903JO","2019-04-01"
"334274","Retinol, Sweet And Sour Pork, Chinese restaurant (CA2,NC1) - NFY0903JP","2019-04-01"
"334275","Vitamin E, Sweet And Sour Pork, Chinese restaurant (CA2,NC1) - NFY0903JQ","2019-04-01"
"334276","Cholesterol, Sweet And Sour Pork, Chinese restaurant (CA2,NC1) - NFY0903JR","2019-04-01"
"334277","Starch, Sweet And Sour Pork, Chinese restaurant (CA2,NC1) - NFY0903JS","2019-04-01"
"334278","TDF, Sweet And Sour Pork, Chinese restaurant (CA2,NC1) - NFY0903JT","2019-04-01"
"334279","Proximates, Sweet And Sour Pork, Chinese restaurant (CA2,NC1) - NFY0903JU","2019-04-01"
"334280","Riboflavin, Sweet And Sour Pork, Chinese restaurant (CA2,NC1) - NFY0903JV","2019-04-01"
"334281","Sugars, Sweet And Sour Pork, Chinese restaurant (CA2,NC1) - NFY0903JW","2019-04-01"
"334282","Thiamin, Sweet And Sour Pork, Chinese restaurant (CA2,NC1) - NFY0903JX","2019-04-01"
"334283","Vitamin B12, Sweet And Sour Pork, Chinese restaurant (CA2,NC1) - NFY0903JY","2019-04-01"
"334284","Vitamin K, Sweet And Sour Pork, Chinese restaurant (CA2,NC1) - NFY0903K0","2019-04-01"
"334285","Sweet And Sour Pork, Chinese restaurant (CA1,VA) - CY09042","2019-04-01"
"334286","Sweet And Sour Pork, Chin Dynasty, CA, package wgt. 550.6 - NFY0905C1","2019-04-01"
"334287","Sweet And Sour Pork, Hunan House, VA, package wgt. 255.3 - NFY0905CT","2019-04-01"
"334288","Sweet And Sour Pork (sauce only), Hunan House, VA, package wgt. 173.6 - NFY0905CX","2019-04-01"
"334289","Niacin, Sweet And Sour Pork, Chinese restaurant (CA1,VA) - NFY0903IY","2019-04-01"
"334290","Vitamin B6, Sweet And Sour Pork, Chinese restaurant (CA1,VA) - NFY0903IZ","2019-04-01"
"334291","Vitamin C, Sweet And Sour Pork, Chinese restaurant (CA1,VA) - NFY0903J0","2019-04-01"
"334292","Carotenoids, Sweet And Sour Pork, Chinese restaurant (CA1,VA) - NFY0903J1","2019-04-01"
"334293","Amino Acids, Sweet And Sour Pork, Chinese restaurant (CA1,VA) - NFY0903J2","2019-04-01"
"334294","Cholesterol, Sweet And Sour Pork, Chinese restaurant (CA1,VA) - NFY0903J3","2019-04-01"
"334295","Starch, Sweet And Sour Pork, Chinese restaurant (CA1,VA) - NFY0903J4","2019-04-01"
"334296","TDF, Sweet And Sour Pork, Chinese restaurant (CA1,VA) - NFY0903J5","2019-04-01"
"334297","Pantothenic Acid, Sweet And Sour Pork, Chinese restaurant (CA1,VA) - NFY0903J6","2019-04-01"
"334298","Proximates, Sweet And Sour Pork, Chinese restaurant (CA1,VA) - NFY0903J7","2019-04-01"
"334299","Riboflavin, Sweet And Sour Pork, Chinese restaurant (CA1,VA) - NFY0903J8","2019-04-01"
"334300","Sugars, Sweet And Sour Pork, Chinese restaurant (CA1,VA) - NFY0903J9","2019-04-01"
"334301","Thiamin, Sweet And Sour Pork, Chinese restaurant (CA1,VA) - NFY0903JA","2019-04-01"
"334302","Vitamin B12, Sweet And Sour Pork, Chinese restaurant (CA1,VA) - NFY0903JB","2019-04-01"
"334303","Choline, Sweet And Sour Pork, Chinese restaurant (CA1,VA) - NFY0903JD","2019-04-01"
"334304","Sweet And Sour Pork, Chinese restaurant (MI1,VA3) - CY09046","2019-04-01"
"334305","Sweet And Sour Pork (sauce only), Great Wall Chinese, MI, package wgt. 251 - NFY0905CH","2019-04-01"
"334306","Sweet And Sour Pork (pork only), China Garden, VA, package wgt. 491.1 - NFY0905H8","2019-04-01"
"334307","Sweet And Sour Pork (pork only), Great Wall Chinese, MI, package wgt. 483.9 - NFY0905CF","2019-04-01"
"334308","Sweet And Sour Pork (sauce only), China Garden, VA, package wgt. 253.5 - NFY0905HB","2019-04-01"
"334309","Niacin, Sweet And Sour Pork, Chinese restaurant (MI1,VA3) - NFY0903LI","2019-04-01"
"334310","Vitamin B6, Sweet And Sour Pork, Chinese restaurant (MI1,VA3) - NFY0903LJ","2019-04-01"
"334311","Vitamin C, Sweet And Sour Pork, Chinese restaurant (MI1,VA3) - NFY0903LK","2019-04-01"
"334312","Carotenoids, Sweet And Sour Pork, Chinese restaurant (MI1,VA3) - NFY0903LL","2019-04-01"
"334313","Amino Acids, Sweet And Sour Pork, Chinese restaurant (MI1,VA3) - NFY0903LM","2019-04-01"
"334314","Cholesterol, Sweet And Sour Pork, Chinese restaurant (MI1,VA3) - NFY0903LN","2019-04-01"
"334315","Starch, Sweet And Sour Pork, Chinese restaurant (MI1,VA3) - NFY0903LO","2019-04-01"
"334316","TDF, Sweet And Sour Pork, Chinese restaurant (MI1,VA3) - NFY0903LP","2019-04-01"
"334317","Pantothenic Acid, Sweet And Sour Pork, Chinese restaurant (MI1,VA3) - NFY0903LQ","2019-04-01"
"334318","Proximates, Sweet And Sour Pork, Chinese restaurant (MI1,VA3) - NFY0903LR","2019-04-01"
"334319","Riboflavin, Sweet And Sour Pork, Chinese restaurant (MI1,VA3) - NFY0903LS","2019-04-01"
"334320","Sugars, Sweet And Sour Pork, Chinese restaurant (MI1,VA3) - NFY0903LT","2019-04-01"
"334321","Thiamin, Sweet And Sour Pork, Chinese restaurant (MI1,VA3) - NFY0903LU","2019-04-01"
"334322","Vitamin B12, Sweet And Sour Pork, Chinese restaurant (MI1,VA3) - NFY0903LV","2019-04-01"
"334323","Sweet And Sour Pork, Chinese restaurant (CO1,CT1) - CY09044","2019-04-01"
"334324","Sweet And Sour Pork (sauce only), Hong Kong Chinese, CT, package wgt. 138.6 - NFY0904I7","2019-04-01"
"334325","Sweet And Sour Pork (pork only), Palace Chinese Rest, CO, package wgt. 548.7 - NFY0905C5","2019-04-01"
"334326","Sweet And Sour Pork (pork only), Hong Kong Chinese, CT, package wgt. 329.6 - NFY0904I5","2019-04-01"
"334327","Sweet And Sour Pork (sauce only), Palace Chinese Rest, CO, package wgt. 242.7 - NFY0905C7","2019-04-01"
"334328","Niacin, Sweet And Sour Pork, Chinese restaurant (CO1,CT1) - NFY0903K8","2019-04-01"
"334329","Vitamin B6, Sweet And Sour Pork, Chinese restaurant (CO1,CT1) - NFY0903K9","2019-04-01"
"334330","Vitamin C, Sweet And Sour Pork, Chinese restaurant (CO1,CT1) - NFY0903KA","2019-04-01"
"334331","Carotenoids, Sweet And Sour Pork, Chinese restaurant (CO1,CT1) - NFY0903KB","2019-04-01"
"334332","Amino Acids, Sweet And Sour Pork, Chinese restaurant (CO1,CT1) - NFY0903KC","2019-04-01"
"334333","Cholesterol, Sweet And Sour Pork, Chinese restaurant (CO1,CT1) - NFY0903KD","2019-04-01"
"334334","Starch, Sweet And Sour Pork, Chinese restaurant (CO1,CT1) - NFY0903KE","2019-04-01"
"334335","TDF, Sweet And Sour Pork, Chinese restaurant (CO1,CT1) - NFY0903KF","2019-04-01"
"334336","Pantothenic Acid, Sweet And Sour Pork, Chinese restaurant (CO1,CT1) - NFY0903KG","2019-04-01"
"334337","Proximates, Sweet And Sour Pork, Chinese restaurant (CO1,CT1) - NFY0903KH","2019-04-01"
"334338","Riboflavin, Sweet And Sour Pork, Chinese restaurant (CO1,CT1) - NFY0903KI","2019-04-01"
"334339","Sugars, Sweet And Sour Pork, Chinese restaurant (CO1,CT1) - NFY0903KJ","2019-04-01"
"334340","Thiamin, Sweet And Sour Pork, Chinese restaurant (CO1,CT1) - NFY0903KK","2019-04-01"
"334341","Vitamin B12, Sweet And Sour Pork, Chinese restaurant (CO1,CT1) - NFY0903KL","2019-04-01"
"334342","Sweet And Sour Pork, Chinese restaurant (VA2,WV) - CY09045","2019-04-01"
"334343","Sweet And Sour Pork (pork only), Dragon Palace, WV, package wgt. 429.8 - NFY0905CZ","2019-04-01"
"334344","Sweet And Sour Pork (pork only), Double Dragon, VA, package wgt. 322.7 - NFY0905D4","2019-04-01"
"334345","Sweet And Sour Pork (sauce only), Dragon Palace, WV, package wgt. 265.9 - NFY0905D1","2019-04-01"
"334346","Sweet And Sour Pork (sauce only), Double Dragon, VA, package wgt. 132.8 - NFY0905D5","2019-04-01"
"334347","Niacin, Sweet And Sour Pork, Chinese restaurant (VA2,WV) - NFY0903KV","2019-04-01"
"334348","Selenium, Sweet And Sour Pork, Chinese restaurant (VA2,WV) - NFY0903KW","2019-04-01"
"334349","Vitamin B6, Sweet And Sour Pork, Chinese restaurant (VA2,WV) - NFY0903KX","2019-04-01"
"334350","Vitamin C, Sweet And Sour Pork, Chinese restaurant (VA2,WV) - NFY0903KY","2019-04-01"
"334351","Retinol, Sweet And Sour Pork, Chinese restaurant (VA2,WV) - NFY0903KZ","2019-04-01"
"334352","Vitamin E, Sweet And Sour Pork, Chinese restaurant (VA2,WV) - NFY0903L0","2019-04-01"
"334353","Cholesterol, Sweet And Sour Pork, Chinese restaurant (VA2,WV) - NFY0903L1","2019-04-01"
"334354","Starch, Sweet And Sour Pork, Chinese restaurant (VA2,WV) - NFY0903L2","2019-04-01"
"334355","TDF, Sweet And Sour Pork, Chinese restaurant (VA2,WV) - NFY0903L3","2019-04-01"
"334356","Proximates, Sweet And Sour Pork, Chinese restaurant (VA2,WV) - NFY0903L4","2019-04-01"
"334357","Riboflavin, Sweet And Sour Pork, Chinese restaurant (VA2,WV) - NFY0903L5","2019-04-01"
"334358","Sugars, Sweet And Sour Pork, Chinese restaurant (VA2,WV) - NFY0903L6","2019-04-01"
"334359","Thiamin, Sweet And Sour Pork, Chinese restaurant (VA2,WV) - NFY0903L7","2019-04-01"
"334360","Vitamin B12, Sweet And Sour Pork, Chinese restaurant (VA2,WV) - NFY0903L8","2019-04-01"
"334361","Vitamin K, Sweet And Sour Pork, Chinese restaurant (VA2,WV) - NFY0903LA","2019-04-01"
"334362","Sweet And Sour Pork, Chinese restaurant (IN1) - CY09047","2019-04-01"
"334363","Sweet And Sour Pork (sauce included in bag), Great Wall Chinese Rest, IN, package wgt. 490.3 - NFY0905CL","2019-04-01"
"334364","Measures, Sweet And Sour Pork, Great Wall Chinese Rest (IN) - CY09047","2019-04-01"
"334365","Sweet And Sour Pork (sauce included in bag), Great Wall Chinese Rest, IN, package wgt. 489.6 - NFY0905CM","2019-04-01"
"334366","Minerals, Sweet And Sour Pork, Chinese restaurant (IN1) - NFY0903M5","2019-04-01"
"334367","Fatty Acids, Sweet And Sour Pork, Chinese restaurant (IN1) - NFY0903M6","2019-04-01"
"334368","Total Fat, Sweet And Sour Pork, Chinese restaurant (IN1) - NFY0903M7","2019-04-01"
"334369","Sweet And Sour Pork, Chinese restaurant (CA1) - CY0904A","2019-04-01"
"334370","Sweet And Sour Pork, Chin Dynasty, CA, package wgt. 615.8 - NFY0905C3","2019-04-01"
"334371","Measures, Sweet And Sour Pork, Chin Dynasty (CA) - CY0904A","2019-04-01"
"334372","Sweet And Sour Pork, Chin Dynasty, CA, package wgt. 622.2 - NFY0905C2","2019-04-01"
"334373","Minerals, Sweet And Sour Pork, Chinese restaurant (CA1) - NFY0903MQ","2019-04-01"
"334374","Fatty Acids, Sweet And Sour Pork, Chinese restaurant (CA1) - NFY0903MR","2019-04-01"
"334375","Total Fat, Sweet And Sour Pork, Chinese restaurant (CA1) - NFY0903MS","2019-04-01"
"334376","Sweet And Sour Pork, Chinese restaurant (VA) - CY09049","2019-04-01"
"334377","Measures, Sweet And Sour Pork, Hunan House (VA) - CY09049","2019-04-01"
"334378","Sweet And Sour Pork, Hunan House, VA, package wgt. 249.4 - NFY0905CU","2019-04-01"
"334379","Sweet And Sour Pork (sauce only), Hunan House, VA, package wgt. 155 - NFY0905CV","2019-04-01"
"334380","Sweet And Sour Pork, Hunan House, VA, package wgt. 237 - NFY0905CS","2019-04-01"
"334381","Sweet And Sour Pork (sauce only), Hunan House, VA, package wgt. 148.3 - NFY0905CW","2019-04-01"
"334382","Minerals, Sweet And Sour Pork, Chinese restaurant (VA) - NFY0903MJ","2019-04-01"
"334383","Fatty Acids, Sweet And Sour Pork, Chinese restaurant (VA) - NFY0903MK","2019-04-01"
"334384","Total Fat, Sweet And Sour Pork, Chinese restaurant (VA) - NFY0903ML","2019-04-01"
"334385","Sweet And Sour Pork, Chinese restaurant (NC1) - CY0904C","2019-04-01"
"334386","Sweet And Sour Pork (sauce mixed in), Yun Yum Chinese Rest, NC, package wgt. 494.9 - NFY0905CQ","2019-04-01"
"334387","Sweet And Sour Pork (sauce mixed in), Yun Yum Chinese Rest, NC, package wgt. 486 - NFY0905CP","2019-04-01"
"334388","Measures, Sweet And Sour Pork, Yun Yum Chinese Rest (NC) - CY0904C","2019-04-01"
"334389","Minerals, Sweet And Sour Pork, Chinese restaurant (NC1) - NFY0903N4","2019-04-01"
"334390","Fatty Acids, Sweet And Sour Pork, Chinese restaurant (NC1) - NFY0903N5","2019-04-01"
"334391","Total Fat, Sweet And Sour Pork, Chinese restaurant (NC1) - NFY0903N6","2019-04-01"
"334392","Sweet And Sour Pork, Chinese restaurant (NY1) - CY09048","2019-04-01"
"334393","Sweet And Sour Pork (pork only), Keilly Chinese Restaurant, NY, package wgt. 370.6 - NFY0904DF","2019-04-01"
"334394","Sweet And Sour Pork (sauce only), Keilly Chinese Restaurant, NY, package wgt. 334.4 - NFY0904DJ","2019-04-01"
"334395","Measures, Sweet And Sour Pork, Keilly Chinese Restaurant (NY) - CY09048","2019-04-01"
"334396","Sweet And Sour Pork (sauce only), Keilly Chinese Restaurant, NY, package wgt. 378.7 - NFY0904DI","2019-04-01"
"334397","Sweet And Sour Pork (pork only), Keilly Chinese Restaurant, NY, package wgt. 370 - NFY0904DG","2019-04-01"
"334398","Minerals, Sweet And Sour Pork, Chinese restaurant (NY1) - NFY0903MC","2019-04-01"
"334399","Fatty Acids, Sweet And Sour Pork, Chinese restaurant (NY1) - NFY0903MD","2019-04-01"
"334400","Total Fat, Sweet And Sour Pork, Chinese restaurant (NY1) - NFY0903ME","2019-04-01"
"334401","Sweet And Sour Pork, Chinese restaurant (CA2) - CY0904B","2019-04-01"
"334402","Sweet And Sour Pork, First Hunan Chef Wong, CA, package wgt. 723.1 - NFY0904CL","2019-04-01"
"334403","Measures, Sweet And Sour Pork, First Hunan Chef Wong (CA) - CY0904B","2019-04-01"
"334404","Sweet And Sour Pork, First Hunan Chef Wong, CA, package wgt. 758.9 - NFY0904CJ","2019-04-01"
"334405","Minerals, Sweet And Sour Pork, Chinese restaurant (CA2) - NFY0903MX","2019-04-01"
"334406","Total Fat, Sweet And Sour Pork, Chinese restaurant (CA2) - NFY0903MZ","2019-04-01"
"334407","Fatty Acids, (repeat)Sweet And Sour Pork, Chinese restaurant (CA2) - NFY0903N0","2019-04-01"
"334408","Fatty Acids, Sweet And Sour Pork, Chinese restaurant (CA2) - NFY0903MY","2019-04-01"
"334409","Sweet And Sour Pork, Chinese restaurant (FL1) - CY0904F","2019-04-01"
"334410","Sweet And Sour Pork (sauce included in cup), Wing Wong BBQ, FL, package wgt. 585.5 - NFY0905CO","2019-04-01"
"334411","Measures, Sweet And Sour Pork, Wing Wong Bbq (FL) - CY0904F","2019-04-01"
"334412","Sweet And Sour Pork (sauce included in cup), Wing Wong BBQ, FL, package wgt. 599.5 - NFY0905CN","2019-04-01"
"334413","Minerals, Sweet And Sour Pork, Chinese restaurant (FL1) - NFY0903NP","2019-04-01"
"334414","Fatty Acids, Sweet And Sour Pork, Chinese restaurant (FL1) - NFY0903NQ","2019-04-01"
"334415","Total Fat, Sweet And Sour Pork, Chinese restaurant (FL1) - NFY0903NR","2019-04-01"
"334416","Sweet And Sour Pork, Chinese restaurant (CO1) - CY0904D","2019-04-01"
"334417","Sweet And Sour Pork (pork only), Palace Chinese Rest, CO, package wgt. 552.1 - NFY0905C6","2019-04-01"
"334418","Measures, Sweet And Sour Pork, Palace Chinese Rest (CO) - CY0904D","2019-04-01"
"334419","Sweet And Sour Pork (pork only), Palace Chinese Rest, CO, package wgt. 552.8 - NFY0905C4","2019-04-01"
"334420","Sweet And Sour Pork (sauce only), Palace Chinese Rest, CO, package wgt. 258 - NFY0905C9","2019-04-01"
"334421","Sweet And Sour Pork (sauce only), Palace Chinese Rest, CO, package wgt. 249.3 - NFY0905C8","2019-04-01"
"334422","Minerals, Sweet And Sour Pork, Chinese restaurant (CO1) - NFY0903NB","2019-04-01"
"334423","Fatty Acids, Sweet And Sour Pork, Chinese restaurant (CO1) - NFY0903NC","2019-04-01"
"334424","Total Fat, Sweet And Sour Pork, Chinese restaurant (CO1) - NFY0903ND","2019-04-01"
"334425","Sweet And Sour Pork, Chinese restaurant (CT1) - CY0904E","2019-04-01"
"334426","Measures, Sweet And Sour Pork, Hong Kong Chinese (CT) - CY0904E","2019-04-01"
"334427","Sweet And Sour Pork (pork only), Hong Kong Chinese, CT, package wgt. 289.9 - NFY0904I6","2019-04-01"
"334428","Sweet And Sour Pork (sauce only), Hong Kong Chinese, CT, package wgt. 97.5 - NFY0904I9","2019-04-01"
"334429","Sweet And Sour Pork (pork only), Hong Kong Chinese, CT, package wgt. 296.9 - NFY0904I4","2019-04-01"
"334430","Sweet And Sour Pork (sauce only), Hong Kong Chinese, CT, package wgt. 118.3 - NFY0904I8","2019-04-01"
"334431","Minerals, Sweet And Sour Pork, Chinese restaurant (CT1) - NFY0903NI","2019-04-01"
"334432","Fatty Acids, Sweet And Sour Pork, Chinese restaurant (CT1) - NFY0903NJ","2019-04-01"
"334433","Total Fat, Sweet And Sour Pork, Chinese restaurant (CT1) - NFY0903NK","2019-04-01"
"334434","Sweet And Sour Pork, Chinese restaurant (MI1) - CY0904H","2019-04-01"
"334435","Sweet And Sour Pork (pork only), Great Wall Chinese, MI, package wgt. 468.2 - NFY0905CE","2019-04-01"
"334436","Sweet And Sour Pork (sauce only), Great Wall Chinese, MI, package wgt. 166.6 - NFY0905CI","2019-04-01"
"334437","Measures, Sweet And Sour Pork, Great Wall Chinese (MI) - CY0904H","2019-04-01"
"334438","Sweet And Sour Pork (pork only), Great Wall Chinese, MI, package wgt. 394.8 - NFY0905CG","2019-04-01"
"334439","Sweet And Sour Pork (sauce only), Great Wall Chinese, MI, package wgt. 290.5 - NFY0905CJ","2019-04-01"
"334440","Minerals, Sweet And Sour Pork, Chinese restaurant (MI1) - NFY0903O3","2019-04-01"
"334441","Fatty Acids, Sweet And Sour Pork, Chinese restaurant (MI1) - NFY0903O4","2019-04-01"
"334442","Total Fat, Sweet And Sour Pork, Chinese restaurant (MI1) - NFY0903O5","2019-04-01"
"334443","Sweet And Sour Pork, Chinese restaurant (VA3) - CY0904I","2019-04-01"
"334444","Measures, Sweet And Sour Pork, China Garden (VA) - CY0904I","2019-04-01"
"334445","Sweet And Sour Pork (sauce only), China Garden, VA, package wgt. 230.7 - NFY0905HA","2019-04-01"
"334446","Sweet And Sour Pork (pork only), China Garden, VA, package wgt. 499 - NFY0905H6","2019-04-01"
"334447","Sweet And Sour Pork (sauce only), China Garden, VA, package wgt. 221.4 - NFY0905HC","2019-04-01"
"334448","Sweet And Sour Pork (pork only), China Garden, VA, package wgt. 454.5 - NFY0905H7","2019-04-01"
"334449","Minerals, Sweet And Sour Pork, Chinese restaurant (VA3) - NFY0903OA","2019-04-01"
"334450","Fatty Acids, Sweet And Sour Pork, Chinese restaurant (VA3) - NFY0903OB","2019-04-01"
"334451","Total Fat, Sweet And Sour Pork, Chinese restaurant (VA3) - NFY0903OC","2019-04-01"
"334452","Sweet And Sour Pork, Chinese restaurant (WV) - CY0904G","2019-04-01"
"334453","Sweet And Sour Pork (sauce only), Dragon Palace, WV, package wgt. 267.3 - NFY0905D3","2019-04-01"
"334454","Sweet And Sour Pork (pork only), Dragon Palace, WV, package wgt. 432.3 - NFY0905CY","2019-04-01"
"334455","Sweet And Sour Pork (sauce only), Dragon Palace, WV, package wgt. 271.3 - NFY0905D2","2019-04-01"
"334456","Measures, Sweet And Sour Pork, Dragon Palace (WV) - CY0904G","2019-04-01"
"334457","Sweet And Sour Pork (pork only), Dragon Palace, WV, package wgt. 443.2 - NFY0905D0","2019-04-01"
"334458","Minerals, Sweet And Sour Pork, Chinese restaurant (WV) - NFY0903NW","2019-04-01"
"334459","Total Fat, Sweet And Sour Pork, Chinese restaurant (WV) - NFY0903NY","2019-04-01"
"334460","Fatty Acids, (repeat)Sweet And Sour Pork, Chinese restaurant (WV) - NFY0903O0","2019-04-01"
"334461","Fatty Acids, Sweet And Sour Pork, Chinese restaurant (WV) - NFY0903NX","2019-04-01"
"334462","Restaurant, Chinese, sweet and sour pork","2019-04-01"
"334463","Chinese Restaurant, Fried Rice (No Meat) (NY) - CY120CO","2019-04-01"
"334464","Chinese Restaurant, Fried Rice (No Meat) (NY1) - NFY1209DF","2019-04-01"
"334465","Minerals, Chinese Restaurant, Fried Rice (No Meat) (NY) - NFY1209PL","2019-04-01"
