"fdc_id","fdc_id_of_sample_food"
"320206","320203"
"320207","320203"
"320208","320203"
"320209","320203"
"320212","320210"
"320213","320210"
"320214","320210"
"320215","320210"
"320216","320210"
"320217","320210"
"320218","320210"
"320219","320210"
"320220","320210"
"320221","320210"
"320222","320210"
"320223","320210"
"320224","320210"
"320225","320210"
"320226","320210"
"320227","320210"
"320228","320210"
"320229","320210"
"320232","320230"
"320233","320230"
"320234","320230"
"320235","320230"
"320236","320230"
"320237","320230"
"320238","320230"
"320239","320230"
"320240","320230"
"320241","320230"
"320242","320230"
"320243","320230"
"320244","320230"
"320245","320230"
"320246","320230"
"320247","320230"
"320248","320230"
"320249","320230"
"320250","320230"
"320251","320230"
"320252","320230"
"320255","320253"
"320256","320253"
"320257","320253"
"320258","320253"
"320259","320253"
"320260","320253"
"320261","320253"
"320262","320253"
"320263","320253"
"320264","320253"
"320265","320253"
"320266","320253"
"320267","320253"
"320268","320253"
"320269","320253"
"320270","320253"
"320271","320253"
"320272","320253"
"320273","320253"
"320274","320253"
"320277","320275"
"320278","320275"
"320279","320275"
"320280","320275"
"320281","320275"
"320282","320275"
"320283","320275"
"320284","320275"
"320285","320275"
"320286","320275"
"320287","320275"
"320288","320275"
"320289","320275"
"320290","320275"
"320291","320275"
"320292","320275"
"320293","320275"
"320294","320275"
"320295","320275"
"320296","320275"
"320297","320275"
"320300","320298"
"320301","320298"
"320302","320298"
"320303","320298"
"320304","320298"
"320305","320298"
"320306","320298"
"320309","320307"
"320310","320307"
"320311","320307"
"320312","320307"
"320315","320313"
"320316","320313"
"320317","320313"
"320318","320313"
"320319","320313"
"320320","320313"
"320321","320313"
"320322","320313"
"320323","320313"
"320324","320313"
"320325","320313"
"320326","320313"
"320327","320313"
"320328","320313"
"320329","320313"
"320330","320313"
"320331","320313"
"320334","320332"
"320335","320332"
"320336","320332"
"320337","320332"
"320338","320332"
"320339","320332"
"320340","320332"
"320341","320332"
"320342","320332"
"320343","320332"
"320344","320332"
"320345","320332"
"320346","320332"
"320347","320332"
"320348","320332"
"320349","320332"
"320350","320332"
"320351","320332"
"320356","320353"
"320380","320357"
"320381","320357"
"320383","320382"
"320385","320384"
"320386","320384"
"320387","320384"
"320389","320388"
"320391","320390"
"320393","320392"
"320395","320394"
"320397","320396"
"320398","320396"
"320399","320396"
"320401","320400"
"320403","320402"
"320405","320404"
"320407","320406"
"320409","320408"
"320411","320410"
"320416","320413"
"320417","320413"
"320421","320418"
"320422","320418"
"320426","320423"
"320427","320423"
"320431","320428"
"320432","320428"
"320436","320433"
"320437","320433"
"320441","320438"
"320442","320438"
"320448","320443"
"320449","320443"
"320450","320443"
"320456","320451"
"320457","320451"
"320458","320451"
"320459","320451"
"320465","320460"
"320466","320460"
"320467","320460"
"320468","320460"
"320469","320460"
"320470","320460"
"320471","320460"
"320472","320460"
"320473","320460"
"320474","320460"
"320475","320460"
"320478","320476"
"320479","320476"
"320483","320480"
"320484","320480"
"320487","320485"
"320488","320485"
"320492","320489"
"320493","320489"
"320497","320494"
"320498","320494"
"320502","320499"
"320503","320499"
"320505","320504"
"320506","320504"
"320510","320507"
"320511","320507"
"320517","320512"
"320518","320512"
"320519","320512"
"320520","320512"
"320521","320512"
"320522","320512"
"320523","320512"
"320524","320512"
"320525","320512"
"320526","320512"
"320527","320512"
"321363","321361"
"321364","321361"
"321365","321361"
"321366","321361"
"321369","321367"
"321370","321367"
"321371","321367"
"321372","321367"
"321375","321373"
"321376","321373"
"321377","321373"
"321378","321373"
"321381","321379"
"321382","321379"
"321383","321379"
"321386","321384"
"321387","321384"
"321388","321384"
"321391","321389"
"321392","321389"
"321393","321389"
"321396","321394"
"321397","321394"
"321398","321394"
"321399","321394"
"321402","321400"
"321403","321400"
"321404","321400"
"321405","321400"
"321408","321406"
"321409","321406"
"321410","321406"
"321411","321406"
"321414","321412"
"321415","321412"
"321416","321412"
"321419","321417"
"321420","321417"
"321421","321417"
"321422","321417"
"321425","321423"
"321426","321423"
"321427","321423"
"321428","321423"
"321431","321429"
"321432","321429"
"321433","321429"
"321434","321429"
"321437","321435"
"321438","321435"
"321439","321435"
"321440","321435"
"321443","321441"
"321444","321441"
"321445","321441"
"321448","321446"
"321449","321446"
"321450","321446"
"321451","321446"
"321454","321452"
"321455","321452"
"321456","321452"
"321457","321452"
"321460","321458"
"321461","321458"
"321462","321458"
"321463","321458"
"321466","321464"
"321467","321464"
"321468","321464"
"321469","321464"
"321470","321464"
"321471","321464"
"321472","321464"
"321473","321464"
"321474","321464"
"321477","321475"
"321478","321475"
"321479","321475"
"321480","321475"
"321483","321481"
"321484","321481"
"321485","321481"
"321486","321481"
"321489","321487"
"321490","321487"
"321491","321487"
"321492","321487"
"321495","321493"
"321496","321493"
"321497","321493"
"321498","321493"
"321501","321499"
"321502","321499"
"321503","321499"
"321504","321499"
"321510","321506"
"321511","321506"
"321519","321512"
"321520","321512"
"321525","321521"
"321526","321521"
"321527","321521"
"321535","321528"
"321536","321528"
"321537","321528"
"321545","321538"
"321546","321538"
"321554","321547"
"321555","321547"
"321556","321547"
"321564","321557"
"321565","321557"
"321570","321566"
"321571","321566"
"321572","321566"
"321580","321573"
"321581","321573"
"321589","321582"
"321590","321582"
"321598","321591"
"321599","321591"
"321600","321591"
"321608","321601"
"321609","321601"
"321610","321601"
"321616","321612"
"321617","321612"
"321619","321618"
"321620","321618"
"321626","321621"
"321627","321621"
"321629","321628"
"321630","321628"
"321636","321631"
"321637","321631"
"321639","321638"
"321640","321638"
"321646","321641"
"321647","321641"
"321649","321648"
"321650","321648"
"321658","321651"
"321659","321651"
"321660","321651"
"321661","321651"
"321662","321651"
"321663","321651"
"321664","321651"
"321665","321651"
"321666","321651"
"321667","321651"
"321668","321651"
"321669","321651"
"321670","321651"
"321671","321651"
"321672","321651"
"321673","321651"
"321680","321674"
"321681","321674"
"321682","321674"
"321683","321674"
"321684","321674"
"321685","321674"
"321686","321674"
"321687","321674"
"321688","321674"
"321689","321674"
"321690","321674"
"321691","321674"
"321692","321674"
"321700","321693"
"321701","321693"
"321702","321693"
"321703","321693"
"321704","321693"
"321705","321693"
"321706","321693"
"321707","321693"
"321708","321693"
"321709","321693"
"321710","321693"
"321711","321693"
"321712","321693"
"321713","321693"
"321714","321693"
"321715","321693"
"321716","321693"
"321717","321693"
"321729","321718"
"321730","321718"
"321731","321718"
"321732","321718"
"321733","321718"
"321734","321718"
"321735","321718"
"321736","321718"
"321737","321718"
"321738","321718"
"321739","321718"
"321740","321718"
"321741","321718"
"321742","321718"
"321743","321718"
"321744","321718"
"321745","321718"
"321747","321746"
"321748","321746"
"321749","321746"
"321750","321746"
"321751","321746"
"321752","321746"
"321753","321746"
"321754","321746"
"321755","321746"
"321756","321746"
"321757","321746"
"321758","321746"
"321759","321746"
"321760","321746"
"321761","321746"
"321762","321746"
"321773","321763"
"321774","321763"
"321775","321763"
"321776","321763"
"321777","321763"
"321778","321763"
"321779","321763"
"321780","321763"
"321781","321763"
"321782","321763"
"321783","321763"
"321784","321763"
"321785","321763"
"321786","321763"
"321787","321763"
"321788","321763"
"321789","321763"
"321790","321763"
"321792","321791"
"321793","321791"
"321794","321791"
"321795","321791"
"321796","321791"
"321797","321791"
"321798","321791"
"321799","321791"
"321800","321791"
"321801","321791"
"321802","321791"
"321803","321791"
"321804","321791"
"321805","321791"
"321806","321791"
"321807","321791"
"321808","321791"
"321809","321791"
"321817","321810"
"321818","321810"
"321819","321810"
"321820","321810"
"321821","321810"
"321822","321810"
"321823","321810"
"321824","321810"
"321825","321810"
"321826","321810"
"321827","321810"
"321828","321810"
"321830","321829"
"321831","321829"
"321832","321829"
"321833","321829"
"321834","321829"
"321835","321829"
"321836","321829"
"321837","321829"
"321838","321829"
"321839","321829"
"321840","321829"
"321841","321829"
"321842","321829"
"321843","321829"
"321844","321829"
"321850","321845"
"321851","321845"
"321852","321845"
"321853","321845"
"321854","321845"
"321855","321845"
"321856","321845"
"321857","321845"
"321858","321845"
"321859","321845"
"321860","321845"
"321861","321845"
"321862","321845"
"321864","321863"
"321865","321863"
"321866","321863"
"321867","321863"
"321868","321863"
"321869","321863"
"321870","321863"
"321871","321863"
"321872","321863"
"321873","321863"
"321874","321863"
"321875","321863"
"321876","321863"
"321877","321863"
"321878","321863"
"321879","321863"
"321888","321880"
"321889","321880"
"321890","321880"
"321891","321880"
"321892","321880"
"321893","321880"
"321894","321880"
"321895","321880"
"321896","321880"
"321897","321880"
"321898","321880"
"321899","321880"
"321903","321901"
"321904","321901"
"321905","321901"
"321906","321901"
"321909","321907"
"321910","321907"
"321911","321907"
"321912","321907"
"321915","321913"
"321916","321913"
"321917","321913"
"321918","321913"
"321919","321913"
"321922","321920"
"321923","321920"
"321924","321920"
"321925","321920"
"321926","321920"
"321927","321920"
"321928","321920"
"321929","321920"
"321930","321920"
"321931","321920"
"321932","321920"
"321933","321920"
"321934","321920"
"321935","321920"
"321936","321920"
"321937","321920"
"321938","321920"
"321939","321920"
"321942","321940"
"321943","321940"
"321944","321940"
"321945","321940"
"321946","321940"
"321947","321940"
"321948","321940"
"321949","321940"
"321950","321940"
"321951","321940"
"321952","321940"
"321953","321940"
"321954","321940"
"321955","321940"
"321956","321940"
"321957","321940"
"321958","321940"
"321961","321959"
"321962","321959"
"321963","321959"
"321964","321959"
"321965","321959"
"321966","321959"
"321967","321959"
"321968","321959"
"321969","321959"
"321970","321959"
"321971","321959"
"321972","321959"
"321973","321959"
"321974","321959"
"321975","321959"
"321976","321959"
"321977","321959"
"321980","321978"
"321981","321978"
"321982","321978"
"321983","321978"
"321984","321978"
"321985","321978"
"321986","321978"
"321987","321978"
"321988","321978"
"321989","321978"
"321990","321978"
"321991","321978"
"321992","321978"
"321993","321978"
"321994","321978"
"321995","321978"
"321996","321978"
"321997","321978"
"321998","321978"
"321999","321978"
"322000","321978"
"322003","322001"
"322004","322001"
"322005","322001"
"322006","322001"
"322007","322001"
"322008","322001"
"322009","322001"
"322010","322001"
"322011","322001"
"322012","322001"
"322013","322001"
"322014","322001"
"322015","322001"
"322016","322001"
"322017","322001"
"322018","322001"
"322019","322001"
"322022","322020"
"322023","322020"
"322024","322020"
"322025","322020"
"322026","322020"
"322027","322020"
"322028","322020"
"322029","322020"
"322030","322020"
"322031","322020"
"322032","322020"
"322033","322020"
"322034","322020"
"322035","322020"
"322036","322020"
"322037","322020"
"322038","322020"
"322039","322020"
"322040","322020"
"322041","322020"
"322042","322020"
"322045","322043"
"322046","322043"
"322047","322043"
"322048","322043"
"322051","322049"
"322052","322049"
"322053","322049"
"322054","322049"
"322057","322055"
"322058","322055"
"322059","322055"
"322060","322055"
"322063","322061"
"322064","322061"
"322065","322061"
"322066","322061"
"322069","322067"
"322070","322067"
"322071","322067"
"322072","322067"
"322075","322073"
"322076","322073"
"322077","322073"
"322078","322073"
"322081","322079"
"322082","322079"
"322083","322079"
"322084","322079"
"322087","322085"
"322088","322085"
"322089","322085"
"322090","322085"
"322091","322085"
"322092","322085"
"322093","322085"
"322094","322085"
"322095","322085"
"322096","322085"
"322097","322085"
"322098","322085"
"322099","322085"
"322100","322085"
"322101","322085"
"322102","322085"
"322103","322085"
"322104","322085"
"322107","322105"
"322108","322105"
"322109","322105"
"322110","322105"
"322111","322105"
"322112","322105"
"322113","322105"
"322114","322105"
"322115","322105"
"322116","322105"
"322117","322105"
"322118","322105"
"322119","322105"
"322120","322105"
"322121","322105"
"322122","322105"
"322123","322105"
"322124","322105"
"322125","322105"
"322126","322105"
"322127","322105"
"322130","322128"
"322131","322128"
"322132","322128"
"322133","322128"
"322134","322128"
"322135","322128"
"322136","322128"
"322137","322128"
"322138","322128"
"322139","322128"
"322140","322128"
"322141","322128"
"322142","322128"
"322143","322128"
"322144","322128"
"322145","322128"
"322146","322128"
"322147","322128"
"322148","322128"
"322149","322128"
"322152","322150"
"322153","322150"
"322154","322150"
"322155","322150"
"322156","322150"
"322157","322150"
"322158","322150"
"322159","322150"
"322160","322150"
"322161","322150"
"322162","322150"
"322163","322150"
"322164","322150"
"322165","322150"
"322166","322150"
"322167","322150"
"322168","322150"
"322169","322150"
"322170","322150"
"322171","322150"
"322172","322150"
"322175","322173"
"322176","322173"
"322177","322173"
"322178","322173"
"322179","322173"
"322180","322173"
"322181","322173"
"322184","322182"
"322185","322182"
"322186","322182"
"322187","322182"
"322190","322188"
"322191","322188"
"322192","322188"
"322193","322188"
"322194","322188"
"322195","322188"
"322196","322188"
"322197","322188"
"322198","322188"
"322199","322188"
"322200","322188"
"322201","322188"
"322202","322188"
"322203","322188"
"322204","322188"
"322205","322188"
"322206","322188"
"322209","322207"
"322210","322207"
"322211","322207"
"322212","322207"
"322213","322207"
"322214","322207"
"322215","322207"
"322216","322207"
"322217","322207"
"322218","322207"
"322219","322207"
"322220","322207"
"322221","322207"
"322222","322207"
"322223","322207"
"322224","322207"
"322225","322207"
"322226","322207"
"322227","322207"
"322231","322229"
"322232","322229"
"322233","322229"
"322234","322229"
"322235","322229"
"322238","322236"
"322239","322236"
"322240","322236"
"322241","322236"
"322242","322236"
"322245","322243"
"322246","322243"
"322247","322243"
"322248","322243"
"322251","322249"
"322252","322249"
"322253","322249"
"322254","322249"
"322255","322249"
"322256","322249"
"322257","322249"
"322258","322249"
"322259","322249"
"322260","322249"
"322261","322249"
"322262","322249"
"322263","322249"
"322264","322249"
"322265","322249"
"322266","322249"
"322267","322249"
"322270","322268"
"322271","322268"
"322272","322268"
"322273","322268"
"322274","322268"
"322275","322268"
"322276","322268"
"322277","322268"
"322278","322268"
"322279","322268"
"322280","322268"
"322281","322268"
"322282","322268"
"322283","322268"
"322284","322268"
"322285","322268"
"322286","322268"
"322289","322287"
"322290","322287"
"322291","322287"
"322292","322287"
"322293","322287"
"322294","322287"
"322295","322287"
"322296","322287"
"322297","322287"
"322298","322287"
"322299","322287"
"322300","322287"
"322301","322287"
"322302","322287"
"322303","322287"
"322304","322287"
"322305","322287"
"322308","322306"
"322309","322306"
"322310","322306"
"322311","322306"
"322312","322306"
"322313","322306"
"322314","322306"
"322315","322306"
"322316","322306"
"322317","322306"
"322318","322306"
"322319","322306"
"322320","322306"
"322321","322306"
"322322","322306"
"322323","322306"
"322324","322306"
"322325","322306"
"322326","322306"
"322327","322306"
"322328","322306"
"322331","322329"
"322332","322329"
"322333","322329"
"322334","322329"
"322335","322329"
"322336","322329"
"322337","322329"
"322338","322329"
"322339","322329"
"322340","322329"
"322341","322329"
"322342","322329"
"322343","322329"
"322344","322329"
"322345","322329"
"322346","322329"
"322347","322329"
"322348","322329"
"322351","322349"
"322352","322349"
"322353","322349"
"322354","322349"
"322355","322349"
"322356","322349"
"322357","322349"
"322358","322349"
"322359","322349"
"322360","322349"
"322361","322349"
"322362","322349"
"322363","322349"
"322364","322349"
"322365","322349"
"322366","322349"
"322367","322349"
"322368","322349"
"322369","322349"
"322370","322349"
"322371","322349"
"322372","322349"
"322375","322373"
"322376","322373"
"322377","322373"
"322378","322373"
"322381","322379"
"322382","322379"
"322383","322379"
"322384","322379"
"322385","322379"
"322388","322386"
"322389","322386"
"322390","322386"
"322391","322386"
"322394","322392"
"322395","322392"
"322396","322392"
"322397","322392"
"322400","322398"
"322401","322398"
"322402","322398"
"322403","322398"
"322406","322404"
"322407","322404"
"322408","322404"
"322409","322404"
"322412","322410"
"322413","322410"
"322414","322410"
"322415","322410"
"322418","322416"
"322419","322416"
"322420","322416"
"322421","322416"
"322422","322416"
"322423","322416"
"322424","322416"
"322425","322416"
"322426","322416"
"322427","322416"
"322428","322416"
"322429","322416"
"322430","322416"
"322431","322416"
"322432","322416"
"322433","322416"
"322434","322416"
"322435","322416"
"322436","322416"
"322437","322416"
"322438","322416"
"322441","322439"
"322442","322439"
"322443","322439"
"322444","322439"
"322445","322439"
"322446","322439"
"322447","322439"
"322450","322448"
"322451","322448"
"322452","322448"
"322453","322448"
"322454","322448"
"322455","322448"
"322456","322448"
"322457","322448"
"322458","322448"
"322459","322448"
"322460","322448"
"322461","322448"
"322462","322448"
"322463","322448"
"322464","322448"
"322465","322448"
"322466","322448"
"322467","322448"
"322468","322448"
"322469","322448"
"322470","322448"
"322473","322471"
"322474","322471"
"322475","322471"
"322476","322471"
"322477","322471"
"322478","322471"
"322479","322471"
"322480","322471"
"322481","322471"
"322482","322471"
"322483","322471"
"322484","322471"
"322485","322471"
"322486","322471"
"322487","322471"
"322488","322471"
"322489","322471"
"322490","322471"
"322491","322471"
"322494","322492"
"322495","322492"
"322496","322492"
"322497","322492"
"322498","322492"
"322499","322492"
"322500","322492"
"322501","322492"
"322502","322492"
"322503","322492"
"322504","322492"
"322505","322492"
"322506","322492"
"322507","322492"
"322508","322492"
"322509","322492"
"322510","322492"
"322511","322492"
"322512","322492"
"322513","322492"
"322516","322514"
"322517","322514"
"322518","322514"
"322519","322514"
"322522","322520"
"322523","322520"
"322524","322520"
"322525","322520"
"322526","322520"
"322527","322520"
"322528","322520"
"322529","322520"
"322530","322520"
"322531","322520"
"322532","322520"
"322533","322520"
"322534","322520"
"322535","322520"
"322536","322520"
"322537","322520"
"322538","322520"
"322541","322539"
"322542","322539"
"322543","322539"
"322544","322539"
"322545","322539"
"322546","322539"
"322547","322539"
"322548","322539"
"322549","322539"
"322550","322539"
"322551","322539"
"322552","322539"
"322553","322539"
"322554","322539"
"322555","322539"
"322556","322539"
"322557","322539"
"322558","322539"
"322562","322560"
"322563","322560"
"322564","322560"
"322565","322560"
"322568","322566"
"322569","322566"
"322570","322566"
"322571","322566"
"322572","322566"
"322573","322566"
"322574","322566"
"322575","322566"
"322576","322566"
"322577","322566"
"322578","322566"
"322579","322566"
"322580","322566"
"322581","322566"
"322582","322566"
"322583","322566"
"322584","322566"
"322585","322566"
"322586","322566"
"322587","322566"
"322590","322588"
"322591","322588"
"322592","322588"
"322593","322588"
"322594","322588"
"322595","322588"
"322596","322588"
"322597","322588"
"322598","322588"
"322599","322588"
"322600","322588"
"322601","322588"
"322602","322588"
"322603","322588"
"322604","322588"
"322605","322588"
"322606","322588"
"322607","322588"
"322608","322588"
"322609","322588"
"322610","322588"
"322611","322588"
"322614","322612"
"322615","322612"
"322616","322612"
"322617","322612"
"322618","322612"
"322619","322612"
"322620","322612"
"322621","322612"
"322622","322612"
"322623","322612"
"322624","322612"
"322625","322612"
"322626","322612"
"322627","322612"
"322630","322628"
"322631","322628"
"322632","322628"
"322633","322628"
"322634","322628"
"322635","322628"
"322636","322628"
"322637","322628"
"322638","322628"
"322639","322628"
"322640","322628"
"322641","322628"
"322642","322628"
"322643","322628"
"322644","322628"
"322645","322628"
"322646","322628"
"322649","322647"
"322650","322647"
"322651","322647"
"322652","322647"
"322653","322647"
"322654","322647"
"322655","322647"
"322656","322647"
"322657","322647"
"322658","322647"
"322659","322647"
"322660","322647"
"322661","322647"
"322662","322647"
"322663","322647"
"322664","322647"
"322665","322647"
"322668","322666"
"322669","322666"
"322670","322666"
"322671","322666"
"322672","322666"
"322673","322666"
"322674","322666"
"322675","322666"
"322676","322666"
"322677","322666"
"322678","322666"
"322679","322666"
"322680","322666"
"322681","322666"
"322682","322666"
"322683","322666"
"322684","322666"
"322685","322666"
"322686","322666"
"322687","322666"
"322688","322666"
"322691","322689"
"322692","322689"
"322693","322689"
"322694","322689"
"322695","322689"
"322698","322696"
"322699","322696"
"322700","322696"
"322701","322696"
"322704","322702"
"322705","322702"
"322706","322702"
"322707","322702"
"322710","322708"
"322711","322708"
"322712","322708"
"322713","322708"
"322714","322708"
"322717","322715"
"322718","322715"
"322719","322715"
"322720","322715"
"322723","322721"
"322724","322721"
"322725","322721"
"322726","322721"
"322729","322727"
"322730","322727"
"322731","322727"
"322732","322727"
"322733","322727"
"322736","322734"
"322737","322734"
"322738","322734"
"322739","322734"
"322742","322740"
"322743","322740"
"322744","322740"
"322745","322740"
"322746","322740"
"322747","322740"
"322748","322740"
"322749","322740"
"322750","322740"
"322751","322740"
"322752","322740"
"322753","322740"
"322754","322740"
"322755","322740"
"322756","322740"
"322757","322740"
"322758","322740"
"322759","322740"
"322760","322740"
"322761","322740"
"322762","322740"
"322765","322763"
"322766","322763"
"322767","322763"
"322768","322763"
"322771","322769"
"322772","322769"
"322773","322769"
"322774","322769"
"322775","322769"
"322776","322769"
"322777","322769"
"322778","322769"
"322779","322769"
"322780","322769"
"322781","322769"
"322782","322769"
"322783","322769"
"322784","322769"
"322785","322769"
"322786","322769"
"322787","322769"
"322788","322769"
"322789","322769"
"322790","322769"
"322791","322769"
"322792","322769"
"322795","322793"
"322796","322793"
"322797","322793"
"322798","322793"
"322799","322793"
"322800","322793"
"322801","322793"
"322802","322793"
"322803","322793"
"322804","322793"
"322805","322793"
"322806","322793"
"322807","322793"
"322808","322793"
"322809","322793"
"322810","322793"
"322811","322793"
"322812","322793"
"322813","322793"
"322816","322814"
"322817","322814"
"322818","322814"
"322819","322814"
"322820","322814"
"322821","322814"
"322822","322814"
"322823","322814"
"322824","322814"
"322825","322814"
"322826","322814"
"322827","322814"
"322828","322814"
"322829","322814"
"322830","322814"
"322831","322814"
"322832","322814"
"322833","322814"
"322834","322814"
"322835","322814"
"322838","322836"
"322839","322836"
"322840","322836"
"322841","322836"
"322844","322842"
"322845","322842"
"322846","322842"
"322847","322842"
"322848","322842"
"322849","322842"
"322850","322842"
"322853","322851"
"322854","322851"
"322855","322851"
"322856","322851"
"322857","322851"
"322858","322851"
"322859","322851"
"322860","322851"
"322861","322851"
"322862","322851"
"322863","322851"
"322864","322851"
"322865","322851"
"322866","322851"
"322867","322851"
"322868","322851"
"322869","322851"
"322870","322851"
"322873","322871"
"322874","322871"
"322875","322871"
"322876","322871"
"322877","322871"
"322878","322871"
"322879","322871"
"322880","322871"
"322881","322871"
"322882","322871"
"322883","322871"
"322884","322871"
"322885","322871"
"322886","322871"
"322887","322871"
"322888","322871"
"322889","322871"
"322890","322871"
"322891","322871"
"322896","322893"
"322897","322893"
"322898","322893"
"322906","322899"
"322907","322899"
"322908","322899"
"322909","322899"
"322917","322910"
"322918","322910"
"322919","322910"
"322927","322920"
"322928","322920"
"322929","322920"
"322930","322920"
"322931","322920"
"322932","322920"
"322933","322920"
"322934","322920"
"322935","322920"
"322936","322920"
"322944","322937"
"322945","322937"
"322946","322937"
"322947","322937"
"322948","322937"
"322949","322937"
"322950","322937"
"322951","322937"
"322952","322937"
"322953","322937"
"322954","322937"
"322962","322955"
"322963","322955"
"322964","322955"
"322969","322965"
"322970","322965"
"322971","322965"
"322979","322972"
"322980","322972"
"322981","322972"
"322982","322972"
"322983","322972"
"322984","322972"
"322985","322972"
"322986","322972"
"322987","322972"
"322988","322972"
"322989","322972"
"322990","322972"
"322991","322972"
"322999","322992"
"323000","322992"
"323001","322992"
"323002","322992"
"323003","322992"
"323004","322992"
"323005","322992"
"323006","322992"
"323007","322992"
"323008","322992"
"323009","322992"
"323015","323010"
"323016","323010"
"323017","323010"
"323018","323010"
"323019","323010"
"323020","323010"
"323021","323010"
"323022","323010"
"323023","323010"
"323024","323010"
"323025","323010"
"323026","323010"
"323034","323027"
"323035","323027"
"323036","323027"
"323037","323027"
"323038","323027"
"323039","323027"
"323040","323027"
"323041","323027"
"323042","323027"
"323043","323027"
"323051","323044"
"323052","323044"
"323053","323044"
"323059","323054"
"323060","323054"
"323061","323054"
"323062","323054"
"323063","323054"
"323064","323054"
"323065","323054"
"323066","323054"
"323067","323054"
"323068","323054"
"323076","323069"
"323077","323069"
"323078","323069"
"323079","323069"
"323080","323069"
"323081","323069"
"323082","323069"
"323083","323069"
"323084","323069"
"323092","323085"
"323093","323085"
"323094","323085"
"323102","323095"
"323103","323095"
"323104","323095"
"323110","323105"
"323111","323105"
"323112","323105"
"323113","323105"
"323114","323105"
"323115","323105"
"323116","323105"
"323117","323105"
"323118","323105"
"323119","323105"
"323120","323105"
"323127","323122"
