"fdc_id","fdc_id_of_sample_food"
"325068","325061"
"325069","325061"
"325070","325061"
"325071","325061"
"325072","325061"
"325073","325061"
"325074","325061"
"325080","325075"
"325081","325075"
"325082","325075"
"325083","325075"
"325084","325075"
"325085","325075"
"325086","325075"
"325087","325075"
"325088","325075"
"325089","325075"
"325090","325075"
"325091","325075"
"325092","325075"
"325093","325075"
"325094","325075"
"325095","325075"
"325099","325096"
"325100","325096"
"325104","325101"
"325105","325101"
"325106","325101"
"325112","325107"
"325113","325107"
"325117","325114"
"325118","325114"
"325124","325119"
"325125","325119"
"325126","325119"
"325127","325119"
"325128","325119"
"325132","325129"
"325136","325133"
"325137","325133"
"325143","325138"
"325144","325138"
"325145","325138"
"325146","325138"
"325147","325138"
"325151","325148"
"325152","325148"
"325156","325153"
"325160","325157"
"325163","325161"
"325167","325164"
"325168","325164"
"325172","325169"
"325176","325173"
"325180","325177"
"325185","325181"
"325189","325186"
"325193","325190"
"325197","325194"
"325201","325199"
"325202","325199"
"325206","325203"
"325207","325203"
"325211","325208"
"325212","325208"
"325213","325208"
"325214","325208"
"325215","325208"
"325216","325208"
"325217","325208"
"325218","325208"
"325221","325219"
"325222","325219"
"325223","325219"
"325227","325224"
"325228","325224"
"325229","325224"
"325230","325224"
"325231","325224"
"325232","325224"
"325233","325224"
"325234","325224"
"325235","325224"
"325239","325236"
"325240","325236"
"325241","325236"
"325242","325236"
"325243","325236"
"325244","325236"
"325245","325236"
"325246","325236"
"325247","325236"
"325250","325248"
"325251","325248"
"325255","325252"
"325256","325252"
"325257","325252"
"325258","325252"
"325259","325252"
"325260","325252"
"325261","325252"
"325262","325252"
"325266","325263"
"325267","325263"
"325268","325263"
"325269","325263"
"325270","325263"
"325271","325263"
"325272","325263"
"325273","325263"
"325274","325263"
"325275","325263"
"325279","325276"
"325280","325276"
"325281","325276"
"325282","325276"
"325283","325276"
"325284","325276"
"325285","325276"
"325286","325276"
"325291","325288"
"325292","325288"
"325293","325288"
"325294","325288"
"325295","325288"
"325296","325288"
"325297","325288"
"325298","325288"
"325299","325288"
"325300","325288"
"325301","325288"
"325302","325288"
"325303","325288"
"325304","325288"
"325309","325305"
"325310","325305"
"325311","325305"
"325312","325305"
"325313","325305"
"325314","325305"
"325315","325305"
"325316","325305"
"325317","325305"
"325318","325305"
"325319","325305"
"325320","325305"
"325321","325305"
"325322","325305"
"325326","325323"
"325327","325323"
"325328","325323"
"325329","325323"
"325330","325323"
"325331","325323"
"325332","325323"
"325333","325323"
"325334","325323"
"325335","325323"
"325336","325323"
"325337","325323"
"325338","325323"
"325339","325323"
"325340","325323"
"325345","325341"
"325346","325341"
"325347","325341"
"325348","325341"
"325349","325341"
"325350","325341"
"325351","325341"
"325352","325341"
"325353","325341"
"325354","325341"
"325355","325341"
"325356","325341"
"325357","325341"
"325358","325341"
"325359","325341"
"325364","325360"
"325365","325360"
"325366","325360"
"325367","325360"
"325368","325360"
"325369","325360"
"325370","325360"
"325371","325360"
"325372","325360"
"325373","325360"
"325374","325360"
"325375","325360"
"325376","325360"
"325377","325360"
"325382","325378"
"325383","325378"
"325384","325378"
"325385","325378"
"325386","325378"
"325387","325378"
"325388","325378"
"325389","325378"
"325390","325378"
"325391","325378"
"325392","325378"
"325393","325378"
"325394","325378"
"325395","325378"
"325400","325396"
"325401","325396"
"325402","325396"
"325403","325396"
"325404","325396"
"325405","325396"
"325406","325396"
"325407","325396"
"325408","325396"
"325409","325396"
"325410","325396"
"325411","325396"
"325412","325396"
"325417","325413"
"325418","325413"
"325419","325413"
"325420","325413"
"325421","325413"
"325422","325413"
"325423","325413"
"325424","325413"
"325425","325413"
"325426","325413"
"325427","325413"
"325428","325413"
"325429","325413"
"325437","325431"
"325438","325431"
"325446","325439"
"325447","325439"
"325448","325439"
"325456","325449"
"325457","325449"
"325458","325449"
"325459","325449"
"325465","325460"
"325466","325460"
"325467","325460"
"325468","325460"
"325469","325460"
"325470","325460"
"325471","325460"
"325472","325460"
"325473","325460"
"325474","325460"
"325475","325460"
"325476","325460"
"325477","325460"
"325478","325460"
"325488","325479"
"325489","325479"
"325490","325479"
"325491","325479"
"325492","325479"
"325493","325479"
"325494","325479"
"325495","325479"
"325496","325479"
"325497","325479"
"325498","325479"
"325499","325479"
"325500","325479"
"325501","325479"
"325509","325502"
"325510","325502"
"325511","325502"
"325512","325502"
"325513","325502"
"325514","325502"
"325515","325502"
"325516","325502"
"325517","325502"
"325518","325502"
"325519","325502"
"325520","325502"
"325521","325502"
"325522","325502"
"325523","325502"
"325530","325525"
"325531","325525"
"325532","325525"
"325538","325533"
"325539","325533"
"325540","325533"
"325546","325541"
"325547","325541"
"325548","325541"
"325553","325549"
"325554","325549"
"325555","325549"
"325556","325549"
"325557","325549"
"325558","325549"
"325564","325559"
"325565","325559"
"325566","325559"
"325567","325559"
"325568","325559"
"325569","325559"
"325570","325559"
"325571","325559"
"325577","325572"
"325578","325572"
"325579","325572"
"325585","325580"
"325586","325580"
"325587","325580"
"325588","325580"
"325589","325580"
"325590","325580"
"325591","325580"
"325592","325580"
"325593","325580"
"325594","325580"
"325595","325580"
"325596","325580"
"325597","325580"
"325603","325598"
"325604","325598"
"325605","325598"
"325606","325598"
"325607","325598"
"325608","325598"
"325612","325609"
"325613","325609"
"325614","325609"
"325615","325609"
"325616","325609"
"325617","325609"
"325618","325609"
"325619","325609"
"325620","325609"
"325621","325609"
"325622","325609"
"325623","325609"
"325629","325624"
"325630","325624"
"325631","325624"
"325632","325624"
"325633","325624"
"325634","325624"
"325635","325624"
"325636","325624"
"325637","325624"
"325638","325624"
"325639","325624"
"325640","325624"
"325646","325641"
"325647","325641"
"325648","325641"
"325649","325641"
"325650","325641"
"325651","325641"
"325652","325641"
"325653","325641"
"325654","325641"
"325655","325641"
"325656","325641"
"325657","325641"
"325662","325659"
"325663","325659"
"325664","325659"
"325665","325659"
"325666","325659"
"325667","325659"
"325668","325659"
"325672","325669"
"325673","325669"
"325674","325669"
"325675","325669"
"325676","325669"
"325677","325669"
"325678","325669"
"325682","325679"
"325683","325679"
"325684","325679"
"325685","325679"
"325686","325679"
"325687","325679"
"325688","325679"
"325691","325689"
"325692","325689"
"325693","325689"
"325694","325689"
"325695","325689"
"325696","325689"
"325697","325689"
"325701","325698"
"325702","325698"
"325703","325698"
"325704","325698"
"325705","325698"
"325706","325698"
"325707","325698"
"325711","325708"
"325712","325708"
"325713","325708"
"325714","325708"
"325715","325708"
"325716","325708"
"325717","325708"
"325720","325718"
"325721","325718"
"325722","325718"
"325723","325718"
"325724","325718"
"325727","325725"
"325728","325725"
"325729","325725"
"325730","325725"
"325731","325725"
"325734","325732"
"325735","325732"
"325736","325732"
"325737","325732"
"325738","325732"
"325741","325739"
"325742","325739"
"325743","325739"
"325744","325739"
"325745","325739"
"325748","325746"
"325749","325746"
"325750","325746"
"325751","325746"
"325752","325746"
"325755","325753"
"325756","325753"
"325757","325753"
"325758","325753"
"325759","325753"
"325762","325760"
"325763","325760"
"325764","325760"
"325765","325760"
"325766","325760"
"325769","325767"
"325770","325767"
"325771","325767"
"325772","325767"
"325773","325767"
"325776","325774"
"325777","325774"
"325778","325774"
"325779","325774"
"325780","325774"
"325783","325781"
"325784","325781"
"325785","325781"
"325786","325781"
"325787","325781"
"325790","325788"
"325791","325788"
"325792","325788"
"325793","325788"
"325794","325788"
"325798","325795"
"325799","325795"
"325800","325795"
"325801","325795"
"325802","325795"
"325803","325795"
"325804","325795"
"325805","325795"
"325806","325795"
"325807","325795"
"325808","325795"
"325809","325795"
"325813","325810"
"325814","325810"
"325815","325810"
"325816","325810"
"325817","325810"
"325818","325810"
"325819","325810"
"325820","325810"
"325821","325810"
"325822","325810"
"325823","325810"
"325824","325810"
"325829","325825"
"325830","325825"
"325831","325825"
"325832","325825"
"325833","325825"
"325834","325825"
"325835","325825"
"325836","325825"
"325837","325825"
"325838","325825"
"325839","325825"
"325840","325825"
"325844","325841"
"325845","325841"
"325846","325841"
"325847","325841"
"325848","325841"
"325849","325841"
"325850","325841"
"325851","325841"
"325852","325841"
"325853","325841"
"325854","325841"
"325855","325841"
"325859","325856"
"325860","325856"
"325861","325856"
"325862","325856"
"325863","325856"
"325864","325856"
"325865","325856"
"325866","325856"
"325867","325856"
"325868","325856"
"325869","325856"
"325870","325856"
"325877","325872"
"325878","325872"
"325879","325872"
"325880","325872"
"325886","325881"
"325887","325881"
"325888","325881"
"325889","325881"
"325890","325881"
"325900","325891"
"325901","325891"
"325902","325891"
"325903","325891"
"325904","325891"
"325905","325891"
"325906","325891"
"325907","325891"
"325908","325891"
"325909","325891"
"325917","325910"
"325918","325910"
"325919","325910"
"325920","325910"
"325921","325910"
"325922","325910"
"325923","325910"
"325924","325910"
"325925","325910"
"325926","325910"
"325927","325910"
"325928","325910"
"325936","325929"
"325937","325929"
"325938","325929"
"325939","325929"
"325940","325929"
"325941","325929"
"325942","325929"
"325943","325929"
"325944","325929"
"325945","325929"
"325946","325929"
"325947","325929"
"325953","325948"
"325954","325948"
"325955","325948"
"325961","325956"
"325962","325956"
"325963","325956"
"325964","325956"
"325965","325956"
"325966","325956"
"325967","325956"
"325968","325956"
"325969","325956"
"325977","325970"
"325978","325970"
"325979","325970"
"325980","325970"
"325981","325970"
"325982","325970"
"325983","325970"
"325984","325970"
"325985","325970"
"325986","325970"
"325987","325970"
"325988","325970"
"325989","325970"
"325990","325970"
"325991","325970"
"325995","325993"
"325996","325993"
"325997","325993"
"326001","325998"
"326002","325998"
"326003","325998"
"326007","326004"
"326008","326004"
"326009","326004"
"326013","326010"
"326014","326010"
"326015","326010"
"326016","326010"
"326017","326010"
"326018","326010"
"326019","326010"
"326020","326010"
"326021","326010"
"326022","326010"
"326023","326010"
"326027","326024"
"326028","326024"
"326029","326024"
"326033","326030"
"326034","326030"
"326035","326030"
"326036","326030"
"326037","326030"
"326038","326030"
"326039","326030"
"326040","326030"
"326041","326030"
"326042","326030"
"326043","326030"
"326044","326030"
"326045","326030"
"326046","326030"
"326047","326030"
"326048","326030"
"326049","326030"
"326050","326030"
"326054","326051"
"326055","326051"
"326056","326051"
"326060","326057"
"326061","326057"
"326062","326057"
"326063","326057"
"326064","326057"
"326065","326057"
"326066","326057"
"326067","326057"
"326068","326057"
"326069","326057"
"326070","326057"
"326071","326057"
"326072","326057"
"326073","326057"
"326074","326057"
"326075","326057"
"326079","326076"
"326080","326076"
"326081","326076"
"326085","326082"
"326086","326082"
"326087","326082"
"326088","326082"
"326089","326082"
"326090","326082"
"326091","326082"
"326092","326082"
"326093","326082"
"326094","326082"
"326095","326082"
"326096","326082"
"326097","326082"
"326098","326082"
"326099","326082"
"326103","326100"
"326104","326100"
"326105","326100"
"326106","326100"
"326107","326100"
"326108","326100"
"326109","326100"
"326110","326100"
"326111","326100"
"326112","326100"
"326113","326100"
"326117","326114"
"326118","326114"
"326119","326114"
"326120","326114"
"326121","326114"
"326122","326114"
"326123","326114"
"326124","326114"
"326125","326114"
"326126","326114"
"326127","326114"
"326128","326114"
"326129","326114"
"326130","326114"
"326131","326114"
"326132","326114"
"326133","326114"
"326134","326114"
"326139","326136"
"326140","326136"
"326144","326141"
"326145","326141"
"326149","326146"
"326150","326146"
"326154","326151"
"326155","326151"
"326156","326151"
"326157","326151"
"326158","326151"
"326159","326151"
"326160","326151"
"326161","326151"
"326162","326151"
"326163","326151"
"326164","326151"
"326168","326165"
"326169","326165"
"326170","326165"
"326171","326165"
"326172","326165"
"326173","326165"
"326174","326165"
"326175","326165"
"326176","326165"
"326177","326165"
"326178","326165"
"326179","326165"
"326183","326180"
"326184","326180"
"326185","326180"
"326186","326180"
"326187","326180"
"326188","326180"
"326189","326180"
"326190","326180"
"326191","326180"
"326192","326180"
"326193","326180"
"326194","326180"
"326195","326180"
"326210","326197"
"326211","326197"
"326212","326197"
"326213","326197"
"326214","326197"
"326215","326197"
"326216","326197"
"326230","326217"
"326231","326217"
"326232","326217"
"326233","326217"
"326234","326217"
"326235","326217"
"326236","326217"
"326249","326237"
"326250","326237"
"326251","326237"
"326252","326237"
"326253","326237"
"326254","326237"
"326255","326237"
"326256","326237"
"326257","326237"
"326258","326237"
"326259","326237"
"326260","326237"
"326261","326237"
"326262","326237"
"326263","326237"
"326264","326237"
"326277","326265"
"326278","326265"
"326279","326265"
"326280","326265"
"326281","326265"
"326282","326265"
"326283","326265"
"326284","326265"
"326298","326285"
"326299","326285"
"326300","326285"
"326301","326285"
"326302","326285"
"326303","326285"
"326304","326285"
"326305","326285"
"326306","326285"
"326307","326285"
"326308","326285"
"326309","326285"
"326310","326285"
"326311","326285"
"326312","326285"
"326313","326285"
"326327","326314"
"326328","326314"
"326329","326314"
"326330","326314"
"326331","326314"
"326332","326314"
"326345","326333"
"326346","326333"
"326347","326333"
"326348","326333"
"326349","326333"
"326350","326333"
"326363","326351"
"326364","326351"
"326365","326351"
"326366","326351"
"326367","326351"
"326368","326351"
"326369","326351"
"326370","326351"
"326371","326351"
"326372","326351"
"326373","326351"
"326374","326351"
"326375","326351"
"326376","326351"
"326377","326351"
"326378","326351"
"326379","326351"
"326393","326380"
"326394","326380"
"326395","326380"
"326396","326380"
"326397","326380"
"326398","326380"
"326412","326399"
"326413","326399"
"326414","326399"
"326415","326399"
"326416","326399"
"326417","326399"
"326418","326399"
"326419","326399"
"326420","326399"
"326421","326399"
"326422","326399"
"326423","326399"
"326424","326399"
"326425","326399"
"326426","326399"
"326440","326427"
"326441","326427"
"326442","326427"
"326443","326427"
"326444","326427"
"326445","326427"
"326446","326427"
"326447","326427"
"326448","326427"
"326449","326427"
"326450","326427"
"326451","326427"
"326452","326427"
"326453","326427"
"326454","326427"
"326455","326427"
"326456","326427"
"326457","326427"
"326464","326459"
"326465","326459"
"326471","326466"
"326472","326466"
"326478","326473"
"326479","326473"
"326485","326480"
"326486","326480"
"326492","326487"
"326493","326487"
"326499","326494"
"326500","326494"
"326501","326494"
"326502","326494"
"326503","326494"
"326504","326494"
"326505","326494"
"326506","326494"
"326507","326494"
"326508","326494"
"326509","326494"
"326515","326510"
"326516","326510"
"326517","326510"
"326518","326510"
"326519","326510"
"326520","326510"
"326521","326510"
"326522","326510"
"326523","326510"
"326524","326510"
"326525","326510"
"326526","326510"
"326527","326510"
"326528","326510"
"326535","326529"
"326536","326529"
"326542","326537"
"326543","326537"
"326544","326537"
"326545","326537"
"326546","326537"
"326547","326537"
"326548","326537"
"326549","326537"
"326550","326537"
"326551","326537"
"326552","326537"
"326553","326537"
"326554","326537"
"326555","326537"
"326556","326537"
"326557","326537"
"326563","326558"
"326564","326558"
"326565","326558"
"326566","326558"
"326567","326558"
"326568","326558"
"326569","326558"
"326570","326558"
"326571","326558"
"326577","326572"
"326578","326572"
"326579","326572"
"326580","326572"
"326581","326572"
"326582","326572"
"326583","326572"
"326584","326572"
"326585","326572"
"326586","326572"
"326587","326572"
"326588","326572"
"326589","326572"
"326590","326572"
"326596","326591"
"326597","326591"
"326598","326591"
"326599","326591"
"326600","326591"
"326601","326591"
"326602","326591"
"326603","326591"
"326604","326591"
"326618","326605"
"326619","326605"
"326620","326605"
"326621","326605"
"326622","326605"
"326623","326605"
"326624","326605"
"326625","326605"
"326626","326605"
"326627","326605"
"326628","326605"
"326629","326605"
"326630","326605"
"326631","326605"
"326632","326605"
"326633","326605"
"326634","326605"
"326635","326605"
"326649","326636"
"326650","326636"
"326651","326636"
"326652","326636"
"326653","326636"
"326654","326636"
"326655","326636"
"326656","326636"
"326657","326636"
"326658","326636"
"326659","326636"
"326660","326636"
"326661","326636"
"326662","326636"
"326663","326636"
"326664","326636"
"326665","326636"
"326666","326636"
"326680","326667"
"326681","326667"
"326682","326667"
"326683","326667"
"326684","326667"
"326685","326667"
"326686","326667"
"326687","326667"
"326688","326667"
"326689","326667"
"326690","326667"
"326691","326667"
"326692","326667"
"326693","326667"
"326694","326667"
"326695","326667"
"326696","326667"
"326697","326667"
"326708","326699"
"326709","326699"
"326710","326699"
"326711","326699"
"326712","326699"
"326713","326699"
"326714","326699"
"326715","326699"
"326716","326699"
"326717","326699"
"326718","326699"
"326719","326699"
"326720","326699"
"326721","326699"
"326722","326699"
"326723","326699"
"326733","326724"
"326734","326724"
"326735","326724"
"326736","326724"
"326737","326724"
"326738","326724"
"326739","326724"
"326740","326724"
"326741","326724"
"326742","326724"
"326743","326724"
"326744","326724"
"326745","326724"
"326746","326724"
"326747","326724"
"326748","326724"
"326762","326749"
"326763","326749"
"326764","326749"
"326765","326749"
"326766","326749"
"326767","326749"
"326768","326749"
"326769","326749"
"326770","326749"
"326771","326749"
"326772","326749"
"326773","326749"
"326774","326749"
"326775","326749"
"326776","326749"
"326777","326749"
"326778","326749"
"326779","326749"
"326789","326780"
"326790","326780"
"326791","326780"
"326792","326780"
"326793","326780"
"326794","326780"
"326795","326780"
"326796","326780"
"326797","326780"
"326798","326780"
"326799","326780"
"326800","326780"
"326801","326780"
"326802","326780"
"326803","326780"
"326804","326780"
"326805","326780"
"326817","326806"
"326818","326806"
"326819","326806"
"326820","326806"
"326821","326806"
"326822","326806"
"326823","326806"
"326824","326806"
"326825","326806"
"326826","326806"
"326827","326806"
"326828","326806"
"326829","326806"
"326830","326806"
"326831","326806"
"326837","326832"
"326838","326832"
"326839","326832"
"326840","326832"
"326841","326832"
"326842","326832"
"326843","326832"
"326844","326832"
"326845","326832"
"326846","326832"
"326847","326832"
"326848","326832"
"326849","326832"
"326850","326832"
"326851","326832"
"326852","326832"
"326853","326832"
"326863","326854"
"326864","326854"
"326865","326854"
"326866","326854"
"326867","326854"
"326868","326854"
"326869","326854"
"326870","326854"
"326871","326854"
"326872","326854"
"326873","326854"
"326874","326854"
"326875","326854"
"326876","326854"
"326877","326854"
"326878","326854"
"326879","326854"
"326889","326880"
"326890","326880"
"326891","326880"
"326892","326880"
"326893","326880"
"326894","326880"
"326895","326880"
"326896","326880"
"326897","326880"
"326898","326880"
"326899","326880"
"326900","326880"
"326901","326880"
"326902","326880"
"326903","326880"
"326904","326880"
"326910","326906"
"326911","326906"
"326912","326906"
"326913","326906"
"326914","326906"
"326915","326906"
"326916","326906"
"326917","326906"
"326922","326918"
"326923","326918"
"326924","326918"
"326925","326918"
"326926","326918"
"326927","326918"
"326928","326918"
"326929","326918"
"326930","326918"
"326931","326918"
"326932","326918"
"326933","326918"
"326934","326918"
"326935","326918"
"326936","326918"
"326937","326918"
"326942","326938"
"326943","326938"
"326944","326938"
"326945","326938"
"326946","326938"
"326947","326938"
"326948","326938"
"326949","326938"
"326950","326938"
"326951","326938"
"326952","326938"
"326953","326938"
"326954","326938"
"326955","326938"
"326956","326938"
"326957","326938"
"326958","326938"
"326963","326959"
"326964","326959"
"326965","326959"
"326966","326959"
"326967","326959"
"326968","326959"
"326969","326959"
"326970","326959"
"326971","326959"
"326972","326959"
"326973","326959"
"326974","326959"
"326975","326959"
"326976","326959"
"326977","326959"
"326982","326978"
"326983","326978"
"326984","326978"
"326985","326978"
"326986","326978"
"326987","326978"
"326988","326978"
"326989","326978"
"326990","326978"
"326991","326978"
"326992","326978"
"326993","326978"
"326994","326978"
"326995","326978"
"326996","326978"
"326997","326978"
"326998","326978"
"327003","326999"
"327004","326999"
"327005","326999"
"327006","326999"
"327007","326999"
"327008","326999"
"327009","326999"
"327010","326999"
"327011","326999"
"327012","326999"
"327013","326999"
"327014","326999"
"327015","326999"
"327016","326999"
"327017","326999"
"327018","326999"
"327023","327019"
"327024","327019"
"327025","327019"
"327026","327019"
"327027","327019"
"327028","327019"
"327029","327019"
"327033","327030"
"327034","327030"
"327035","327030"
"327036","327030"
"327037","327030"
"327038","327030"
"327039","327030"
"327040","327030"
"327041","327030"
"327042","327030"
"327043","327030"
"327044","327030"
"327045","327030"
"327051","327047"
"327052","327047"
"327053","327047"
"327054","327047"
"327055","327047"
"327056","327047"
"327057","327047"
"327058","327047"
"327059","327047"
"327060","327047"
"327061","327047"
"327062","327047"
"327063","327047"
"327064","327047"
"327069","327065"
"327070","327065"
"327071","327065"
"327072","327065"
"327073","327065"
"327074","327065"
"327075","327065"
"327076","327065"
"327077","327065"
"327078","327065"
"327079","327065"
"327080","327065"
"327081","327065"
"327082","327065"
"327083","327065"
"327084","327065"
"327089","327085"
"327090","327085"
"327091","327085"
"327092","327085"
"327093","327085"
"327094","327085"
"327095","327085"
"327096","327085"
"327097","327085"
"327098","327085"
"327099","327085"
"327100","327085"
"327101","327085"
"327102","327085"
"327103","327085"
"327104","327085"
"327109","327105"
"327110","327105"
"327111","327105"
"327112","327105"
"327113","327105"
"327114","327105"
"327115","327105"
"327116","327105"
"327117","327105"
"327118","327105"
"327119","327105"
"327120","327105"
"327121","327105"
"327122","327105"
"327123","327105"
"327129","327124"
"327130","327124"
"327131","327124"
"327132","327124"
"327133","327124"
"327134","327124"
"327135","327124"
"327136","327124"
"327137","327124"
"327138","327124"
"327139","327124"
"327140","327124"
"327141","327124"
"327146","327142"
"327147","327142"
"327148","327142"
"327149","327142"
"327150","327142"
"327151","327142"
"327152","327142"
"327153","327142"
"327154","327142"
"327155","327142"
"327156","327142"
"327157","327142"
"327158","327142"
"327159","327142"
"327164","327160"
"327165","327160"
"327166","327160"
"327167","327160"
"327168","327160"
"327169","327160"
"327170","327160"
"327171","327160"
"327172","327160"
"327173","327160"
"327174","327160"
"327175","327160"
"327176","327160"
"327177","327160"
"327178","327160"
"327183","327179"
"327184","327179"
"327185","327179"
"327186","327179"
"327187","327179"
"327188","327179"
"327189","327179"
"327190","327179"
"327191","327179"
"327192","327179"
"327193","327179"
"327194","327179"
"327195","327179"
"327196","327179"
"327197","327179"
"327203","327199"
"327204","327199"
"327205","327199"
"327206","327199"
"327207","327199"
"327208","327199"
"327209","327199"
"327210","327199"
"327211","327199"
"327212","327199"
"327213","327199"
"327214","327199"
"327215","327199"
"327216","327199"
"327221","327217"
"327222","327217"
"327223","327217"
"327224","327217"
"327225","327217"
"327226","327217"
"327227","327217"
"327228","327217"
"327229","327217"
"327230","327217"
"327231","327217"
"327232","327217"
"327233","327217"
"327234","327217"
"327235","327217"
"327240","327236"
"327241","327236"
"327242","327236"
"327243","327236"
"327244","327236"
"327245","327236"
"327246","327236"
"327247","327236"
"327248","327236"
"327249","327236"
"327250","327236"
"327251","327236"
"327252","327236"
"327253","327236"
"327254","327236"
"327255","327236"
"327256","327236"
"327257","327236"
"327262","327258"
"327263","327258"
"327264","327258"
"327265","327258"
"327266","327258"
"327267","327258"
"327268","327258"
"327269","327258"
"327270","327258"
"327271","327258"
"327272","327258"
"327273","327258"
"327274","327258"
"327275","327258"
"327276","327258"
"327277","327258"
"327282","327278"
"327283","327278"
"327284","327278"
"327285","327278"
"327286","327278"
"327287","327278"
"327288","327278"
"327289","327278"
"327290","327278"
"327291","327278"
"327292","327278"
"327293","327278"
"327294","327278"
"327295","327278"
"327296","327278"
"327297","327278"
"327302","327298"
"327303","327298"
"327304","327298"
"327305","327298"
"327306","327298"
"327307","327298"
"327308","327298"
"327309","327298"
"327310","327298"
"327311","327298"
"327312","327298"
"327313","327298"
"327314","327298"
"327315","327298"
"327316","327298"
"327321","327317"
"327322","327317"
"327323","327317"
"327324","327317"
"327325","327317"
"327326","327317"
"327327","327317"
"327328","327317"
"327329","327317"
"327330","327317"
"327331","327317"
"327332","327317"
"327333","327317"
"327334","327317"
"327335","327317"
"327340","327336"
"327341","327336"
"327342","327336"
"327343","327336"
"327344","327336"
"327345","327336"
"327346","327336"
"327347","327336"
"327348","327336"
"327349","327336"
"327350","327336"
"327351","327336"
"327352","327336"
"327353","327336"
"327354","327336"
"327355","327336"
"327356","327336"
"327362","327358"
"327363","327358"
"327364","327358"
"327365","327358"
"327366","327358"
"327367","327358"
"327368","327358"
"327369","327358"
"327370","327358"
"327371","327358"
"327372","327358"
"327373","327358"
"327378","327374"
"327379","327374"
"327380","327374"
"327381","327374"
"327382","327374"
"327383","327374"
"327384","327374"
"327385","327374"
"327386","327374"
"327387","327374"
"327388","327374"
"327389","327374"
"327390","327374"
"327395","327391"
"327396","327391"
"327397","327391"
"327398","327391"
"327399","327391"
"327400","327391"
"327401","327391"
"327402","327391"
"327403","327391"
"327404","327391"
"327405","327391"
"327406","327391"
"327407","327391"
"327412","327408"
"327413","327408"
"327414","327408"
"327415","327408"
"327416","327408"
"327417","327408"
"327418","327408"
"327419","327408"
"327420","327408"
"327421","327408"
"327422","327408"
"327423","327408"
"327424","327408"
"327425","327408"
"327426","327408"
"327427","327408"
"327432","327428"
"327433","327428"
"327434","327428"
"327435","327428"
"327436","327428"
"327437","327428"
"327438","327428"
"327439","327428"
"327440","327428"
"327441","327428"
"327442","327428"
"327443","327428"
"327444","327428"
"327445","327428"
"327446","327428"
"327447","327428"
"327452","327448"
"327453","327448"
"327454","327448"
"327455","327448"
"327456","327448"
"327457","327448"
"327458","327448"
"327459","327448"
"327460","327448"
"327461","327448"
"327462","327448"
"327463","327448"
"327464","327448"
"327465","327448"
"327470","327466"
"327471","327466"
"327472","327466"
"327473","327466"
"327474","327466"
"327475","327466"
"327476","327466"
"327477","327466"
"327478","327466"
"327479","327466"
"327480","327466"
"327481","327466"
"327482","327466"
"327483","327466"
"327484","327466"
"327489","327485"
"327490","327485"
"327491","327485"
"327492","327485"
"327493","327485"
"327494","327485"
"327495","327485"
"327496","327485"
"327497","327485"
"327498","327485"
"327499","327485"
"327500","327485"
"327511","327502"
"327512","327502"
"327513","327502"
"327514","327502"
"327515","327502"
"327516","327502"
"327517","327502"
"327518","327502"
"327519","327502"
"327520","327502"
"327521","327502"
"327522","327502"
"327523","327502"
"327524","327502"
"327525","327502"
"327526","327502"
"327536","327527"
"327537","327527"
"327538","327527"
"327539","327527"
"327540","327527"
"327541","327527"
"327542","327527"
"327543","327527"
"327544","327527"
"327545","327527"
"327546","327527"
"327547","327527"
"327548","327527"
"327549","327527"
"327550","327527"
"327551","327527"
"327562","327552"
"327563","327552"
"327564","327552"
"327565","327552"
"327566","327552"
"327567","327552"
"327568","327552"
"327569","327552"
"327570","327552"
"327571","327552"
"327572","327552"
"327573","327552"
"327574","327552"
"327575","327552"
"327576","327552"
"327577","327552"
"327588","327578"
"327589","327578"
"327590","327578"
"327591","327578"
"327592","327578"
"327593","327578"
"327594","327578"
"327595","327578"
"327596","327578"
"327597","327578"
"327598","327578"
"327599","327578"
"327600","327578"
"327601","327578"
"327612","327602"
"327613","327602"
"327614","327602"
"327615","327602"
"327616","327602"
"327617","327602"
"327618","327602"
"327619","327602"
"327620","327602"
"327621","327602"
"327622","327602"
"327623","327602"
"327624","327602"
"327625","327602"
"327636","327626"
"327637","327626"
"327638","327626"
"327639","327626"
"327640","327626"
"327641","327626"
"327642","327626"
"327643","327626"
"327644","327626"
"327645","327626"
"327646","327626"
"327647","327626"
"327648","327626"
"327649","327626"
"327650","327626"
"327651","327626"
"327659","327652"
"327660","327652"
"327661","327652"
"327662","327652"
"327663","327652"
"327664","327652"
"327665","327652"
"327666","327652"
"327667","327652"
"327668","327652"
"327669","327652"
"327670","327652"
"327671","327652"
"327672","327652"
"327673","327652"
"327674","327652"
"327685","327675"
"327686","327675"
"327687","327675"
"327688","327675"
"327689","327675"
"327690","327675"
"327691","327675"
"327692","327675"
"327693","327675"
"327694","327675"
"327695","327675"
"327696","327675"
"327697","327675"
"327698","327675"
"327703","327700"
"327704","327700"
"327705","327700"
"327710","327706"
"327711","327706"
"327712","327706"
"327717","327713"
"327718","327713"
"327719","327713"
"327725","327720"
"327726","327720"
"327727","327720"
"327732","327728"
"327733","327728"
"327734","327728"
"327739","327735"
"327740","327735"
"327741","327735"
"327749","327742"
"327750","327742"
"327751","327742"
"327752","327742"
"327753","327742"
"327754","327742"
"327755","327742"
"327756","327742"
"327757","327742"
