"id","fdc_id","fdc_of_input_food","seq_num","amount","sr_code","sr_description","unit","portion_code","portion_description","gram_weight","retention_code","survey_flag"
"87263","1099778","1104568","3","21","99991400","Cheese as ingredient in sandwiches","GM","0","NONE","21","0",""
"87268","1099779","","4","0.9","2047","Salt, table, iodized","GM","0","NONE","0.9","0",""
"87266","1099779","","2","170","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","170","0",""
"87267","1099779","1104568","3","42","99991400","Cheese as ingredient in sandwiches","GM","0","NONE","42","0",""
"87265","1099779","","1","60","18350","Rolls, hamburger or hotdog, plain","GM","0","NONE","60","0",""
"87269","1099780","1104573","1","60","99995135","Wheat bun as ingredient in sandwiches","GM","0","NONE","60","0",""
"87270","1099780","","2","170","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","170","0",""
"87271","1099780","1104568","3","42","99991400","Cheese as ingredient in sandwiches","GM","0","NONE","42","0",""
"87272","1099780","","4","0.9","2047","Salt, table, iodized","GM","0","NONE","0.9","0",""
"87275","1099781","1104568","3","32","99991400","Cheese as ingredient in sandwiches","GM","0","NONE","32","0",""
"87273","1099781","","1","60","18350","Rolls, hamburger or hotdog, plain","GM","0","NONE","60","0",""
"87276","1099781","","4","0.6","2047","Salt, table, iodized","GM","0","NONE","0.6","0",""
"87274","1099781","","2","115","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","115","0",""
"87278","1099782","","2","230","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","230","0",""
"87280","1099782","","4","1.2","2047","Salt, table, iodized","GM","0","NONE","1.2","0",""
"87279","1099782","1104568","3","42","99991400","Cheese as ingredient in sandwiches","GM","0","NONE","42","0",""
"87277","1099782","","1","60","18350","Rolls, hamburger or hotdog, plain","GM","0","NONE","60","0",""
"87281","1099783","1104573","1","60","99995135","Wheat bun as ingredient in sandwiches","GM","0","NONE","60","0",""
"87283","1099783","1104568","3","42","99991400","Cheese as ingredient in sandwiches","GM","0","NONE","42","0",""
"87282","1099783","","2","230","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","230","0",""
"87284","1099783","","4","1.2","2047","Salt, table, iodized","GM","0","NONE","1.2","0",""
"87287","1099784","","3","0.4","2047","Salt, table, iodized","GM","0","NONE","0.4","0",""
"87288","1099784","1104568","4","21","99991400","Cheese as ingredient in sandwiches","GM","0","NONE","21","0",""
"87285","1099784","","1","52","18350","Rolls, hamburger or hotdog, plain","GM","0","NONE","52","0",""
"87286","1099784","","2","80","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","80","0",""
"87290","1099785","","2","80","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","80","0",""
"87292","1099785","","4","5","11935","Catsup","GM","0","NONE","5","0",""
"87289","1099785","","1","52","18350","Rolls, hamburger or hotdog, plain","GM","0","NONE","52","0",""
"87293","1099785","","5","5","2046","Mustard, prepared, yellow","GM","0","NONE","5","0",""
"87294","1099785","","6","5","11937","Pickles, cucumber, dill or kosher dill","GM","0","NONE","5","0",""
"87291","1099785","","3","30","1252","Cheese product, pasteurized process, American, vitamin D fortified","GM","0","NONE","30","0",""
"87295","1099786","","1","100","21395","Fast foods, cheeseburger; double, regular patty; with condiments","GM","0","NONE","100","0",""
"87296","1099787","","1","100","21395","Fast foods, cheeseburger; double, regular patty; with condiments","GM","0","NONE","100","0",""
"87297","1099788","","1","100","21400","Fast foods, cheeseburger; double, regular patty; double decker bun with condiments and special sauce","GM","0","NONE","100","0",""
"87298","1099789","","1","60","18350","Rolls, hamburger or hotdog, plain","GM","0","NONE","60","0",""
"87299","1099789","","2","170","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","170","0",""
"87301","1099789","1104568","4","42","99991400","Cheese as ingredient in sandwiches","GM","0","NONE","42","0",""
"87300","1099789","","3","0.9","2047","Salt, table, iodized","GM","0","NONE","0.9","0",""
"87302","1099790","","1","60","18350","Rolls, hamburger or hotdog, plain","GM","0","NONE","60","0",""
"87304","1099790","","3","1.2","2047","Salt, table, iodized","GM","0","NONE","1.2","0",""
"87305","1099790","1104568","4","42","99991400","Cheese as ingredient in sandwiches","GM","0","NONE","42","0",""
"87303","1099790","","2","230","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","230","0",""
"87306","1099791","","1","28","18350","Rolls, hamburger or hotdog, plain","GM","0","NONE","28","0",""
"87307","1099791","","2","20","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","20","0",""
"87308","1099791","","3","0.1","2047","Salt, table, iodized","GM","0","NONE","0.1","0",""
"87309","1099792","1099804","1","100","27510631","Hamburger, on white bun, 1 medium patty","GM","0","NONE","100","0",""
"87312","1099793","","3","0.2","2047","Salt, table, iodized","GM","0","NONE","0.2","0",""
"87311","1099793","","2","40","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","40","0",""
"87310","1099793","","1","52","18350","Rolls, hamburger or hotdog, plain","GM","0","NONE","52","0",""
"87314","1099794","","2","40","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","40","0",""
"87315","1099794","","3","5","11935","Catsup","GM","0","NONE","5","0",""
"87316","1099794","","4","5","2046","Mustard, prepared, yellow","GM","0","NONE","5","0",""
"87313","1099794","","1","52","18350","Rolls, hamburger or hotdog, plain","GM","0","NONE","52","0",""
"87317","1099794","","5","5","11937","Pickles, cucumber, dill or kosher dill","GM","0","NONE","5","0",""
"87321","1099795","","4","8","11252","Lettuce, iceberg (includes crisphead types), raw","GM","0","NONE","8","0",""
"87318","1099795","","1","52","18350","Rolls, hamburger or hotdog, plain","GM","0","NONE","52","0",""
"87323","1099795","","6","7","11937","Pickles, cucumber, dill or kosher dill","GM","0","NONE","7","0",""
"87319","1099795","","2","40","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","40","0",""
"87322","1099795","","5","20","11529","Tomatoes, red, ripe, raw, year round average","GM","0","NONE","20","0",""
"87320","1099795","1104591","3","10","99998130","Sauce as ingredient in hamburgers","GM","0","NONE","10","0",""
"87324","1099796","","1","100","21108","Fast foods, hamburger; single, regular patty; with condiments","GM","0","NONE","100","0",""
"87326","1099797","1104573","2","52","99995135","Wheat bun as ingredient in sandwiches","GM","0","NONE","52","0",""
"87325","1099797","","1","40","23563","Beef, ground, 90% lean meat / 10% fat, patty, cooked, broiled","GM","0","NONE","40","0",""
"87327","1099798","","1","28","18350","Rolls, hamburger or hotdog, plain","GM","0","NONE","28","0",""
"87329","1099798","","3","0.2","2047","Salt, table, iodized","GM","0","NONE","0.2","0",""
"87328","1099798","","2","43","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","43","0",""
"87331","1099799","","2","65","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","65","0",""
"87330","1099799","","1","52","18350","Rolls, hamburger or hotdog, plain","GM","0","NONE","52","0",""
"87332","1099799","","3","0.3","2047","Salt, table, iodized","GM","0","NONE","0.3","0",""
"87333","1099800","1104573","1","52","99995135","Wheat bun as ingredient in sandwiches","GM","0","NONE","52","0",""
"87334","1099800","","2","65","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","65","0",""
"87335","1099800","","3","0.3","2047","Salt, table, iodized","GM","0","NONE","0.3","0",""
"87338","1099801","","3","0.4","2047","Salt, table, iodized","GM","0","NONE","0.4","0",""
"87336","1099801","","1","60","18350","Rolls, hamburger or hotdog, plain","GM","0","NONE","60","0",""
"87337","1099801","","2","85","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","85","0",""
"87340","1099802","","2","115","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","115","0",""
"87339","1099802","","1","60","18350","Rolls, hamburger or hotdog, plain","GM","0","NONE","60","0",""
"87341","1099802","","3","0.6","2047","Salt, table, iodized","GM","0","NONE","0.6","0",""
"87342","1099803","","1","100","21390","Fast foods, hamburger; single, large patty; with condiments, vegetables and mayonnaise","GM","0","NONE","100","0",""
"87345","1099804","","3","0.4","2047","Salt, table, iodized","GM","0","NONE","0.4","0",""
"87344","1099804","","2","85","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","85","0",""
"87343","1099804","","1","60","18350","Rolls, hamburger or hotdog, plain","GM","0","NONE","60","0",""
"87347","1099805","","2","85","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","85","0",""
"87348","1099805","","3","0.4","2047","Salt, table, iodized","GM","0","NONE","0.4","0",""
"87346","1099805","1104573","1","60","99995135","Wheat bun as ingredient in sandwiches","GM","0","NONE","60","0",""
"87350","1099806","","2","115","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","115","0",""
"87349","1099806","","1","60","18350","Rolls, hamburger or hotdog, plain","GM","0","NONE","60","0",""
"87351","1099806","","3","0.6","2047","Salt, table, iodized","GM","0","NONE","0.6","0",""
"87352","1099807","1104573","1","60","99995135","Wheat bun as ingredient in sandwiches","GM","0","NONE","60","0",""
"87353","1099807","","2","115","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","115","0",""
"87354","1099807","","3","0.6","2047","Salt, table, iodized","GM","0","NONE","0.6","0",""
"87355","1099808","","1","52","18350","Rolls, hamburger or hotdog, plain","GM","0","NONE","52","0",""
"87357","1099808","","3","0.7","2047","Salt, table, iodized","GM","0","NONE","0.7","0",""
"87356","1099808","","2","130","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","130","0",""
"87358","1099809","1104573","1","52","99995135","Wheat bun as ingredient in sandwiches","GM","0","NONE","52","0",""
"87359","1099809","","2","130","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","130","0",""
"87360","1099809","","3","0.7","2047","Salt, table, iodized","GM","0","NONE","0.7","0",""
"87361","1099810","","1","60","18350","Rolls, hamburger or hotdog, plain","GM","0","NONE","60","0",""
"87363","1099810","","3","0.9","2047","Salt, table, iodized","GM","0","NONE","0.9","0",""
"87362","1099810","","2","170","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","170","0",""
"87365","1099811","","2","170","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","170","0",""
"87364","1099811","1104573","1","60","99995135","Wheat bun as ingredient in sandwiches","GM","0","NONE","60","0",""
"87366","1099811","","3","0.9","2047","Salt, table, iodized","GM","0","NONE","0.9","0",""
"87369","1099812","","3","1.2","2047","Salt, table, iodized","GM","0","NONE","1.2","0",""
"87368","1099812","","2","230","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","230","0",""
"87367","1099812","","1","60","18350","Rolls, hamburger or hotdog, plain","GM","0","NONE","60","0",""
"87370","1099813","1104573","1","60","99995135","Wheat bun as ingredient in sandwiches","GM","0","NONE","60","0",""
"87372","1099813","","3","1.2","2047","Salt, table, iodized","GM","0","NONE","1.2","0",""
"87371","1099813","","2","230","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","230","0",""
"87373","1099814","","1","52","18350","Rolls, hamburger or hotdog, plain","GM","0","NONE","52","0",""
"87374","1099814","","2","80","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","80","0",""
"87375","1099814","","3","0.4","2047","Salt, table, iodized","GM","0","NONE","0.4","0",""
"87378","1099815","","3","0.9","2047","Salt, table, iodized","GM","0","NONE","0.9","0",""
"87377","1099815","","2","170","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","170","0",""
"87376","1099815","","1","60","18350","Rolls, hamburger or hotdog, plain","GM","0","NONE","60","0",""
"87380","1099816","","2","230","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","230","0",""
"87381","1099816","","3","1.2","2047","Salt, table, iodized","GM","0","NONE","1.2","0",""
"87379","1099816","","1","60","18350","Rolls, hamburger or hotdog, plain","GM","0","NONE","60","0",""
"87382","1099817","","1","100","21158","Fast foods, submarine sandwich, meatball marinara on white bread","GM","0","NONE","100","0",""
"87385","1099818","","3","64","22904","Chili con carne with beans, canned entree","GM","0","NONE","64","0",""
"87383","1099818","","1","60","18350","Rolls, hamburger or hotdog, plain","GM","0","NONE","60","0",""
"87384","1099818","","2","85","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","85","0",""
"87386","1099818","","4","0.4","2047","Salt, table, iodized","GM","0","NONE","0.4","0",""
"87389","1099819","","3","30","11937","Pickles, cucumber, dill or kosher dill","GM","0","NONE","30","0",""
"87387","1099819","","1","2","18069","Bread, white, commercially prepared (includes soft bread crumbs)","","64355","1 medium or regular slice","56","0",""
"87388","1099819","","2","2","13348","Beef, cured, corned beef, canned","WO","0","NONE","56.7","0",""
"87390","1099820","","1","2","18060","Bread, rye","","64355","1 medium or regular slice","64","0",""
"87393","1099820","","4","1","1040","Cheese, swiss","WO","0","NONE","28.35","0",""
"87392","1099820","","3","8.875","11439","Sauerkraut, canned, solids and liquids","GM","0","NONE","8.875","0",""
"87391","1099820","","2","2","13347","Beef, cured, corned beef, brisket, cooked","WO","0","NONE","56.7","0",""
"87394","1099820","","5","2","4017","Salad dressing, thousand island, commercial, regular","TB","10205","1 cup","31.25","0",""
"87397","1099821","","3","30","11937","Pickles, cucumber, dill or kosher dill","GM","0","NONE","30","0",""
"87395","1099821","","1","2","18069","Bread, white, commercially prepared (includes soft bread crumbs)","","64355","1 medium or regular slice","56","0",""
"87396","1099821","","2","2","13355","Beef, cured, pastrami","WO","0","NONE","56.7","0",""
"87398","1099822","","1","100","21121","Fast foods, roast beef sandwich, plain","GM","0","NONE","100","0",""
"87401","1099823","","3","6","6116","Gravy, beef, canned, ready-to-serve","TB","10205","1 cup","90","0",""
"87399","1099823","","1","2","18069","Bread, white, commercially prepared (includes soft bread crumbs)","","64355","1 medium or regular slice","56","0",""
"87402","1099823","","4","0.5","2047","Salt, table, iodized","GM","0","NONE","0.5","0",""
"87400","1099823","","2","3","13829","Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted","WO","0","NONE","85.05","0",""
"87403","1099824","","1","100","21125","Fast foods, submarine sandwich, roast beef on white bread with lettuce and tomato","GM","0","NONE","100","0",""
"87404","1099824","","2","5","4025","Salad dressing, mayonnaise, regular","GM","0","NONE","5","0",""
"87405","1099825","","1","100","21125","Fast foods, submarine sandwich, roast beef on white bread with lettuce and tomato","GM","0","NONE","100","0",""
"87407","1099825","","3","5","1253","Cheese, pasteurized process, American, without added vitamin D","GM","0","NONE","5","0",""
"87406","1099825","","2","5","4025","Salad dressing, mayonnaise, regular","GM","0","NONE","5","0",""
"87411","1099826","","4","0.5","2047","Salt, table, iodized","GM","0","NONE","0.5","0",""
"87408","1099826","","1","2","18069","Bread, white, commercially prepared (includes soft bread crumbs)","","64355","1 medium or regular slice","56","0",""
"87410","1099826","","3","21","1252","Cheese product, pasteurized process, American, vitamin D fortified","GM","0","NONE","21","0",""
"87409","1099826","","2","3","13829","Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted","WO","0","NONE","85.05","0",""
"87413","1099827","","2","65.2","18350","Rolls, hamburger or hotdog, plain","GM","0","NONE","65.2","0",""
"87414","1099827","","3","14","1253","Cheese, pasteurized process, American, without added vitamin D","GM","0","NONE","14","7",""
"87412","1099827","","1","69","13829","Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted","GM","0","NONE","69","0",""
"87415","1099827","","4","22.5","10862","Pork, cured, bacon, pre-sliced, cooked, pan-fried","GM","40040","1 oz, cooked","22.5","0",""
"87416","1099828","","1","85","13829","Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted","GM","0","NONE","85","0",""
"87418","1099828","","3","0.25","6008","Soup, beef broth or bouillon canned, ready-to-serve","C","10205","1 cup","60","0",""
"87417","1099828","","2","78","18350","Rolls, hamburger or hotdog, plain","GM","0","NONE","78","0",""
"87421","1099829","","3","15","11252","Lettuce, iceberg (includes crisphead types), raw","GM","0","NONE","15","0",""
"87419","1099829","","1","3","13888","Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted","WO","0","NONE","85.05","0",""
"87423","1099829","","5","0.5","2047","Salt, table, iodized","GM","0","NONE","0.5","0",""
"87422","1099829","","4","20","11529","Tomatoes, red, ripe, raw, year round average","GM","0","NONE","20","0",""
"87420","1099829","1100693","2","78","51157000","Roll, white, hoagie, submarine","GM","0","NONE","78","0",""
"87425","1099830","","2","1","18350","Rolls, hamburger or hotdog, plain"," ","61823","1 roll","42","0",""
"87426","1099830","","3","0.5","2047","Salt, table, iodized","GM","0","NONE","0.5","0",""
"87424","1099830","","1","3","13888","Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted","WO","0","NONE","85.05","0",""
"87427","1099831","","1","100","21160","Fast foods, submarine sandwich, steak and cheese on white bread with cheese, lettuce and tomato","GM","0","NONE","100","0",""
"87430","1099832","","3","2","18350","Rolls, hamburger or hotdog, plain","WO","0","NONE","56.7","0",""
"87431","1099832","","4","0.5","2047","Salt, table, iodized","GM","0","NONE","0.5","0",""
"87429","1099832","","2","1","1252","Cheese product, pasteurized process, American, vitamin D fortified","WO","0","NONE","28.35","0",""
"87428","1099832","","1","3","13888","Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted","WO","0","NONE","85.05","0",""
"87433","1099833","","2","1","1252","Cheese product, pasteurized process, American, vitamin D fortified","WO","0","NONE","28.35","0",""
"87432","1099833","","1","3","13888","Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted","WO","0","NONE","85.05","0",""
"87434","1099833","","3","78","18350","Rolls, hamburger or hotdog, plain","GM","0","NONE","78","0",""
"87435","1099833","","4","0.5","2047","Salt, table, iodized","GM","0","NONE","0.5","0",""
"87442","1099834","","7","0.125","2047","Salt, table, iodized","TS","10205","1 cup","0.75","0",""
"87439","1099834","","4","1","4044","Oil, soybean, salad or cooking","TS","10205","1 cup","4.667","0",""
"87441","1099834","","6","8.75","11252","Lettuce, iceberg (includes crisphead types), raw","GM","0","NONE","8.75","0",""
"87436","1099834","","1","2","13864","Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, raw","WO","0","NONE","56.7","604",""
"87437","1099834","","2","40","11282","Onions, raw","GM","0","NONE","40","0",""
"87444","1099834","","9","0.75","1035","Cheese, provolone","WO","0","NONE","21.263","0",""
"87440","1099834","","5","2","11549","Tomato products, canned, sauce","TB","10205","1 cup","32.125","0",""
"87443","1099834","","8","57","18041","Bread, pita, white, enriched","GM","0","NONE","57","0",""
"87438","1099834","","3","0.25","11333","Peppers, sweet, green, raw","C","21000","1 tablespoon","37.2","0",""
"87448","1099835","","4","20","11282","Onions, raw","GM","0","NONE","20","3460",""
"87445","1099835","","1","78","18350","Rolls, hamburger or hotdog, plain","GM","0","NONE","78","0",""
"87450","1099835","","6","5","4053","Oil, olive, salad or cooking","GM","0","NONE","5","0",""
"87449","1099835","","5","25","1035","Cheese, provolone","GM","0","NONE","25","0",""
"87446","1099835","","2","85","13888","Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted","GM","0","NONE","85","0",""
"87447","1099835","","3","20","11333","Peppers, sweet, green, raw","GM","0","NONE","20","3780",""
"87451","1099836","","1","68","21142","Fast food, biscuit","GM","0","NONE","68","0",""
"87452","1099836","","2","32","23610","Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled","GM","0","NONE","32","0",""
"87453","1099837","","1","29.7","18041","Bread, pita, white, enriched","GM","0","NONE","29.7","0",""
"87454","1099837","","2","14.9","23588","Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, broiled","GM","0","NONE","14.9","0",""
"87459","1099837","","7","5","11205","Cucumber, with peel, raw","GM","0","NONE","5","0",""
"87457","1099837","","5","15.6","11529","Tomatoes, red, ripe, raw, year round average","GM","0","NONE","15.6","0",""
"87458","1099837","","6","8.6","1256","Yogurt, Greek, plain, nonfat (Includes foods for USDA's Food Distribution Program)","GM","0","NONE","8.6","0",""
"87460","1099837","","8","2","4053","Oil, olive, salad or cooking","GM","0","NONE","2","0",""
"87456","1099837","","4","9.4","11282","Onions, raw","GM","0","NONE","9.4","0",""
"87455","1099837","","3","14.8","17042","Lamb, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted","GM","0","NONE","14.8","0",""
"87463","1099838","","3","0.4","2047","Salt, table, iodized","GM","0","NONE","0.4","0",""
"87462","1099838","","2","85","13317","Beef, ground, patties, frozen, cooked, broiled","GM","0","NONE","85","0",""
"87461","1099838","","1","60","18364","Tortillas, ready-to-bake or -fry, flour, refrigerated","GM","0","NONE","60","0",""
"87465","1099839","","2","4","10862","Pork, cured, bacon, pre-sliced, cooked, pan-fried","","61410","1 medium slice (yield after cooking)","32","0",""
"87464","1099839","","1","2","18069","Bread, white, commercially prepared (includes soft bread crumbs)","","64355","1 medium or regular slice","56","0",""
"87466","1099839","","3","1","4025","Salad dressing, mayonnaise, regular","TS","10205","1 cup","4.583","0",""
"87467","1099840","","1","2","18069","Bread, white, commercially prepared (includes soft bread crumbs)","","64355","1 medium or regular slice","56","0",""
"87470","1099840","","4","1","4025","Salad dressing, mayonnaise, regular","TS","10205","1 cup","4.583","0",""
"87468","1099840","","2","2","1252","Cheese product, pasteurized process, American, vitamin D fortified","WO","0","NONE","56.7","0",""
"87469","1099840","","3","1","10862","Pork, cured, bacon, pre-sliced, cooked, pan-fried","","61410","1 medium slice (yield after cooking)","8","0",""
"87472","1099841","1100235","2","61","32130010","Egg omelet or scrambled egg, made with oil","GM","0","NONE","61","0",""
"87471","1099841","","1","2","18069","Bread, white, commercially prepared (includes soft bread crumbs)","","64355","1 medium or regular slice","56","0",""
"87473","1099841","","3","2","10862","Pork, cured, bacon, pre-sliced, cooked, pan-fried","","61410","1 medium slice (yield after cooking)","16","0",""
"87474","1099842","1100622","1","50","51101010","Bread, white, toasted","GM","0","NONE","50","0",""
"87476","1099842","","3","5","11252","Lettuce, iceberg (includes crisphead types), raw","GM","0","NONE","5","0",""
"87475","1099842","","2","2","10862","Pork, cured, bacon, pre-sliced, cooked, pan-fried","","61410","1 medium slice (yield after cooking)","16","0",""
"87478","1099842","","5","2","4025","Salad dressing, mayonnaise, regular","TS","10205","1 cup","9.167","0",""
"87477","1099842","","4","61.5","11529","Tomatoes, red, ripe, raw, year round average","GM","0","NONE","61.5","0",""
"87479","1099842","","6","0.4","2047","Salt, table, iodized","GM","0","NONE","0.4","0",""
"87480","1099843","","1","100","21162","Fast foods, submarine sandwich, bacon, lettuce, and tomato on white bread","GM","0","NONE","100","0",""
"87484","1099844","","4","40","11529","Tomatoes, red, ripe, raw, year round average","GM","0","NONE","40","0",""
"87481","1099844","","1","1","18349","Rolls, french","","61823","1 roll","38","0",""
"87485","1099844","","5","1","4025","Salad dressing, mayonnaise, regular","TS","10205","1 cup","4.583","0",""
"87483","1099844","","3","16","11252","Lettuce, iceberg (includes crisphead types), raw","GM","0","NONE","16","0",""
"87486","1099844","","6","1","1042","Cheese, pasteurized process, American, vitamin D fortified","","61935","1 slice","21","0",""
"87482","1099844","","2","3","10862","Pork, cured, bacon, pre-sliced, cooked, pan-fried","","61410","1 medium slice (yield after cooking)","24","0",""
"87488","1099845","","2","109","21142","Fast food, biscuit","GM","0","NONE","109","0",""
"87487","1099845","","1","2","10862","Pork, cured, bacon, pre-sliced, cooked, pan-fried","","61410","1 medium slice (yield after cooking)","16","0",""
"87489","1099846","","1","1","21008","Fast foods, biscuit, with ham","","61853","1 sandwich","120","0",""
"87491","1099847","","2","57","7028","Ham, sliced, pre-packaged, deli meat (96%fat free, water added)","GM","0","NONE","57","0",""
"87492","1099847","","3","1.5","4025","Salad dressing, mayonnaise, regular","TS","10205","1 cup","6.875","0",""
"87490","1099847","","1","2","18069","Bread, white, commercially prepared (includes soft bread crumbs)","","64355","1 medium or regular slice","56","0",""
"87495","1099848","","3","10","11252","Lettuce, iceberg (includes crisphead types), raw","GM","0","NONE","10","0",""
"87496","1099848","","4","1","4025","Salad dressing, mayonnaise, regular","TS","10205","1 cup","4.583","0",""
"87493","1099848","","1","2","18069","Bread, white, commercially prepared (includes soft bread crumbs)","","64355","1 medium or regular slice","56","0",""
"87494","1099848","","2","57","7028","Ham, sliced, pre-packaged, deli meat (96%fat free, water added)","GM","0","NONE","57","0",""
"87498","1099849","","2","10","11252","Lettuce, iceberg (includes crisphead types), raw","GM","0","NONE","10","0",""
"87497","1099849","","1","2","18069","Bread, white, commercially prepared (includes soft bread crumbs)","","64355","1 medium or regular slice","56","0",""
"87500","1099849","","4","1","1252","Cheese product, pasteurized process, American, vitamin D fortified","WO","0","NONE","28.35","0",""
"87499","1099849","","3","1","4025","Salad dressing, mayonnaise, regular","TS","10205","1 cup","4.583","0",""
"87501","1099849","","5","57","7028","Ham, sliced, pre-packaged, deli meat (96%fat free, water added)","GM","0","NONE","57","0",""
"87508","1099850","","7","2","18069","Bread, white, commercially prepared (includes soft bread crumbs)","","64355","1 medium or regular slice","56","0",""
"87507","1099850","","6","1","4025","Salad dressing, mayonnaise, regular"," ","21000","1 tablespoon","13.8","0",""
"87506","1099850","","5","3","11143","Celery, raw"," ","21000","1 tablespoon","22.5","0",""
"87504","1099850","","3","7.88","10879","Pork, cured, ham -- water added, whole, boneless, separable lean only, heated, roasted","GM","0","NONE","7.88","0",""
"87505","1099850","","4","7.88","10883","Pork, cured, ham with natural juices, whole, boneless, separable lean only, heated, roasted","GM","0","NONE","7.88","0",""
"87503","1099850","","2","7.88","10871","Pork, cured, ham and water product, whole, boneless, separable lean only, heated, roasted","GM","0","NONE","7.88","0",""
"87502","1099850","","1","3.3","10153","Pork, cured, ham, whole, separable lean only, roasted","TB","10037","1 cup, chopped or diced","28.875","0",""
"87513","1099851","","5","1","1252","Cheese product, pasteurized process, American, vitamin D fortified","WO","0","NONE","28.35","0",""
"87510","1099851","","2","24","11252","Lettuce, iceberg (includes crisphead types), raw","GM","0","NONE","24","0",""
"87512","1099851","","4","1","4025","Salad dressing, mayonnaise, regular","TS","10205","1 cup","4.583","0",""
"87509","1099851","","1","1","18350","Rolls, hamburger or hotdog, plain"," ","61823","1 roll","42","0",""
"87511","1099851","","3","57","7028","Ham, sliced, pre-packaged, deli meat (96%fat free, water added)","GM","0","NONE","57","0",""
"87519","1099852","","6","20","11252","Lettuce, iceberg (includes crisphead types), raw","GM","0","NONE","20","0",""
"87518","1099852","","5","14","4025","Salad dressing, mayonnaise, regular","GM","0","NONE","14","0",""
"87516","1099852","","3","60","18350","Rolls, hamburger or hotdog, plain","GM","0","NONE","60","0",""
"87515","1099852","","2","27","1252","Cheese product, pasteurized process, American, vitamin D fortified","GM","0","NONE","27","0",""
"87514","1099852","","1","85","7028","Ham, sliced, pre-packaged, deli meat (96%fat free, water added)","GM","0","NONE","85","0",""
"87517","1099852","","4","25","11529","Tomatoes, red, ripe, raw, year round average","GM","0","NONE","25","0",""
"87521","1099853","","2","4.5","10871","Pork, cured, ham and water product, whole, boneless, separable lean only, heated, roasted","GM","0","NONE","4.5","0",""
"87525","1099853","","6","40","18258","Muffins, English, plain, enriched, with ca prop (includes sourdough)","GM","0","NONE","40","0",""
"87524","1099853","","5","30","1009","Cheese, cheddar (Includes foods for USDA's Food Distribution Program)","GM","0","NONE","30","0",""
"87523","1099853","","4","4.5","10883","Pork, cured, ham with natural juices, whole, boneless, separable lean only, heated, roasted","GM","0","NONE","4.5","0",""
"87520","1099853","","1","16.5","10153","Pork, cured, ham, whole, separable lean only, roasted","GM","0","NONE","16.5","0",""
