"id","fdc_id","fdc_of_input_food","seq_num","amount","sr_code","sr_description","unit","portion_code","portion_description","gram_weight","retention_code","survey_flag"
"80642","1098483","","3","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80640","1098483","","1","39","5069","Chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted","GM","0","NONE","39","0",""
"80644","1098484","","1","39","5073","Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, roasted","GM","0","NONE","39","0",""
"80645","1098484","","2","59","5098","Chicken, broilers or fryers, thigh, meat only, cooked, roasted","GM","0","NONE","59","0",""
"80646","1098484","","3","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80647","1098484","1103855","4","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80648","1098485","","1","31","5069","Chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted","GM","0","NONE","31","0",""
"80650","1098485","","3","0.6","2047","Salt, table, iodized","GM","0","NONE","0.6","0",""
"80651","1098485","1103855","4","7","82101000","Vegetable oil, NFS","GM","0","NONE","7","0",""
"80652","1098485","1104571","5","15","99995000","Breading or batter as ingredient in food","GM","0","NONE","15","0",""
"80649","1098485","","2","47","5094","Chicken, broilers or fryers, thigh, meat and skin, cooked, roasted","GM","0","NONE","47","0",""
"80656","1098486","1103855","4","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80653","1098486","","1","39","5073","Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, roasted","GM","0","NONE","39","0",""
"80655","1098486","","3","0.6","2047","Salt, table, iodized","GM","0","NONE","0.6","0",""
"80654","1098486","","2","59","5098","Chicken, broilers or fryers, thigh, meat only, cooked, roasted","GM","0","NONE","59","0",""
"80659","1098487","","3","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80658","1098487","","2","53","5094","Chicken, broilers or fryers, thigh, meat and skin, cooked, roasted","GM","0","NONE","53","0",""
"80657","1098487","","1","35","5069","Chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted","GM","0","NONE","35","0",""
"80660","1098487","1103855","4","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80661","1098487","1104571","5","10","99995000","Breading or batter as ingredient in food","GM","0","NONE","10","0",""
"80663","1098488","","2","59","5098","Chicken, broilers or fryers, thigh, meat only, cooked, roasted","GM","0","NONE","59","0",""
"80664","1098488","","3","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80665","1098488","1103855","4","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80662","1098488","","1","39","5073","Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, roasted","GM","0","NONE","39","0",""
"80666","1098489","","1","100","5359","Chicken, broiler, rotisserie, BBQ, drumstick, meat and skin","GM","0","NONE","100","0",""
"80667","1098490","","1","100","5319","Chicken, broiler, rotisserie, BBQ, drumstick, meat only","GM","0","NONE","100","0",""
"80668","1098491","","1","100","5069","Chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted","GM","0","NONE","100","0",""
"80669","1098491","","2","0.6","2047","Salt, table, iodized","GM","0","NONE","0.6","0",""
"80670","1098492","","1","100","5073","Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, roasted","GM","0","NONE","100","0",""
"80671","1098492","","2","0.6","2047","Salt, table, iodized","GM","0","NONE","0.6","0",""
"80672","1098493","","1","100","5359","Chicken, broiler, rotisserie, BBQ, drumstick, meat and skin","GM","0","NONE","100","0",""
"80673","1098494","","1","100","5319","Chicken, broiler, rotisserie, BBQ, drumstick, meat only","GM","0","NONE","100","0",""
"80676","1098495","1103855","3","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80674","1098495","","1","98","5069","Chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted","GM","0","NONE","98","0",""
"80675","1098495","","2","1","2047","Salt, table, iodized","GM","0","NONE","1","0",""
"80679","1098496","1103855","3","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80677","1098496","","1","98","5073","Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, roasted","GM","0","NONE","98","0",""
"80678","1098496","","2","1","2047","Salt, table, iodized","GM","0","NONE","1","0",""
"80680","1098497","","1","100","5359","Chicken, broiler, rotisserie, BBQ, drumstick, meat and skin","GM","0","NONE","100","0",""
"80681","1098498","","1","100","5319","Chicken, broiler, rotisserie, BBQ, drumstick, meat only","GM","0","NONE","100","0",""
"80682","1098499","","1","98","5069","Chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted","GM","0","NONE","98","0",""
"80684","1098499","1103855","3","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80683","1098499","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80687","1098500","1103855","3","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80686","1098500","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80685","1098500","","1","98","5073","Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, roasted","GM","0","NONE","98","0",""
"80688","1098501","","1","80","5069","Chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted","GM","0","NONE","80","0",""
"80690","1098501","1103855","3","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80691","1098501","","4","18","6150","Sauce, barbecue","GM","0","NONE","18","0",""
"80689","1098501","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80692","1098502","","1","80","5073","Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, roasted","GM","0","NONE","80","0",""
"80695","1098502","","4","18","6150","Sauce, barbecue","GM","0","NONE","18","0",""
"80694","1098502","1103855","3","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80693","1098502","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80697","1098503","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80696","1098503","","1","100","5676","Chicken, broilers or fryers, dark meat, drumstick, meat and skin, cooked, braised","GM","0","NONE","100","0",""
"80698","1098504","","1","100","5671","Chicken, broilers or fryers, drumstick, meat only, cooked, braised","GM","0","NONE","100","0",""
"80699","1098504","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80700","1098505","","1","98","5069","Chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted","GM","0","NONE","98","0",""
"80701","1098505","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80702","1098505","1103855","3","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80704","1098506","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80703","1098506","","1","98","5073","Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, roasted","GM","0","NONE","98","0",""
"80705","1098506","1103855","3","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80708","1098507","1103855","3","7","82101000","Vegetable oil, NFS","GM","0","NONE","7","0",""
"80709","1098507","1104571","4","15","99995000","Breading or batter as ingredient in food","GM","0","NONE","15","0",""
"80707","1098507","","2","0.6","2047","Salt, table, iodized","GM","0","NONE","0.6","0",""
"80706","1098507","","1","78","5069","Chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted","GM","0","NONE","78","0",""
"80711","1098508","","2","0.6","2047","Salt, table, iodized","GM","0","NONE","0.6","0",""
"80712","1098508","1103855","3","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80710","1098508","","1","98","5073","Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, roasted","GM","0","NONE","98","0",""
"80715","1098509","1103855","3","7","82101000","Vegetable oil, NFS","GM","0","NONE","7","0",""
"80713","1098509","","1","78","5073","Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, roasted","GM","0","NONE","78","0",""
"80714","1098509","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80716","1098509","1104571","4","15","99995000","Breading or batter as ingredient in food","GM","0","NONE","15","0",""
"80719","1098510","1103855","3","8","82101000","Vegetable oil, NFS","GM","0","NONE","8","0",""
"80718","1098510","","2","0.9","2047","Salt, table, iodized","GM","0","NONE","0.9","0",""
"80720","1098510","1104571","4","18","99995000","Breading or batter as ingredient in food","GM","0","NONE","18","0",""
"80717","1098510","","1","74","5069","Chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted","GM","0","NONE","74","0",""
"80721","1098511","","1","98","5073","Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, roasted","GM","0","NONE","98","0",""
"80722","1098511","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80723","1098511","1103855","3","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80725","1098512","","2","0.3","2047","Salt, table, iodized","GM","0","NONE","0.3","0",""
"80727","1098512","1104571","4","15","99995000","Breading or batter as ingredient in food","GM","0","NONE","15","0",""
"80726","1098512","1103855","3","5","82101000","Vegetable oil, NFS","GM","0","NONE","5","0",""
"80724","1098512","","1","78","21470","Fast Foods, Fried Chicken, Drumstick, meat and skin with breading","GM","0","NONE","78","0",""
"80731","1098513","1104571","4","15","99995000","Breading or batter as ingredient in food","GM","0","NONE","15","0",""
"80730","1098513","1103855","3","5","82101000","Vegetable oil, NFS","GM","0","NONE","5","0",""
"80728","1098513","","1","78","21465","Fast Foods, Fried Chicken, Drumstick, meat only, skin and breading removed","GM","0","NONE","78","0",""
"80729","1098513","","2","0.3","2047","Salt, table, iodized","GM","0","NONE","0.3","0",""
"80734","1098514","1103855","3","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80735","1098514","1104571","4","10","99995000","Breading or batter as ingredient in food","GM","0","NONE","10","0",""
"80733","1098514","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80732","1098514","","1","88","5069","Chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted","GM","0","NONE","88","0",""
"80738","1098515","1103855","3","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80737","1098515","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80736","1098515","","1","98","5073","Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, roasted","GM","0","NONE","98","0",""
"80739","1098516","","1","100","5361","Chicken, broiler, rotisserie, BBQ, thigh, meat and skin","GM","0","NONE","100","0",""
"80740","1098517","","1","100","5334","Chicken, broiler, rotisserie, BBQ, thigh, meat only","GM","0","NONE","100","0",""
"80742","1098518","","2","0.6","2047","Salt, table, iodized","GM","0","NONE","0.6","0",""
"80741","1098518","","1","100","5094","Chicken, broilers or fryers, thigh, meat and skin, cooked, roasted","GM","0","NONE","100","0",""
"80744","1098519","","2","0.6","2047","Salt, table, iodized","GM","0","NONE","0.6","0",""
"80743","1098519","","1","100","5098","Chicken, broilers or fryers, thigh, meat only, cooked, roasted","GM","0","NONE","100","0",""
"80745","1098520","","1","100","5361","Chicken, broiler, rotisserie, BBQ, thigh, meat and skin","GM","0","NONE","100","0",""
"80746","1098521","","1","100","5334","Chicken, broiler, rotisserie, BBQ, thigh, meat only","GM","0","NONE","100","0",""
"80748","1098522","","2","1","2047","Salt, table, iodized","GM","0","NONE","1","0",""
"80749","1098522","1103855","3","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80747","1098522","","1","98","5094","Chicken, broilers or fryers, thigh, meat and skin, cooked, roasted","GM","0","NONE","98","0",""
"80751","1098523","","2","1","2047","Salt, table, iodized","GM","0","NONE","1","0",""
"80750","1098523","","1","98","5098","Chicken, broilers or fryers, thigh, meat only, cooked, roasted","GM","0","NONE","98","0",""
"80752","1098523","1103855","3","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80753","1098524","","1","100","5361","Chicken, broiler, rotisserie, BBQ, thigh, meat and skin","GM","0","NONE","100","0",""
"80754","1098525","","1","100","5334","Chicken, broiler, rotisserie, BBQ, thigh, meat only","GM","0","NONE","100","0",""
"80756","1098526","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80755","1098526","","1","100","5677","Chicken, broilers or fryers, dark meat, thigh, meat and skin, cooked, braised","GM","0","NONE","100","0",""
"80757","1098527","","1","100","5672","Chicken, broilers or fryers, dark meat, thigh, meat only, cooked, braised","GM","0","NONE","100","0",""
"80758","1098527","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80760","1098528","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80759","1098528","","1","98","5094","Chicken, broilers or fryers, thigh, meat and skin, cooked, roasted","GM","0","NONE","98","0",""
"80761","1098528","1103855","3","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80763","1098529","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80762","1098529","","1","98","5098","Chicken, broilers or fryers, thigh, meat only, cooked, roasted","GM","0","NONE","98","0",""
"80764","1098529","1103855","3","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80765","1098530","","1","80","5094","Chicken, broilers or fryers, thigh, meat and skin, cooked, roasted","GM","0","NONE","80","0",""
"80768","1098530","","4","18","6150","Sauce, barbecue","GM","0","NONE","18","0",""
"80766","1098530","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80767","1098530","1103855","3","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80771","1098531","1103855","3","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80769","1098531","","1","80","5098","Chicken, broilers or fryers, thigh, meat only, cooked, roasted","GM","0","NONE","80","0",""
"80772","1098531","","4","18","6150","Sauce, barbecue","GM","0","NONE","18","0",""
"80770","1098531","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80773","1098532","","1","98","5094","Chicken, broilers or fryers, thigh, meat and skin, cooked, roasted","GM","0","NONE","98","0",""
"80775","1098532","1103855","3","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80774","1098532","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80778","1098533","1103855","3","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80777","1098533","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80776","1098533","","1","98","5098","Chicken, broilers or fryers, thigh, meat only, cooked, roasted","GM","0","NONE","98","0",""
"80782","1098534","1104571","4","15","99995000","Breading or batter as ingredient in food","GM","0","NONE","15","0",""
"80781","1098534","1103855","3","7","82101000","Vegetable oil, NFS","GM","0","NONE","7","0",""
"80780","1098534","","2","0.6","2047","Salt, table, iodized","GM","0","NONE","0.6","0",""
"80779","1098534","","1","78","5094","Chicken, broilers or fryers, thigh, meat and skin, cooked, roasted","GM","0","NONE","78","0",""
"80785","1098535","1103855","3","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80784","1098535","","2","0.6","2047","Salt, table, iodized","GM","0","NONE","0.6","0",""
"80783","1098535","","1","98","5098","Chicken, broilers or fryers, thigh, meat only, cooked, roasted","GM","0","NONE","98","0",""
"80786","1098536","","1","78","5098","Chicken, broilers or fryers, thigh, meat only, cooked, roasted","GM","0","NONE","78","0",""
"80789","1098536","1104571","4","15","99995000","Breading or batter as ingredient in food","GM","0","NONE","15","0",""
"80787","1098536","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80788","1098536","1103855","3","7","82101000","Vegetable oil, NFS","GM","0","NONE","7","0",""
"80790","1098537","","1","74","5094","Chicken, broilers or fryers, thigh, meat and skin, cooked, roasted","GM","0","NONE","74","0",""
"80793","1098537","1104571","4","18","99995000","Breading or batter as ingredient in food","GM","0","NONE","18","0",""
"80791","1098537","","2","0.9","2047","Salt, table, iodized","GM","0","NONE","0.9","0",""
"80792","1098537","1103855","3","8","82101000","Vegetable oil, NFS","GM","0","NONE","8","0",""
"80795","1098538","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80796","1098538","1103855","3","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80794","1098538","","1","98","5098","Chicken, broilers or fryers, thigh, meat only, cooked, roasted","GM","0","NONE","98","0",""
"80800","1098539","1104571","4","15","99995000","Breading or batter as ingredient in food","GM","0","NONE","15","0",""
"80797","1098539","","1","78","21471","Fast Foods, Fried Chicken, Thigh, meat and skin and breading","GM","0","NONE","78","0",""
"80798","1098539","","2","0.3","2047","Salt, table, iodized","GM","0","NONE","0.3","0",""
"80799","1098539","1103855","3","5","82101000","Vegetable oil, NFS","GM","0","NONE","5","0",""
"80801","1098540","","1","78","21466","Fast Foods, Fried Chicken, Thigh, meat only, skin and breading removed","GM","0","NONE","78","0",""
"80803","1098540","1103855","3","5","82101000","Vegetable oil, NFS","GM","0","NONE","5","0",""
"80802","1098540","","2","0.3","2047","Salt, table, iodized","GM","0","NONE","0.3","0",""
"80804","1098540","1104571","4","15","99995000","Breading or batter as ingredient in food","GM","0","NONE","15","0",""
"80805","1098541","","1","78","21471","Fast Foods, Fried Chicken, Thigh, meat and skin and breading","GM","0","NONE","78","0",""
"80806","1098541","","2","0.3","2047","Salt, table, iodized","GM","0","NONE","0.3","0",""
"80808","1098541","1104571","4","15","99995000","Breading or batter as ingredient in food","GM","0","NONE","15","0",""
"80807","1098541","1103855","3","5","82101000","Vegetable oil, NFS","GM","0","NONE","5","0",""
"80809","1098542","","1","78","21466","Fast Foods, Fried Chicken, Thigh, meat only, skin and breading removed","GM","0","NONE","78","0",""
"80811","1098542","1103855","3","5","82101000","Vegetable oil, NFS","GM","0","NONE","5","0",""
"80812","1098542","1104571","4","15","99995000","Breading or batter as ingredient in food","GM","0","NONE","15","0",""
"80810","1098542","","2","0.3","2047","Salt, table, iodized","GM","0","NONE","0.3","0",""
"80814","1098543","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80816","1098543","1104571","4","10","99995000","Breading or batter as ingredient in food","GM","0","NONE","10","0",""
"80815","1098543","1103855","3","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80813","1098543","","1","88","5094","Chicken, broilers or fryers, thigh, meat and skin, cooked, roasted","GM","0","NONE","88","0",""
"80817","1098544","","1","98","5098","Chicken, broilers or fryers, thigh, meat only, cooked, roasted","GM","0","NONE","98","0",""
"80818","1098544","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80819","1098544","1103855","3","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80820","1098545","","1","100","5362","Chicken, broiler, rotisserie, BBQ, wing, meat and skin","GM","0","NONE","100","0",""
"80822","1098546","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80821","1098546","","1","100","5103","Chicken, broilers or fryers, wing, meat and skin, cooked, roasted","GM","0","NONE","100","0",""
"80823","1098547","","1","100","5362","Chicken, broiler, rotisserie, BBQ, wing, meat and skin","GM","0","NONE","100","0",""
"80826","1098548","1103855","3","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80825","1098548","","2","1","2047","Salt, table, iodized","GM","0","NONE","1","0",""
"80824","1098548","","1","98","5103","Chicken, broilers or fryers, wing, meat and skin, cooked, roasted","GM","0","NONE","98","0",""
"80827","1098549","","1","100","5362","Chicken, broiler, rotisserie, BBQ, wing, meat and skin","GM","0","NONE","100","0",""
"80829","1098550","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80828","1098550","","1","100","5104","Chicken, broilers or fryers, wing, meat and skin, cooked, stewed","GM","0","NONE","100","0",""
"80832","1098551","1103855","3","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80831","1098551","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80830","1098551","","1","98","5103","Chicken, broilers or fryers, wing, meat and skin, cooked, roasted","GM","0","NONE","98","0",""
"80833","1098552","","1","80","5103","Chicken, broilers or fryers, wing, meat and skin, cooked, roasted","GM","0","NONE","80","0",""
"80834","1098552","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80835","1098552","1103855","3","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80836","1098552","","4","18","6150","Sauce, barbecue","GM","0","NONE","18","0",""
"80838","1098553","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80837","1098553","","1","98","5103","Chicken, broilers or fryers, wing, meat and skin, cooked, roasted","GM","0","NONE","98","0",""
"80839","1098553","1103855","3","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80843","1098554","1104571","4","15","99995000","Breading or batter as ingredient in food","GM","0","NONE","15","0",""
"80842","1098554","1103855","3","7","82101000","Vegetable oil, NFS","GM","0","NONE","7","0",""
"80840","1098554","","1","78","5103","Chicken, broilers or fryers, wing, meat and skin, cooked, roasted","GM","0","NONE","78","0",""
"80841","1098554","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80845","1098555","","2","0.9","2047","Salt, table, iodized","GM","0","NONE","0.9","0",""
"80846","1098555","1103855","3","8","82101000","Vegetable oil, NFS","GM","0","NONE","8","0",""
"80844","1098555","","1","74","5103","Chicken, broilers or fryers, wing, meat and skin, cooked, roasted","GM","0","NONE","74","0",""
"80847","1098555","1104571","4","18","99995000","Breading or batter as ingredient in food","GM","0","NONE","18","0",""
"80851","1098556","1104571","4","15","99995000","Breading or batter as ingredient in food","GM","0","NONE","15","0",""
"80849","1098556","","2","0.3","2047","Salt, table, iodized","GM","0","NONE","0.3","0",""
"80848","1098556","","1","78","21472","Fast Foods, Fried Chicken, Wing, meat and skin and breading","GM","0","NONE","78","0",""
"80850","1098556","1103855","3","5","82101000","Vegetable oil, NFS","GM","0","NONE","5","0",""
"80853","1098557","","2","0.3","2047","Salt, table, iodized","GM","0","NONE","0.3","0",""
"80854","1098557","1103855","3","5","82101000","Vegetable oil, NFS","GM","0","NONE","5","0",""
"80855","1098557","1104571","4","15","99995000","Breading or batter as ingredient in food","GM","0","NONE","15","0",""
"80852","1098557","","1","78","21472","Fast Foods, Fried Chicken, Wing, meat and skin and breading","GM","0","NONE","78","0",""
"80856","1098558","","1","88","5103","Chicken, broilers or fryers, wing, meat and skin, cooked, roasted","GM","0","NONE","88","0",""
"80857","1098558","","2","0.8","2047","Salt, table, iodized","GM","0","NONE","0.8","0",""
"80858","1098558","1103855","3","2","82101000","Vegetable oil, NFS","GM","0","NONE","2","0",""
"80859","1098558","1104571","4","10","99995000","Breading or batter as ingredient in food","GM","0","NONE","10","0",""
"80861","1098559","","2","40","5362","Chicken, broiler, rotisserie, BBQ, wing, meat and skin","GM","0","NONE","40","0",""
"80864","1098559","","5","10","14411","Beverages, water, tap, drinking","GM","0","NONE","10","0",""
"80860","1098559","","1","35","21472","Fast Foods, Fried Chicken, Wing, meat and skin and breading","GM","0","NONE","35","0",""
"80865","1098559","","6","2","19335","Sugars, granulated","GM","0","NONE","2","0",""
"80866","1098559","","7","0.6","2047","Salt, table, iodized","GM","0","NONE","0.6","0",""
"80862","1098559","","3","5","6169","Sauce, ready-to-serve, pepper, TABASCO","GM","0","NONE","5","0",""
"80863","1098559","1103821","4","8","81100000","Table fat, NFS","GM","0","NONE","8","0",""
"80869","1098560","","3","22","6150","Sauce, barbecue","GM","0","NONE","22","0",""
"80867","1098560","","1","35","21472","Fast Foods, Fried Chicken, Wing, meat and skin and breading","GM","0","NONE","35","0",""
"80868","1098560","","2","40","5362","Chicken, broiler, rotisserie, BBQ, wing, meat and skin","GM","0","NONE","40","0",""
"80870","1098560","1103855","4","3","82101000","Vegetable oil, NFS","GM","0","NONE","3","0",""
"80871","1098561","1098556","1","100","24167220","Chicken wing, fried, coated, from fast food","GM","0","NONE","100","0",""
"80872","1098562","","1","75","5362","Chicken, broiler, rotisserie, BBQ, wing, meat and skin","GM","0","NONE","75","0",""
"80874","1098562","1103821","3","8","81100000","Table fat, NFS","GM","0","NONE","8","0",""
"80873","1098562","","2","5","6169","Sauce, ready-to-serve, pepper, TABASCO","GM","0","NONE","5","0",""
"80876","1098562","","5","2","19335","Sugars, granulated","GM","0","NONE","2","0",""
"80877","1098562","","6","0.6","2047","Salt, table, iodized","GM","0","NONE","0.6","0",""
"80875","1098562","","4","10","14411","Beverages, water, tap, drinking","GM","0","NONE","10","0",""
"80879","1098563","","2","22","6150","Sauce, barbecue","GM","0","NONE","22","0",""
"80880","1098563","1103855","3","3","82101000","Vegetable oil, NFS","GM","0","NONE","3","0",""
"80878","1098563","","1","75","5362","Chicken, broiler, rotisserie, BBQ, wing, meat and skin","GM","0","NONE","75","0",""
"80881","1098564","1098555","1","100","24167210","Chicken wing, fried, coated, from pre-cooked","GM","0","NONE","100","0",""
"80883","1098565","1098562","2","30","24168010","Chicken ""wings"" with hot sauce, from precooked","GM","0","NONE","30","0",""
"80882","1098565","1098559","1","70","24168000","Chicken ""wings"" with hot sauce, from fast food / restaurant","GM","0","NONE","70","0",""
"80885","1098566","1098563","2","30","24168011","Chicken ""wings"" with other sauces or seasoning, from precooked","GM","0","NONE","30","0",""
"80884","1098566","1098560","1","70","24168001","Chicken ""wings"" with other sauces or seasoning, from fast food / restaurant","GM","0","NONE","70","0",""
"80886","1098567","1098561","1","70","24168002","Chicken ""wings"", plain, from fast food / restaurant","GM","0","NONE","70","0",""
"80887","1098567","1098564","2","30","24168012","Chicken ""wings"", plain, from precooked","GM","0","NONE","30","0",""
"80892","1098568","1104571","5","5","99995000","Breading or batter as ingredient in food","GM","0","NONE","5","0",""
"80891","1098568","1103821","4","2","81100000","Table fat, NFS","GM","0","NONE","2","0",""
"80888","1098568","","1","75","21229","Fast foods, chicken, breaded and fried, boneless pieces, plain","GM","0","NONE","75","0",""
"80890","1098568","","3","1","6169","Sauce, ready-to-serve, pepper, TABASCO","GM","0","NONE","1","0",""
"80889","1098568","","2","17","6150","Sauce, barbecue","GM","0","NONE","17","0",""
"80893","1098568","","6","0.6","2047","Salt, table, iodized","GM","0","NONE","0.6","0",""
"80899","1098569","","6","0.6","2047","Salt, table, iodized","GM","0","NONE","0.6","0",""
"80896","1098569","","3","1","6169","Sauce, ready-to-serve, pepper, TABASCO","GM","0","NONE","1","0",""
"80898","1098569","1104571","5","5","99995000","Breading or batter as ingredient in food","GM","0","NONE","5","0",""
"80894","1098569","","1","75","22978","Chicken tenders, breaded, frozen, prepared","GM","0","NONE","75","0",""
"80895","1098569","","2","17","6150","Sauce, barbecue","GM","0","NONE","17","0",""
"80897","1098569","1103821","4","2","81100000","Table fat, NFS","GM","0","NONE","2","0",""
"80900","1098570","","1","100","5051","Chicken, broilers or fryers, back, meat and skin, cooked, roasted","GM","0","NONE","100","0",""
"80901","1098570","","2","0.14","2047","Salt, table, iodized","TS","10205","1 cup","0.84","0",""
"80902","1098571","","1","100","5087","Chicken, broilers or fryers, neck, meat and skin, cooked simmered","GM","0","NONE","100","0",""
"80903","1098571","","2","0.14","2047","Salt, table, iodized","TS","10205","1 cup","0.84","0",""
"80904","1098572","","1","100","5018","Chicken, broilers or fryers, skin only, cooked, roasted","GM","0","NONE","100","0",""
"80906","1098573","","2","0.14","2047","Salt, table, iodized","TS","10205","1 cup","0.84","0",""
"80905","1098573","","1","100","5018","Chicken, broilers or fryers, skin only, cooked, roasted","GM","0","NONE","100","0",""
"80907","1098574","","1","100","5335","Chicken, feet, boiled","GM","0","NONE","100","0",""
"80908","1098575","","1","100","5311","Chicken, canned, no broth","GM","0","NONE","100","0",""
"80909","1098576","1098418","1","99.6","24100000","Chicken, NS as to part and cooking method, NS as to skin eaten","GM","0","NONE","99.6","0",""
