"id","fdc_id","seq_num","amount","measure_unit_id","portion_description","modifier","gram_weight","data_points","footnote","min_year_acquired"
"263190","1100429","3","","9999","Quantity not specified","90000","92","","",""
"256187","1100429","2","","9999","1 pea","64271","2","","",""
"238245","1100429","1","","9999","1 cup","10205","185","","",""
"263191","1100430","4","","9999","Quantity not specified","90000","92","","",""
"256188","1100430","3","","9999","1 pea","64271","2","","",""
"242248","1100430","2","","9999","1 oz dry, yield after cooking","40014","72","","",""
"238246","1100430","1","","9999","1 cup","10205","185","","",""
"263192","1100431","4","","9999","Quantity not specified","90000","90","","",""
"256189","1100431","3","","9999","1 pea","64271","2","","",""
"242249","1100431","2","","9999","1 oz dry, yield after cooking","40014","70","","",""
"238247","1100431","1","","9999","1 cup","10205","180","","",""
"263193","1100432","3","","9999","Quantity not specified","90000","92","","",""
"256190","1100432","2","","9999","1 pea","64271","2","","",""
"238248","1100432","1","","9999","1 cup","10205","185","","",""
"263194","1100433","3","","9999","Quantity not specified","90000","90","","",""
"256191","1100433","2","","9999","1 pea","64271","2","","",""
"238249","1100433","1","","9999","1 cup","10205","180","","",""
"263195","1100434","3","","9999","Quantity not specified","90000","92","","",""
"256192","1100434","2","","9999","1 pea","64271","2","","",""
"238250","1100434","1","","9999","1 cup","10205","185","","",""
"263196","1100435","3","","9999","Quantity not specified","90000","90","","",""
"242250","1100435","2","","9999","1 oz dry, yield after cooking","40014","70","","",""
"238251","1100435","1","","9999","1 cup","10205","180","","",""
"263197","1100436","3","","9999","Quantity not specified","90000","92","","",""
"242251","1100436","2","","9999","1 oz dry, yield after cooking","40014","72","","",""
"238252","1100436","1","","9999","1 cup","10205","185","","",""
"263198","1100437","2","","9999","Quantity not specified","90000","30","","",""
"238253","1100437","1","","9999","1 cup","10205","120","","",""
"263199","1100438","2","","9999","Quantity not specified","90000","92","","",""
"238254","1100438","1","","9999","1 cup","10205","185","","",""
"263200","1100439","3","","9999","Quantity not specified","90000","92","","",""
"242252","1100439","2","","9999","1 oz dry, yield after cooking","40014","72","","",""
"238255","1100439","1","","9999","1 cup","10205","185","","",""
"263201","1100440","3","","9999","Quantity not specified","90000","90","","",""
"242253","1100440","2","","9999","1 oz dry, yield after cooking","40014","70","","",""
"238256","1100440","1","","9999","1 cup","10205","180","","",""
"263202","1100441","2","","9999","Quantity not specified","90000","92","","",""
"238257","1100441","1","","9999","1 cup","10205","185","","",""
"263203","1100442","7","","9999","Quantity not specified","90000","30","","",""
"258865","1100442","3","","9999","1 medium single serving bag","64579","57","","",""
"258771","1100442","2","","9999","1 small single serving bag","64578","28","","",""
"258101","1100442","4","","9999","1 large single serving bag","64541","85","","",""
"247020","1100442","1","","9999","1 chip","60570","3","","",""
"238258","1100442","6","","9999","1 cup","10205","30","","",""
"263204","1100443","2","","9999","Quantity not specified","90000","9","","",""
"250516","1100443","1","","9999","1 papad","61626","9","","",""
"263205","1100444","2","","9999","Quantity not specified","90000","124","","",""
"238259","1100444","1","","9999","1 cup","10205","248","","",""
"263206","1100445","2","","9999","Quantity not specified","90000","240","","",""
"238260","1100445","1","","9999","1 cup","10205","240","","",""
"263207","1100446","2","","9999","Quantity not specified","90000","200","","",""
"238261","1100446","1","","9999","1 cup","10205","200","","",""
"263208","1100447","6","","9999","Quantity not specified","90000","28","","",""
"258866","1100447","3","","9999","1 medium single serving bag","64579","57","","",""
"258772","1100447","2","","9999","1 small single serving bag","64578","28","","",""
"258102","1100447","4","","9999","1 large single serving bag","64541","85","","",""
"238262","1100447","1","","9999","1 cup","10205","95","","",""
"263209","1100448","9","","9999","Quantity not specified","90000","28","","",""
"258773","1100448","2","","9999","1 small single serving bag","64578","28","","",""
"258867","1100448","3","","9999","1 medium single serving bag","64579","57","","",""
"258103","1100448","4","","9999","1 large single serving bag","64541","85","","",""
"255604","1100448","5","","9999","1 100 calorie package","64138","26","","",""
"247021","1100448","1","","9999","1 chip","60570","2","","",""
"238263","1100448","6","","9999","1 cup","10205","30","","",""
"263210","1100449","4","","9999","Quantity not specified","90000","62","","",""
"251111","1100449","2","","9999","1 piece (2-1/2"" x 2-3/4"" x 1"")","61718","120","","",""
"244958","1100449","3","","9999","1 cubic inch","51000","17.6","","",""
"240375","1100449","1","","9999","1 cup (1/2"" cubes)","10207","248","","",""
"263211","1100450","3","","9999","Quantity not specified","90000","80","","",""
"258605","1100450","1","","9999","1 pod, yields","64556","2","","",""
"238264","1100450","2","","9999","1 cup","10205","160","","",""
"263212","1100451","3","","9999","Quantity not specified","90000","56","","",""
"251664","1100451","1","","9999","1 slice","61935","18","","",""
"238265","1100451","2","","9999","1 cup","10205","225","","",""
"263213","1100452","2","","9999","Quantity not specified","90000","16","","",""
"240629","1100452","1","","9999","1 tablespoon","21000","16","","",""
"263214","1100453","2","","9999","Quantity not specified","90000","12","","",""
"238266","1100453","1","","9999","1 cup","10205","275","","",""
"263215","1100454","2","","9999","Quantity not specified","90000","7","","",""
"238267","1100454","1","","9999","1 cup","10205","176","","",""
"263216","1100455","2","","9999","Quantity not specified","90000","16","","",""
"240630","1100455","1","","9999","1 tablespoon","21000","16","","",""
"263217","1100456","4","","9999","Quantity not specified","90000","16","","",""
"258219","1100456","3","","9999","Guideline amount per piece of sushi","64542","2","","",""
"247893","1100456","2","","9999","1 individual packet","60876","9","","",""
"240631","1100456","1","","9999","1 tablespoon","21000","16","","",""
"263218","1100457","4","","9999","Quantity not specified","90000","16","","",""
"258220","1100457","3","","9999","Guideline amount per piece of sushi","64542","2","","",""
"247894","1100457","2","","9999","1 individual packet","60876","9","","",""
"240632","1100457","1","","9999","1 tablespoon","21000","16","","",""
"263219","1100458","6","","9999","Quantity not specified","90000","170","","",""
"258641","1100458","1","","9999","1 5.3 oz container","64562","150","","",""
"247140","1100458","3","","9999","1 container, NFS","60598","170","","",""
"246255","1100458","2","","9999","1 6 oz container","60039","170","","",""
"238268","1100458","4","","9999","1 cup","10205","245","","",""
"263220","1100459","3","","9999","Quantity not specified","90000","16","","",""
"247895","1100459","2","","9999","1 individual packet","60876","9","","",""
"240633","1100459","1","","9999","1 tablespoon","21000","16","","",""
"263221","1100460","3","","9999","Quantity not specified","90000","16","","",""
"247896","1100460","2","","9999","1 individual packet","60876","9","","",""
"240634","1100460","1","","9999","1 tablespoon","21000","16","","",""
"263222","1100461","2","","9999","Quantity not specified","90000","5","","",""
"240635","1100461","1","","9999","1 tablespoon","21000","16","","",""
"263223","1100462","2","","9999","Quantity not specified","90000","39","","",""
"242194","1100462","1","","9999","1 oz","40000","28.35","","",""
"263224","1100463","3","","9999","Quantity not specified","90000","39","","",""
"251755","1100463","1","","9999","1 slice (2-3/4"" x 1"" x 1/2"")","61950","29","","",""
"244959","1100463","2","","9999","1 cubic inch","51000","17","","",""
"263225","1100464","2","","9999","Quantity not specified","90000","140","","",""
"238269","1100464","1","","9999","1 cup","10205","140","","",""
"263226","1100465","4","","9999","Quantity not specified","90000","17","","",""
"236821","1100465","3","","9999","1 cup, fine grain","10077","120","","",""
"235768","1100465","2","","9999","1 cup, coarse grain","10041","68","","",""
"235656","1100465","1","","9999","1 cup, NFS","10010","68","","",""
"263227","1100466","3","","9999","Quantity not specified","90000","165","","",""
"241341","1100466","2","","9999","1 fl oz","30000","21","","",""
"238270","1100466","1","","9999","1 cup","10205","165","","",""
"263228","1100467","2","","9999","Quantity not specified","90000","316","","",""
"238271","1100467","1","","9999","1 cup","10205","253","","",""
"263229","1100468","3","","9999","Quantity not specified","90000","316","","",""
"246848","1100468","2","","9999","1 can (11.5 oz), prepared to directions","60500","614","","",""
"238272","1100468","1","","9999","1 cup","10205","253","","",""
"263230","1100469","2","","9999","Quantity not specified","90000","309","","",""
"238273","1100469","1","","9999","1 cup","10205","247","","",""
"263231","1100470","2","","9999","Quantity not specified","90000","316","","",""
"238274","1100470","1","","9999","1 cup","10205","253","","",""
"263232","1100471","2","","9999","Quantity not specified","90000","300","","",""
"238275","1100471","1","","9999","1 cup","10205","240","","",""
"263233","1100472","2","","9999","Quantity not specified","90000","316","","",""
"238276","1100472","1","","9999","1 cup","10205","253","","",""
"263234","1100473","2","","9999","Quantity not specified","90000","316","","",""
"238277","1100473","1","","9999","1 cup","10205","253","","",""
"263235","1100474","3","","9999","Quantity not specified","90000","304","","",""
"246909","1100474","2","","9999","1 can (19.25 oz), ready-to-serve","60516","546","","",""
"238278","1100474","1","","9999","1 cup","10205","243","","",""
"263236","1100475","2","","9999","Quantity not specified","90000","297","","",""
"238279","1100475","1","","9999","1 cup","10205","238","","",""
"263237","1100476","2","","9999","Quantity not specified","90000","309","","",""
"238280","1100476","1","","9999","1 cup","10205","247","","",""
"263238","1100477","3","","9999","Quantity not specified","90000","311","","",""
"253914","1100477","2","","9999","1 Healthy Choice can (15 oz)","63529","425","","",""
"238281","1100477","1","","9999","1 cup","10205","249","","",""
"263239","1100478","2","","9999","Quantity not specified","90000","309","","",""
"238282","1100478","1","","9999","1 cup","10205","247","","",""
"263240","1100479","2","","9999","Quantity not specified","90000","300","","",""
"238283","1100479","1","","9999","1 cup","10205","240","","",""
"263241","1100480","2","","9999","Quantity not specified","90000","300","","",""
"238284","1100480","1","","9999","1 cup","10205","240","","",""
"263242","1100481","2","","9999","Quantity not specified","90000","316","","",""
"238285","1100481","1","","9999","1 cup","10205","253","","",""
"263243","1100482","3","","9999","Quantity not specified","90000","316","","",""
"246807","1100482","2","","9999","1 can (10.75 oz), prepared to directions","60493","593","","",""
"238286","1100482","1","","9999","1 cup","10205","253","","",""
"263244","1100483","2","","9999","Quantity not specified","90000","312","","",""
"238287","1100483","1","","9999","1 cup","10205","250","","",""
"263245","1100484","3","","9999","Quantity not specified","90000","312","","",""
"256555","1100484","4","","9999","1 Progresso can, ready-to-serve","64352","532","","",""
"238288","1100484","1","","9999","1 cup","10205","250","","",""
"263246","1100485","3","","9999","Quantity not specified","90000","316","","",""
"256538","1100485","4","","9999","1 Campbell's can, ready-to-serve","64351","532","","",""
"253915","1100485","5","","9999","1 Healthy Choice can (15 oz)","63529","425","","",""
"238289","1100485","1","","9999","1 cup","10205","253","","",""
"263247","1100486","3","","9999","Quantity not specified","90000","310","","",""
"256556","1100486","5","","9999","1 Progresso can, ready-to-serve","64352","532","","",""
"246784","1100486","4","","9999","1 can (10.5 oz), prepared to directions","60489","586","","",""
"238290","1100486","1","","9999","1 cup","10205","248","","",""
"263248","1100487","3","","9999","Quantity not specified","90000","16","","",""
"252919","1100487","1","","9999","1 strip","62252","5","","",""
"243730","1100487","2","","9999","1 oz, raw (yield after cooking)","40054","16","","",""
"263249","1100488","2","","9999","Quantity not specified","90000","4","","",""
"240636","1100488","1","","9999","1 tablespoon","21000","7","","",""
"263250","1100489","4","","9999","Quantity not specified","90000","57","","",""
"251665","1100489","3","","9999","1 slice","61935","28","","",""
"250569","1100489","2","","9999","1 patty","61633","38","","",""
"249118","1100489","1","","9999","1 link","61132","25","","",""
"263251","1100490","2","","9999","Quantity not specified","90000","84","","",""
"238291","1100490","1","","9999","1 cup","10205","168","","",""
"263252","1100491","4","","9999","Quantity not specified","90000","84","","",""
"250772","1100491","2","","9999","1 piece","61667","36","","",""
"236963","1100491","1","","9999","1 cup, pieces","10129","168","","",""
"236708","1100491","3","","9999","1 cup, diced","10066","130","","",""
"235657","1100491","5","","9999","1 cup, NFS","10010","130","","",""
"263253","1100492","3","","9999","Quantity not specified","90000","70","","",""
"247671","1100492","1","","9999","1 frankfurter","60789","70","","",""
"237041","1100492","2","","9999","1 cup, sliced","10161","140","","",""
"263254","1100493","3","","9999","Quantity not specified","90000","56","","",""
"253150","1100493","1","","9999","1 thin slice","62308","14","","",""
"251250","1100493","2","","9999","1 regular slice (1 oz)","61814","28","","",""
"263255","1100494","3","","9999","Quantity not specified","90000","57","","",""
"249210","1100494","1","","9999","1 meatball","61236","18","","",""
"238292","1100494","2","","9999","1 cup","10205","144","","",""
"263256","1100495","4","","9999","Quantity not specified","90000","70","","",""
"250570","1100495","1","","9999","1 patty","61633","70","","",""
"243731","1100495","3","","9999","1 oz, raw (yield after cooking)","40054","27","","",""
"238293","1100495","2","","9999","1 cup","10205","282","","",""
"263257","1100496","4","","9999","Quantity not specified","90000","162","","",""
"252865","1100496","1","","9999","1 steak with gravy","62237","92","","",""
"246893","1100496","3","","9999","1 can (13 oz)","60507","369","","",""
"237067","1100496","2","","9999","1 cup, with gravy","10198","216","","",""
"263258","1100497","2","","9999","Quantity not specified","90000","60","","",""
"240637","1100497","1","","9999","1 tablespoon","21000","15","","",""
"263259","1100498","2","","9999","Quantity not specified","90000","227","","",""
"250594","1100498","1","","9999","1 pie","61659","227","","",""
"263260","1100499","2","","9999","Quantity not specified","90000","190","","",""
"238294","1100499","1","","9999","1 cup","10205","254","","",""
"263261","1100500","2","","9999","Quantity not specified","90000","163","","",""
"238295","1100500","1","","9999","1 cup","10205","217","","",""
"263262","1100501","2","","9999","Quantity not specified","90000","163","","",""
"238296","1100501","1","","9999","1 cup","10205","217","","",""
"263263","1100502","2","","9999","Quantity not specified","90000","85","","",""
"247606","1100502","1","","9999","1 fillet","60765","85","","",""
"263264","1100503","2","","9999","Quantity not specified","90000","185","","",""
"238297","1100503","1","","9999","1 cup","10205","247","","",""
"263265","1100504","4","","9999","Quantity not specified","90000","94","","",""
"246656","1100504","1","","9999","1 box (3.2 oz), dry, yields","60445","466","","",""
"243547","1100504","2","","9999","1 oz, dry, yields","40049","134","","",""
"235827","1100504","3","","9999","1 cup, cooked","10043","125","","",""
"263266","1100505","2","","9999","Quantity not specified","90000","140","","",""
"251419","1100505","1","","9999","1 sandwich","61853","140","","",""
"263267","1100506","8","","9999","Quantity not specified","90000","28","","",""
"255605","1100506","3","","9999","1 100 calorie package","64138","18","","",""
"250307","1100506","2","","9999","1 package","61528","50","","",""
"238298","1100506","1","","9999","1 cup","10205","142","","",""
"263268","1100507","8","","9999","Quantity not specified","90000","28","","",""
"255606","1100507","4","","9999","1 100 calorie package","64138","18","","",""
"250308","1100507","3","","9999","1 package","61528","50","","",""
"250248","1100507","1","","9999","1 nut","61509","1.2","","",""
"242195","1100507","5","","9999","1 oz","40000","28.35","","",""
"238299","1100507","2","","9999","1 cup","10205","141","","",""
"263269","1100508","15","","9999","Quantity not specified","90000","28","","",""
"255607","1100508","4","","9999","1 100 calorie package","64138","18","","",""
"250249","1100508","1","","9999","1 nut","61509","1.2","","",""
"250309","1100508","3","","9999","1 package","61528","50","","",""
"242196","1100508","5","","9999","1 oz","40000","28.35","","",""
"238300","1100508","2","","9999","1 cup","10205","141","","",""
"263270","1100509","6","","9999","Quantity not specified","90000","28","","",""
"255608","1100509","4","","9999","1 100 calorie package","64138","18","","",""
"250310","1100509","3","","9999","1 package","61528","50","","",""
"250250","1100509","1","","9999","1 nut","61509","1.2","","",""
"242197","1100509","5","","9999","1 oz","40000","28.35","","",""
"238301","1100509","2","","9999","1 cup","10205","141","","",""
"263271","1100510","6","","9999","Quantity not specified","90000","28","","",""
"255609","1100510","4","","9999","1 100 calorie package","64138","18","","",""
"250251","1100510","1","","9999","1 nut","61509","1.2","","",""
"250311","1100510","3","","9999","1 package","61528","50","","",""
"242198","1100510","5","","9999","1 oz","40000","28.35","","",""
"238302","1100510","2","","9999","1 cup","10205","141","","",""
"263272","1100511","6","","9999","Quantity not specified","90000","28","","",""
"255610","1100511","4","","9999","1 100 calorie package","64138","18","","",""
"250252","1100511","1","","9999","1 nut","61509","1.2","","",""
"250312","1100511","3","","9999","1 package","61528","50","","",""
"242199","1100511","5","","9999","1 oz","40000","28.35","","",""
"238303","1100511","2","","9999","1 cup","10205","141","","",""
"263273","1100512","6","","9999","Quantity not specified","90000","28","","",""
"255611","1100512","4","","9999","1 100 calorie package","64138","18","","",""
"250313","1100512","3","","9999","1 package","61528","50","","",""
"250253","1100512","1","","9999","1 nut","61509","1.2","","",""
"242200","1100512","5","","9999","1 oz","40000","28.35","","",""
"238304","1100512","2","","9999","1 cup","10205","141","","",""
"263274","1100513","7","","9999","Quantity not specified","90000","28","","",""
"255612","1100513","4","","9999","1 100 calorie package","64138","18","","",""
"250314","1100513","3","","9999","1 package","61528","50","","",""
"250254","1100513","1","","9999","1 nut","61509","1.2","","",""
"242201","1100513","5","","9999","1 oz","40000","28.35","","",""
"238305","1100513","2","","9999","1 cup","10205","141","","",""
"263275","1100514","5","","9999","Quantity not specified","90000","28","","",""
"250255","1100514","1","","9999","1 nut","61509","5","","",""
"238306","1100514","2","","9999","1 cup","10205","133","","",""
"263276","1100515","7","","9999","Quantity not specified","90000","28","","",""
"250256","1100515","1","","9999","1 nut","61509","1.5","","",""
"250315","1100515","3","","9999","1 package","61528","50","","",""
"242202","1100515","4","","9999","1 oz","40000","28.35","","",""
"238307","1100515","2","","9999","1 cup","10205","130","","",""
"263277","1100516","5","","9999","Quantity not specified","90000","28","","",""
"250316","1100516","3","","9999","1 package","61528","50","","",""
"250257","1100516","1","","9999","1 nut","61509","1.5","","",""
"242203","1100516","4","","9999","1 oz","40000","28.35","","",""
"238308","1100516","2","","9999","1 cup","10205","130","","",""
"263278","1100517","6","","9999","Quantity not specified","90000","28","","",""
"250317","1100517","3","","9999","1 package","61528","50","","",""
"250258","1100517","1","","9999","1 nut","61509","1.5","","",""
"242204","1100517","4","","9999","1 oz","40000","28.35","","",""
"238309","1100517","2","","9999","1 cup","10205","130","","",""
"263279","1100518","5","","9999","Quantity not specified","90000","28","","",""
"250318","1100518","3","","9999","1 package","61528","50","","",""
"250259","1100518","1","","9999","1 nut","61509","1.5","","",""
"242205","1100518","4","","9999","1 oz","40000","28.35","","",""
"238310","1100518","2","","9999","1 cup","10205","130","","",""
"263280","1100519","6","","9999","Quantity not specified","90000","28","","",""
"250319","1100519","3","","9999","1 package","61528","50","","",""
"250260","1100519","1","","9999","1 nut","61509","1.5","","",""
"242206","1100519","4","","9999","1 oz","40000","28.35","","",""
"238311","1100519","2","","9999","1 cup","10205","130","","",""
"263281","1100520","6","","9999","Quantity not specified","90000","28","","",""
"250320","1100520","3","","9999","1 package","61528","50","","",""
"250261","1100520","1","","9999","1 nut","61509","1.5","","",""
"242207","1100520","4","","9999","1 oz","40000","28.35","","",""
"238312","1100520","2","","9999","1 cup","10205","130","","",""
"263282","1100521","7","","9999","Quantity not specified","90000","28","","",""
"250262","1100521","1","","9999","1 nut","61509","8","","",""
"242208","1100521","3","","9999","1 oz","40000","28.35","","",""
"238313","1100521","2","","9999","1 cup","10205","143","","",""
"263283","1100522","6","","9999","Quantity not specified","90000","28","","",""
"238314","1100522","1","","9999","1 cup","10205","85","","",""
"263284","1100523","5","","9999","Quantity not specified","90000","28","","",""
"238315","1100523","1","","9999","1 cup","10205","85","","",""
"263285","1100524","9","","9999","Quantity not specified","90000","28","","",""
"250263","1100524","1","","9999","1 nut","61509","1.5","","",""
"250321","1100524","3","","9999","1 package","61528","50","","",""
"238316","1100524","2","","9999","1 cup","10205","135","","",""
"263286","1100525","6","","9999","Quantity not specified","90000","28","","",""
"250264","1100525","1","","9999","1 nut","61509","2.5","","",""
"250322","1100525","3","","9999","1 package","61528","50","","",""
"242209","1100525","4","","9999","1 oz","40000","28.35","","",""
"238317","1100525","2","","9999","1 cup","10205","132","","",""
"263287","1100526","8","","9999","Quantity not specified","90000","28","","",""
"250323","1100526","2","","9999","1 package","61528","50","","",""
"238318","1100526","1","","9999","1 cup","10205","142","","",""
"263288","1100527","3","","9999","Quantity not specified","90000","28","","",""
"250324","1100527","2","","9999","1 package","61528","50","","",""
"238319","1100527","1","","9999","1 cup","10205","142","","",""
"263289","1100528","4","","9999","Quantity not specified","90000","28","","",""
"250325","1100528","2","","9999","1 package","61528","50","","",""
"238320","1100528","1","","9999","1 cup","10205","142","","",""
"263290","1100529","3","","9999","Quantity not specified","90000","28","","",""
"250326","1100529","2","","9999","1 package","61528","50","","",""
"238321","1100529","1","","9999","1 cup","10205","142","","",""
"263291","1100530","3","","9999","Quantity not specified","90000","28","","",""
"250327","1100530","2","","9999","1 package","61528","50","","",""
"238322","1100530","1","","9999","1 cup","10205","142","","",""
"263292","1100531","3","","9999","Quantity not specified","90000","28","","",""
"250328","1100531","2","","9999","1 package","61528","50","","",""
"238323","1100531","1","","9999","1 cup","10205","142","","",""
"263293","1100532","3","","9999","Quantity not specified","90000","28","","",""
"250329","1100532","2","","9999","1 package","61528","50","","",""
"238324","1100532","1","","9999","1 cup","10205","142","","",""
"263294","1100533","4","","9999","Quantity not specified","90000","28","","",""
"250330","1100533","2","","9999","1 package","61528","50","","",""
"238325","1100533","1","","9999","1 cup","10205","142","","",""
"263295","1100534","16","","9999","Quantity not specified","90000","28","","",""
"259467","1100534","3","","9999","1 peanut, NFS","64624","1","","",""
"255716","1100534","1","","9999","1 peanut, without shell","64173","1","","",""
"255723","1100534","2","","9999","1 peanut in shell, yields","64174","2","","",""
"250331","1100534","10","","9999","1 package","61528","50","","",""
"244811","1100534","9","","9999","1 oz, NFS","40138","28.35","","",""
"244829","1100534","7","","9999","1 oz, without shell, NS as to form","40139","28.35","","",""
"243663","1100534","8","","9999","1 oz, in shell, yields","40051","21","","",""
"240531","1100534","4","","9999","1 cup, without shell, NS as to form","10350","146","","",""
"236828","1100534","5","","9999","1 cup, in shell, yields","10113","51","","",""
"235658","1100534","6","","9999","1 cup, NFS","10010","146","","",""
"263296","1100535","11","","9999","Quantity not specified","90000","28","","",""
"250265","1100535","1","","9999","1 nut","61509","1.5","","",""
"250332","1100535","3","","9999","1 package","61528","50","","",""
"242210","1100535","4","","9999","1 oz","40000","28.35","","",""
"238326","1100535","2","","9999","1 cup","10205","146","","",""
"263297","1100536","11","","9999","Quantity not specified","90000","28","","",""
"259468","1100536","3","","9999","1 peanut, NFS","64624","1","","",""
"255717","1100536","1","","9999","1 peanut, without shell","64173","1","","",""
"255724","1100536","2","","9999","1 peanut in shell, yields","64174","2","","",""
"250333","1100536","10","","9999","1 package","61528","50","","",""
"244830","1100536","7","","9999","1 oz, without shell, NS as to form","40139","28.35","","",""
"244812","1100536","9","","9999","1 oz, NFS","40138","28.35","","",""
"243664","1100536","8","","9999","1 oz, in shell, yields","40051","21","","",""
"240532","1100536","4","","9999","1 cup, without shell, NS as to form","10350","146","","",""
"236829","1100536","5","","9999","1 cup, in shell, yields","10113","51","","",""
"235659","1100536","6","","9999","1 cup, NFS","10010","146","","",""
"263298","1100537","16","","9999","Quantity not specified","90000","28","","",""
"259469","1100537","3","","9999","1 peanut, NFS","64624","1","","",""
"255718","1100537","1","","9999","1 peanut, without shell","64173","1","","",""
"255725","1100537","2","","9999","1 peanut in shell, yields","64174","2","","",""
"250334","1100537","10","","9999","1 package","61528","50","","",""
"244813","1100537","9","","9999","1 oz, NFS","40138","28.35","","",""
"244831","1100537","7","","9999","1 oz, without shell, NS as to form","40139","28.35","","",""
"243665","1100537","8","","9999","1 oz, in shell, yields","40051","21","","",""
"240533","1100537","4","","9999","1 cup, without shell, NS as to form","10350","146","","",""
"236830","1100537","5","","9999","1 cup, in shell, yields","10113","51","","",""
"235660","1100537","6","","9999","1 cup, NFS","10010","146","","",""
"263299","1100538","15","","9999","Quantity not specified","90000","28","","",""
"259470","1100538","3","","9999","1 peanut, NFS","64624","1","","",""
"255719","1100538","1","","9999","1 peanut, without shell","64173","1","","",""
"255726","1100538","2","","9999","1 peanut in shell, yields","64174","2","","",""
"250335","1100538","10","","9999","1 package","61528","50","","",""
"244832","1100538","7","","9999","1 oz, without shell, NS as to form","40139","28.35","","",""
"244814","1100538","9","","9999","1 oz, NFS","40138","28.35","","",""
"243666","1100538","8","","9999","1 oz, in shell, yields","40051","21","","",""
"240534","1100538","4","","9999","1 cup, without shell, NS as to form","10350","146","","",""
"236831","1100538","5","","9999","1 cup, in shell, yields","10113","51","","",""
"235661","1100538","6","","9999","1 cup, NFS","10010","146","","",""
"263300","1100539","14","","9999","Quantity not specified","90000","28","","",""
"259471","1100539","3","","9999","1 peanut, NFS","64624","1","","",""
"255720","1100539","1","","9999","1 peanut, without shell","64173","1","","",""
"255727","1100539","2","","9999","1 peanut in shell, yields","64174","2","","",""
"250336","1100539","10","","9999","1 package","61528","50","","",""
"244833","1100539","7","","9999","1 oz, without shell, NS as to form","40139","28.35","","",""
"244815","1100539","9","","9999","1 oz, NFS","40138","28.35","","",""
"243667","1100539","8","","9999","1 oz, in shell, yields","40051","21","","",""
"240535","1100539","4","","9999","1 cup, without shell, NS as to form","10350","146","","",""
"236832","1100539","5","","9999","1 cup, in shell, yields","10113","51","","",""
"235662","1100539","6","","9999","1 cup, NFS","10010","146","","",""
"263301","1100540","11","","9999","Quantity not specified","90000","28","","",""
"259472","1100540","3","","9999","1 peanut, NFS","64624","1","","",""
"255728","1100540","2","","9999","1 peanut in shell, yields","64174","2","","",""
"255721","1100540","1","","9999","1 peanut, without shell","64173","1","","",""
"250337","1100540","10","","9999","1 package","61528","50","","",""
"244816","1100540","9","","9999","1 oz, NFS","40138","28.35","","",""
"244834","1100540","7","","9999","1 oz, without shell, NS as to form","40139","28.35","","",""
"243668","1100540","8","","9999","1 oz, in shell, yields","40051","21","","",""
"240536","1100540","4","","9999","1 cup, without shell, NS as to form","10350","146","","",""
"236833","1100540","5","","9999","1 cup, in shell, yields","10113","51","","",""
"235663","1100540","6","","9999","1 cup, NFS","10010","146","","",""
"263302","1100541","14","","9999","Quantity not specified","90000","28","","",""
"259473","1100541","3","","9999","1 peanut, NFS","64624","1","","",""
"255722","1100541","1","","9999","1 peanut, without shell","64173","1","","",""
"255729","1100541","2","","9999","1 peanut in shell, yields","64174","2","","",""
"250338","1100541","10","","9999","1 package","61528","50","","",""
"244817","1100541","9","","9999","1 oz, NFS","40138","28.35","","",""
"244835","1100541","7","","9999","1 oz, without shell, NS as to form","40139","28.35","","",""
"243669","1100541","8","","9999","1 oz, in shell, yields","40051","21","","",""
"240537","1100541","4","","9999","1 cup, without shell, NS as to form","10350","146","","",""
"236834","1100541","5","","9999","1 cup, in shell, yields","10113","51","","",""
"235664","1100541","6","","9999","1 cup, NFS","10010","146","","",""
"263303","1100542","6","","9999","Quantity not specified","90000","28","","",""
"250266","1100542","1","","9999","1 nut","61509","1","","",""
"250339","1100542","4","","9999","1 package","61528","50","","",""
"242211","1100542","3","","9999","1 oz","40000","28.35","","",""
"238327","1100542","2","","9999","1 cup","10205","146","","",""
"263304","1100543","10","","9999","Quantity not specified","90000","28","","",""
"250340","1100543","3","","9999","1 package","61528","50","","",""
"250267","1100543","1","","9999","1 nut","61509","1.5","","",""
"242212","1100543","4","","9999","1 oz","40000","28.35","","",""
"238328","1100543","2","","9999","1 cup","10205","100","","",""
"263305","1100544","5","","9999","Quantity not specified","90000","28","","",""
"250341","1100544","3","","9999","1 package","61528","50","","",""
"250268","1100544","1","","9999","1 nut","61509","1.5","","",""
"242213","1100544","4","","9999","1 oz","40000","28.35","","",""
"238329","1100544","2","","9999","1 cup","10205","100","","",""
"263306","1100545","5","","9999","Quantity not specified","90000","28","","",""
"250269","1100545","1","","9999","1 nut","61509","1.5","","",""
"250342","1100545","3","","9999","1 package","61528","50","","",""
"242214","1100545","4","","9999","1 oz","40000","28.35","","",""
"238330","1100545","2","","9999","1 cup","10205","100","","",""
"263307","1100546","5","","9999","Quantity not specified","90000","28","","",""
"250270","1100546","1","","9999","1 nut","61509","1.5","","",""
"250343","1100546","3","","9999","1 package","61528","50","","",""
"242215","1100546","4","","9999","1 oz","40000","28.35","","",""
"238331","1100546","2","","9999","1 cup","10205","100","","",""
"263308","1100547","5","","9999","Quantity not specified","90000","28","","",""
"250344","1100547","3","","9999","1 package","61528","50","","",""
"250271","1100547","1","","9999","1 nut","61509","1.5","","",""
"242216","1100547","4","","9999","1 oz","40000","28.35","","",""
