"id","fdc_id","seq_num","amount","measure_unit_id","portion_description","modifier","gram_weight","data_points","footnote","min_year_acquired"
"245685","1098362","4","","9999","1 cubic inch, with bone, cooked (yield after bone removed)","51015","14","","",""
"244368","1098362","3","","9999","1 oz, with bone, raw (yield after cooking, bone removed)","40081","14","","",""
"243894","1098362","2","","9999","1 oz, with bone, cooked (yield after bone removed)","40072","22","","",""
"236142","1098362","5","","9999","1 cup, cooked, diced","10049","134","","",""
"261125","1098363","7","","9999","Quantity not specified","90000","67","","",""
"245268","1098363","5","","9999","1 cubic inch, boneless, cooked","51005","17","","",""
"244369","1098363","2","","9999","1 oz, with bone, raw (yield after cooking, bone removed)","40081","15","","",""
"243895","1098363","1","","9999","1 oz, with bone, cooked (yield after bone removed)","40072","23","","",""
"242924","1098363","4","","9999","1 oz, boneless, raw (yield after cooking)","40029","19","","",""
"242385","1098363","3","","9999","1 oz, boneless, cooked","40018","28.35","","",""
"236143","1098363","6","","9999","1 cup, cooked, diced","10049","134","","",""
"261126","1098364","7","","9999","Quantity not specified","90000","67","","",""
"245269","1098364","5","","9999","1 cubic inch, boneless, cooked","51005","17","","",""
"244370","1098364","2","","9999","1 oz, with bone, raw (yield after cooking, bone removed)","40081","15","","",""
"243896","1098364","1","","9999","1 oz, with bone, cooked (yield after bone removed)","40072","23","","",""
"242925","1098364","4","","9999","1 oz, boneless, raw (yield after cooking)","40029","19","","",""
"242386","1098364","3","","9999","1 oz, boneless, cooked","40018","28.35","","",""
"236144","1098364","6","","9999","1 cup, cooked, diced","10049","134","","",""
"261127","1098365","11","","9999","Quantity not specified","90000","67","","",""
"245629","1098365","9","","9999","1 cubic inch, boneless, cooked, fat removed","51007","17","","",""
"244712","1098365","2","","9999","1 oz, with bone, raw, lean only (yield after cooking, bone removed)","40086","15","","",""
"244236","1098365","1","","9999","1 oz, with bone, cooked, lean only (yield after bone removed)","40074","22","","",""
"244277","1098365","6","","9999","1 oz, with bone, raw (yield after cooking, bone and fat removed)","40078","12","","",""
"243803","1098365","5","","9999","1 oz, with bone, cooked (yield after bone and fat removed)","40069","22","","",""
"243309","1098365","4","","9999","1 oz, boneless, raw, lean only (yield after cooking)","40037","19","","",""
"243264","1098365","8","","9999","1 oz, boneless, raw (yield after cooking, fat removed)","40031","16","","",""
"242798","1098365","3","","9999","1 oz, boneless, cooked, lean only","40023","28.35","","",""
"242753","1098365","7","","9999","1 oz, boneless, cooked (yield after fat removed)","40020","27","","",""
"236145","1098365","10","","9999","1 cup, cooked, diced","10049","134","","",""
"261128","1098366","8","","9999","Quantity not specified","90000","134","","",""
"252332","1098366","1","","9999","1 small (4.75 oz, with bone, raw) (yield after cooking, bone removed)","62038","78","","",""
"249533","1098366","2","","9999","1 medium (6.5 oz, with bone, raw) (yield after cooking, bone removed)","61276","107","","",""
"248490","1098366","3","","9999","1 large (8.25 oz, with bone, raw) (yield after cooking, bone removed)","60952","136","","",""
"245270","1098366","6","","9999","1 cubic inch, boneless, cooked","51005","17","","",""
"244371","1098366","5","","9999","1 oz, with bone, raw (yield after cooking, bone removed)","40081","16","","",""
"243897","1098366","4","","9999","1 oz, with bone, cooked (yield after bone removed)","40072","23","","",""
"236146","1098366","7","","9999","1 cup, cooked, diced","10049","134","","",""
"261129","1098367","8","","9999","Quantity not specified","90000","134","","",""
"252443","1098367","1","","9999","1 small chop (4.75 oz, with bone, raw) (yield after cooking, bone removed)","62085","78","","",""
"249534","1098367","2","","9999","1 medium (6.5 oz, with bone, raw) (yield after cooking, bone removed)","61276","107","","",""
"248491","1098367","3","","9999","1 large (8.25 oz, with bone, raw) (yield after cooking, bone removed)","60952","136","","",""
"245271","1098367","6","","9999","1 cubic inch, boneless, cooked","51005","17","","",""
"244372","1098367","5","","9999","1 oz, with bone, raw (yield after cooking, bone removed)","40081","16","","",""
"243898","1098367","4","","9999","1 oz, with bone, cooked (yield after bone removed)","40072","23","","",""
"236147","1098367","7","","9999","1 cup, cooked, diced","10049","134","","",""
"261130","1098368","10","","9999","Quantity not specified","90000","134","","",""
"252441","1098368","1","","9999","1 small chop (4.75 oz, with bone, raw) (yield after cooking, bone and fat removed)","62084","62","","",""
"249530","1098368","2","","9999","1 medium (6.5 oz, with bone, raw) (yield after cooking, bone and fat removed)","61275","85","","",""
"248487","1098368","3","","9999","1 large (8.25 oz, with bone, raw) (yield after cooking, bone and fat removed)","60951","108","","",""
"245630","1098368","8","","9999","1 cubic inch, boneless, cooked, fat removed","51007","17","","",""
"244713","1098368","5","","9999","1 oz, with bone, raw, lean only (yield after cooking, bone removed)","40086","17","","",""
"244237","1098368","4","","9999","1 oz, with bone, cooked, lean only (yield after bone removed)","40074","22","","",""
"244278","1098368","7","","9999","1 oz, with bone, raw (yield after cooking, bone and fat removed)","40078","13","","",""
"243804","1098368","6","","9999","1 oz, with bone, cooked (yield after bone and fat removed)","40069","20","","",""
"236148","1098368","9","","9999","1 cup, cooked, diced","10049","134","","",""
"261131","1098369","14","","9999","Quantity not specified","90000","134","","",""
"252789","1098369","2","","9999","1 small, breaded (4.75 oz, with bone, raw) (yield after cooking, bone removed)","62203","93","","",""
"252333","1098369","1","","9999","1 small (4.75 oz, with bone, raw) (yield after cooking, bone removed)","62038","78","","",""
"250050","1098369","4","","9999","1 medium, breaded (6.5 oz, with bone, raw) (yield after cooking, bone removed)","61449","127","","",""
"249535","1098369","3","","9999","1 medium (6.5 oz, with bone, raw) (yield after cooking, bone removed)","61276","107","","",""
"249056","1098369","6","","9999","1 large, breaded (8.25 oz, with bone, raw) (yield after cooking, bone removed)","61108","161","","",""
"248492","1098369","5","","9999","1 large (8.25 oz, with bone, raw) (yield after cooking, bone removed)","60952","136","","",""
"245272","1098369","10","","9999","1 cubic inch, boneless, cooked","51005","17","","",""
"244674","1098369","9","","9999","1 oz, with bone, raw, breaded (yield after cooking, bone removed)","40084","20","","",""
"244373","1098369","8","","9999","1 oz, with bone, raw (yield after cooking, bone removed)","40081","16","","",""
"243899","1098369","7","","9999","1 oz, with bone, cooked (yield after bone removed)","40072","23","","",""
"236149","1098369","11","","9999","1 cup, cooked, diced","10049","134","","",""
"261132","1098370","14","","9999","Quantity not specified","90000","134","","",""
"252790","1098370","2","","9999","1 small, breaded (4.75 oz, with bone, raw) (yield after cooking, bone removed)","62203","93","","",""
"252334","1098370","1","","9999","1 small (4.75 oz, with bone, raw) (yield after cooking, bone removed)","62038","78","","",""
"250051","1098370","4","","9999","1 medium, breaded (6.5 oz, with bone, raw) (yield after cooking, bone removed)","61449","127","","",""
"249536","1098370","3","","9999","1 medium (6.5 oz, with bone, raw) (yield after cooking, bone removed)","61276","107","","",""
"249057","1098370","6","","9999","1 large, breaded (8.25 oz, with bone, raw) (yield after cooking, bone removed)","61108","161","","",""
"248493","1098370","5","","9999","1 large (8.25 oz, with bone, raw) (yield after cooking, bone removed)","60952","136","","",""
"245273","1098370","10","","9999","1 cubic inch, boneless, cooked","51005","17","","",""
"244675","1098370","9","","9999","1 oz, with bone, raw, breaded (yield after cooking, bone removed)","40084","20","","",""
"244374","1098370","8","","9999","1 oz, with bone, raw (yield after cooking, bone removed)","40081","16","","",""
"243900","1098370","7","","9999","1 oz, with bone, cooked (yield after bone removed)","40072","23","","",""
"236150","1098370","11","","9999","1 cup, cooked, diced","10049","134","","",""
"261133","1098371","17","","9999","Quantity not specified","90000","134","","",""
"252788","1098371","2","","9999","1 small, breaded (4.75 oz, with bone, raw) (yield after cooking, bone and fat removed)","62202","74","","",""
"252331","1098371","1","","9999","1 small (4.75 oz, with bone, raw) (yield after cooking, bone and fat removed)","62037","62","","",""
"250049","1098371","4","","9999","1 medium, breaded (6.5 oz, with bone, raw) (yield after cooking, bone and fat removed)","61448","101","","",""
"249531","1098371","3","","9999","1 medium (6.5 oz, with bone, raw) (yield after cooking, bone and fat removed)","61275","85","","",""
"249055","1098371","6","","9999","1 large, breaded (8.25 oz, with bone, raw) (yield after cooking, bone and fat removed)","61107","128","","",""
"248488","1098371","5","","9999","1 large (8.25 oz, with bone, raw) (yield after cooking, bone and fat removed)","60951","108","","",""
"245631","1098371","10","","9999","1 cubic inch, boneless, cooked, fat removed","51007","17","","",""
"244676","1098371","14","","9999","1 oz, with bone, raw, breaded, lean only (yield after cooking, bone removed)","40085","20","","",""
"244673","1098371","9","","9999","1 oz, with bone, raw, breaded (yield after cooking, bone and fat removed)","40083","16","","",""
"244714","1098371","13","","9999","1 oz, with bone, raw, lean only (yield after cooking, bone removed)","40086","17","","",""
"244279","1098371","8","","9999","1 oz, with bone, raw (yield after cooking, bone and fat removed)","40078","13","","",""
"244238","1098371","12","","9999","1 oz, with bone, cooked, lean only (yield after bone removed)","40074","22","","",""
"243805","1098371","7","","9999","1 oz, with bone, cooked (yield after bone and fat removed)","40069","20","","",""
"236151","1098371","11","","9999","1 cup, cooked, diced","10049","134","","",""
"261134","1098372","8","","9999","Quantity not specified","90000","134","","",""
"252444","1098372","1","","9999","1 small chop (4.75 oz, with bone, raw) (yield after cooking, bone removed)","62085","78","","",""
"249537","1098372","2","","9999","1 medium (6.5 oz, with bone, raw) (yield after cooking, bone removed)","61276","107","","",""
"248494","1098372","3","","9999","1 large (8.25 oz, with bone, raw) (yield after cooking, bone removed)","60952","136","","",""
"245274","1098372","6","","9999","1 cubic inch, boneless, cooked","51005","17","","",""
"244375","1098372","5","","9999","1 oz, with bone, raw (yield after cooking, bone removed)","40081","16","","",""
"243901","1098372","4","","9999","1 oz, with bone, cooked (yield after bone removed)","40072","23","","",""
"236152","1098372","7","","9999","1 cup, cooked, diced","10049","134","","",""
"261135","1098373","8","","9999","Quantity not specified","90000","134","","",""
"252445","1098373","1","","9999","1 small chop (4.75 oz, with bone, raw) (yield after cooking, bone removed)","62085","78","","",""
"249538","1098373","2","","9999","1 medium (6.5 oz, with bone, raw) (yield after cooking, bone removed)","61276","107","","",""
"248495","1098373","3","","9999","1 large (8.25 oz, with bone, raw) (yield after cooking, bone removed)","60952","136","","",""
"245275","1098373","6","","9999","1 cubic inch, boneless, cooked","51005","17","","",""
"244376","1098373","5","","9999","1 oz, with bone, raw (yield after cooking, bone removed)","40081","16","","",""
"243902","1098373","4","","9999","1 oz, with bone, cooked (yield after bone removed)","40072","23","","",""
"236153","1098373","7","","9999","1 cup, cooked, diced","10049","134","","",""
"261136","1098374","10","","9999","Quantity not specified","90000","134","","",""
"252442","1098374","1","","9999","1 small chop (4.75 oz, with bone, raw) (yield after cooking, bone and fat removed)","62084","62","","",""
"249532","1098374","2","","9999","1 medium (6.5 oz, with bone, raw) (yield after cooking, bone and fat removed)","61275","85","","",""
"248489","1098374","3","","9999","1 large (8.25 oz, with bone, raw) (yield after cooking, bone and fat removed)","60951","108","","",""
"245632","1098374","8","","9999","1 cubic inch, boneless, cooked, fat removed","51007","17","","",""
"244715","1098374","5","","9999","1 oz, with bone, raw, lean only (yield after cooking, bone removed)","40086","17","","",""
"244239","1098374","4","","9999","1 oz, with bone, cooked, lean only (yield after bone removed)","40074","22","","",""
"244280","1098374","7","","9999","1 oz, with bone, raw (yield after cooking, bone and fat removed)","40078","13","","",""
"243806","1098374","6","","9999","1 oz, with bone, cooked (yield after bone and fat removed)","40069","20","","",""
"236154","1098374","9","","9999","1 cup, cooked, diced","10049","134","","",""
"261137","1098375","5","","9999","Quantity not specified","90000","134","","",""
"245276","1098375","3","","9999","1 cubic inch, boneless, cooked","51005","17","","",""
"242926","1098375","2","","9999","1 oz, boneless, raw (yield after cooking)","40029","19","","",""
"242387","1098375","1","","9999","1 oz, boneless, cooked","40018","28.35","","",""
"236155","1098375","4","","9999","1 cup, cooked, diced","10049","134","","",""
"261138","1098376","5","","9999","Quantity not specified","90000","134","","",""
"245277","1098376","3","","9999","1 cubic inch, boneless, cooked","51005","17","","",""
"242927","1098376","2","","9999","1 oz, boneless, raw (yield after cooking)","40029","19","","",""
"242388","1098376","1","","9999","1 oz, boneless, cooked","40018","28.35","","",""
"236156","1098376","4","","9999","1 cup, cooked, diced","10049","134","","",""
"261139","1098377","7","","9999","Quantity not specified","90000","134","","",""
"245633","1098377","5","","9999","1 cubic inch, boneless, cooked, fat removed","51007","17","","",""
"243265","1098377","4","","9999","1 oz, boneless, raw (yield after cooking, fat removed)","40031","16","","",""
"243310","1098377","2","","9999","1 oz, boneless, raw, lean only (yield after cooking)","40037","19","","",""
"242754","1098377","3","","9999","1 oz, boneless, cooked (yield after fat removed)","40020","26","","",""
"242799","1098377","1","","9999","1 oz, boneless, cooked, lean only","40023","28.35","","",""
"236157","1098377","6","","9999","1 cup, cooked, diced","10049","134","","",""
"261140","1098378","6","","9999","Quantity not specified","90000","134","","",""
"247248","1098378","5","","9999","1 cutlet","60682","85","","",""
"245278","1098378","3","","9999","1 cubic inch, boneless, cooked","51005","17","","",""
"242928","1098378","2","","9999","1 oz, boneless, raw (yield after cooking)","40029","19","","",""
"242389","1098378","1","","9999","1 oz, boneless, cooked","40018","28.35","","",""
"236158","1098378","4","","9999","1 cup, cooked, diced","10049","134","","",""
"261141","1098379","6","","9999","Quantity not specified","90000","134","","",""
"247249","1098379","5","","9999","1 cutlet","60682","85","","",""
"245279","1098379","3","","9999","1 cubic inch, boneless, cooked","51005","17","","",""
"242929","1098379","2","","9999","1 oz, boneless, raw (yield after cooking)","40029","19","","",""
"242390","1098379","1","","9999","1 oz, boneless, cooked","40018","28.35","","",""
"236159","1098379","4","","9999","1 cup, cooked, diced","10049","134","","",""
"261142","1098380","8","","9999","Quantity not specified","90000","134","","",""
"247250","1098380","7","","9999","1 cutlet","60682","77","","",""
"245634","1098380","5","","9999","1 cubic inch, boneless, cooked, fat removed","51007","17","","",""
"243311","1098380","2","","9999","1 oz, boneless, raw, lean only (yield after cooking)","40037","19","","",""
"243266","1098380","4","","9999","1 oz, boneless, raw (yield after cooking, fat removed)","40031","16","","",""
"242755","1098380","3","","9999","1 oz, boneless, cooked (yield after fat removed)","40020","26","","",""
"242800","1098380","1","","9999","1 oz, boneless, cooked, lean only","40023","28.35","","",""
"236160","1098380","6","","9999","1 cup, cooked, diced","10049","134","","",""
"261143","1098381","7","","9999","Quantity not specified","90000","134","","",""
"247251","1098381","6","","9999","1 cutlet","60682","85","","",""
"245280","1098381","4","","9999","1 cubic inch, boneless, cooked","51005","17","","",""
"243269","1098381","3","","9999","1 oz, boneless, raw, breaded (yield after cooking)","40035","23","","",""
"242930","1098381","2","","9999","1 oz, boneless, raw (yield after cooking)","40029","19","","",""
"242391","1098381","1","","9999","1 oz, boneless, cooked","40018","28.35","","",""
"236161","1098381","5","","9999","1 cup, cooked, diced","10049","134","","",""
"261144","1098382","7","","9999","Quantity not specified","90000","134","","",""
"247252","1098382","6","","9999","1 cutlet","60682","85","","",""
"245281","1098382","4","","9999","1 cubic inch, boneless, cooked","51005","17","","",""
"243270","1098382","3","","9999","1 oz, boneless, raw, breaded (yield after cooking)","40035","23","","",""
"242931","1098382","2","","9999","1 oz, boneless, raw (yield after cooking)","40029","19","","",""
"242392","1098382","1","","9999","1 oz, boneless, cooked","40018","28.35","","",""
"236162","1098382","5","","9999","1 cup, cooked, diced","10049","134","","",""
"261145","1098383","9","","9999","Quantity not specified","90000","134","","",""
"247253","1098383","8","","9999","1 cutlet","60682","77","","",""
"245635","1098383","6","","9999","1 cubic inch, boneless, cooked, fat removed","51007","17","","",""
"243312","1098383","2","","9999","1 oz, boneless, raw, lean only (yield after cooking)","40037","19","","",""
"243271","1098383","5","","9999","1 oz, boneless, raw, breaded (yield after cooking, fat removed)","40036","21","","",""
"243267","1098383","4","","9999","1 oz, boneless, raw (yield after cooking, fat removed)","40031","16","","",""
"242801","1098383","1","","9999","1 oz, boneless, cooked, lean only","40023","28.35","","",""
"242756","1098383","3","","9999","1 oz, boneless, cooked (yield after fat removed)","40020","26","","",""
"236163","1098383","7","","9999","1 cup, cooked, diced","10049","134","","",""
"261146","1098384","8","","9999","Quantity not specified","90000","67","","",""
"253193","1098384","1","","9999","1 thin slice (approx 4-1/2"" x 2-1/2"" x 1/8"")","62313","21","","",""
"253122","1098384","3","","9999","1 thick slice (approx 4-1/2"" x 2-1/2"" x 3/8"")","62302","63","","",""
"249954","1098384","2","","9999","1 medium slice (approx 4-1/2"" x 2-1/2"" x 1/4"")","61409","42","","",""
"245282","1098384","6","","9999","1 cubic inch, boneless, cooked","51005","17","","",""
"242932","1098384","5","","9999","1 oz, boneless, raw (yield after cooking)","40029","21","","",""
"242393","1098384","4","","9999","1 oz, boneless, cooked","40018","28.35","","",""
"236164","1098384","7","","9999","1 cup, cooked, diced","10049","134","","",""
"261147","1098385","8","","9999","Quantity not specified","90000","67","","",""
"253123","1098385","3","","9999","1 thick slice (approx 4-1/2"" x 2-1/2"" x 3/8"")","62302","63","","",""
"253194","1098385","1","","9999","1 thin slice (approx 4-1/2"" x 2-1/2"" x 1/8"")","62313","21","","",""
"249955","1098385","2","","9999","1 medium slice (approx 4-1/2"" x 2-1/2"" x 1/4"")","61409","42","","",""
"245283","1098385","6","","9999","1 cubic inch, boneless, cooked","51005","17","","",""
"242933","1098385","5","","9999","1 oz, boneless, raw (yield after cooking)","40029","21","","",""
"242394","1098385","4","","9999","1 oz, boneless, cooked","40018","28.35","","",""
"236165","1098385","7","","9999","1 cup, cooked, diced","10049","134","","",""
"261148","1098386","10","","9999","Quantity not specified","90000","67","","",""
"253195","1098386","1","","9999","1 thin slice (approx 4-1/2"" x 2-1/2"" x 1/8"")","62313","21","","",""
"253124","1098386","3","","9999","1 thick slice (approx 4-1/2"" x 2-1/2"" x 3/8"")","62302","63","","",""
"249956","1098386","2","","9999","1 medium slice (approx 4-1/2"" x 2-1/2"" x 1/4"")","61409","42","","",""
"245636","1098386","8","","9999","1 cubic inch, boneless, cooked, fat removed","51007","17","","",""
"243268","1098386","7","","9999","1 oz, boneless, raw (yield after cooking, fat removed)","40031","19","","",""
"243313","1098386","5","","9999","1 oz, boneless, raw, lean only (yield after cooking)","40037","21","","",""
"242802","1098386","4","","9999","1 oz, boneless, cooked, lean only","40023","28.35","","",""
"242757","1098386","6","","9999","1 oz, boneless, cooked (yield after fat removed)","40020","26","","",""
"236166","1098386","9","","9999","1 cup, cooked, diced","10049","134","","",""
"261149","1098387","7","","9999","Quantity not specified","90000","61","","",""
"252637","1098387","1","","9999","1 small patty (3.2 oz, raw, 5 patties per lb) (yield after cooking)","62143","54","","",""
"249771","1098387","2","","9999","1 medium patty (4 oz, raw, 4 patties per lb) (yield after cooking)","61376","67","","",""
"248858","1098387","3","","9999","1 large patty (5.3 oz, raw, 3 patties per lb) (yield after cooking)","61043","89","","",""
"243703","1098387","5","","9999","1 oz, raw (yield after cooking)","40054","17","","",""
"243329","1098387","4","","9999","1 oz, cooked","40040","28.35","","",""
"235776","1098387","6","","9999","1 cup, cooked","10043","123","","",""
"261150","1098388","2","","9999","Quantity not specified","90000","85","","",""
"252881","1098388","3","","9999","1 stick","62239","85","","",""
"243330","1098388","1","","9999","1 oz, cooked","40040","28.35","","",""
"261151","1098389","6","","9999","Quantity not specified","90000","79","","",""
"252638","1098389","1","","9999","1 small patty (3.2 oz, raw, 5 patties per lb) (yield after cooking)","62143","64","","",""
"249772","1098389","2","","9999","1 medium patty (4 oz, raw, 4 patties per lb) (yield after cooking)","61376","79","","",""
"248859","1098389","3","","9999","1 large patty (5.3 oz, raw, 3 patties per lb) (yield after cooking)","61043","106","","",""
"245284","1098389","7","","9999","1 cubic inch, boneless, cooked","51005","17","","",""
"243704","1098389","5","","9999","1 oz, raw (yield after cooking)","40054","20","","",""
"243331","1098389","4","","9999","1 oz, cooked","40040","28.35","","",""
"261152","1098390","10","","9999","Quantity not specified","90000","85","","",""
"253133","1098390","4","","9999","1 thigh (yield after cooking, bone removed)","62306","45","","",""
"251255","1098390","8","","9999","1 rib piece (yield after cooking, bone removed)","61818","32","","",""
"249092","1098390","5","","9999","1 leg (yield after cooking, bone removed)","61125","25","","",""
"247791","1098390","6","","9999","1 hindleg (leg and thigh) (yield after cooking, bone removed)","60856","70","","",""
"247657","1098390","7","","9999","1 foreleg (yield after cooking, bone removed)","60788","52","","",""
"246603","1098390","9","","9999","1 body piece (yield after cooking, bone removed) (use for breast)","60418","105","","",""
"246443","1098390","3","","9999","1 back (yield after cooking, bone removed)","60329","35","","",""
"243903","1098390","1","","9999","1 oz, with bone, cooked (yield after bone removed)","40072","22","","",""
"244377","1098390","2","","9999","1 oz, with bone, raw (yield after cooking, bone removed)","40081","20","","",""
"261153","1098391","12","","9999","Quantity not specified","90000","85","","",""
"253134","1098391","6","","9999","1 thigh (yield after cooking, bone removed)","62306","45","","",""
"252323","1098391","3","","9999","1 small (2 lb, raw) (yield after cooking, bone removed)","62024","635","","",""
"251256","1098391","10","","9999","1 rib piece (yield after cooking, bone removed)","61818","32","","",""
"249498","1098391","4","","9999","1 medium (4 lb, raw) (yield after cooking, bone removed)","61262","1270","","",""
"249093","1098391","7","","9999","1 leg (yield after cooking, bone removed)","61125","25","","",""
"247792","1098391","8","","9999","1 hindleg (leg and thigh) (yield after cooking, bone removed)","60856","70","","",""
"247658","1098391","9","","9999","1 foreleg (yield after cooking, bone removed)","60788","52","","",""
"246604","1098391","11","","9999","1 body piece (yield after cooking, bone removed) (use for breast)","60418","105","","",""
"246444","1098391","5","","9999","1 back (yield after cooking, bone removed)","60329","35","","",""
"243904","1098391","1","","9999","1 oz, with bone, cooked (yield after bone removed)","40072","22","","",""
"244378","1098391","2","","9999","1 oz, with bone, raw (yield after cooking, bone removed)","40081","20","","",""
"261154","1098392","4","","9999","Quantity not specified","90000","85","","",""
"242934","1098392","2","","9999","1 oz, boneless, raw (yield after cooking)","40029","30","","",""
"242395","1098392","1","","9999","1 oz, boneless, cooked","40018","28.35","","",""
"236167","1098392","3","","9999","1 cup, cooked, diced","10049","140","","",""
"261155","1098393","6","","9999","Quantity not specified","90000","85","","",""
"252808","1098393","4","","9999","1 snowshoe (2 lb, raw, dressed) (yield after cooking, bone removed)","62213","509","","",""
"249091","1098393","5","","9999","1 leg (leg and thigh) (yield after cooking, bone removed)","61124","38","","",""
"247162","1098393","3","","9999","1 cottontail (1.318 lb, raw, dressed) (yield after cooking, bone removed)","60606","339","","",""
"243905","1098393","1","","9999","1 oz, with bone, cooked (yield after bone removed)","40072","23","","",""
"244379","1098393","2","","9999","1 oz, with bone, raw (yield after cooking, bone removed)","40081","20","","",""
"261156","1098394","5","","9999","Quantity not specified","90000","85","","",""
"245285","1098394","3","","9999","1 cubic inch, boneless, cooked","51005","18","","",""
"242935","1098394","2","","9999","1 oz, boneless, raw (yield after cooking)","40029","21","","",""
"242396","1098394","1","","9999","1 oz, boneless, cooked","40018","28.35","","",""
"236168","1098394","4","","9999","1 cup, cooked, diced","10049","140","","",""
"261157","1098395","3","","9999","Quantity not specified","90000","42","","",""
"245286","1098395","2","","9999","1 cubic inch, boneless, cooked","51005","18","","",""
"242397","1098395","1","","9999","1 oz, boneless, cooked","40018","28.35","","",""
"261158","1098396","5","","9999","Quantity not specified","90000","85","","",""
"245287","1098396","3","","9999","1 cubic inch, boneless, cooked","51005","18","","",""
"242936","1098396","2","","9999","1 oz, boneless, raw (yield after cooking)","40029","21","","",""
"242398","1098396","1","","9999","1 oz, boneless, cooked","40018","28.35","","",""
"236169","1098396","4","","9999","1 cup, cooked, diced","10049","140","","",""
"261159","1098397","7","","9999","Quantity not specified","90000","85","","",""
"255498","1098397","11","","9999","1 elk steak","64078","127","","",""
"255497","1098397","10","","9999","1 elk patty","64077","95","","",""
"252862","1098397","6","","9999","1 steak (yield after cooking, bone removed)","62236","85","","",""
"249763","1098397","8","","9999","1 medium patty","61375","85","","",""
"245288","1098397","3","","9999","1 cubic inch, boneless, cooked","51005","17","","",""
"242937","1098397","2","","9999","1 oz, boneless, raw (yield after cooking)","40029","21","","",""
"242399","1098397","1","","9999","1 oz, boneless, cooked","40018","28.35","","",""
"236825","1098397","4","","9999","1 cup, ground, cooked","10100","123","","",""
"236170","1098397","5","","9999","1 cup, cooked, diced","10049","134","","",""
"235612","1098397","9","","9999","1 cup, NFS","10010","123","","",""
"261160","1098398","6","","9999","Quantity not specified","90000","85","","",""
"255499","1098398","7","","9999","1 elk steak","64078","151","","",""
"252863","1098398","5","","9999","1 steak (yield after cooking, bone removed)","62236","101","","",""
"245289","1098398","3","","9999","1 cubic inch, boneless, cooked","51005","18","","",""
"242938","1098398","2","","9999","1 oz, boneless, raw (yield after cooking)","40029","25","","",""
"242400","1098398","1","","9999","1 oz, boneless, cooked","40018","28.35","","",""
"236171","1098398","4","","9999","1 cup, cooked, diced","10049","140","","",""
"261161","1098399","3","","9999","Quantity not specified","90000","47","","",""
"252922","1098399","1","","9999","1 strip or stick (4"" long)","62255","14","","",""
"237376","1098399","2","","9999","1 cup","10205","140","","",""
"261162","1098400","4","","9999","Quantity not specified","90000","57","","",""
"251752","1098400","3","","9999","1 slice (2"" dia x 1/4"" thick)","61947","12","","",""
"250581","1098400","6","","9999","1 patty (3-7/8"" dia x 1/4"" thick)","61637","27","","",""
"244901","1098400","2","","9999","1 cubic inch","51000","16","","",""
"242174","1098400","1","","9999","1 oz","40000","28.35","","",""
"236705","1098400","5","","9999","1 cup, diced","10066","138","","",""
"261163","1098401","4","","9999","Quantity not specified","90000","85","","",""
"247074","1098401","3","","9999","1 chop, with bone, raw (yield after cooking, bone removed)","60575","89","","",""
"243906","1098401","1","","9999","1 oz, with bone, cooked (yield after bone removed)","40072","23","","",""
"244380","1098401","2","","9999","1 oz, with bone, raw (yield after cooking, bone removed)","40081","17","","",""
"261164","1098402","3","","9999","Quantity not specified","90000","85","","",""
"244381","1098402","1","","9999","1 oz, with bone, raw (yield after cooking, bone removed)","40081","17","","",""
"243907","1098402","2","","9999","1 oz, with bone, cooked (yield after bone removed)","40072","23","","",""
"261165","1098403","4","","9999","Quantity not specified","90000","85","","",""
"245290","1098403","2","","9999","1 cubic inch, boneless, cooked","51005","18","","",""
"242401","1098403","1","","9999","1 oz, boneless, cooked","40018","28.35","","",""
"236172","1098403","3","","9999","1 cup, cooked, diced","10049","140","","",""
"261166","1098404","3","","9999","Quantity not specified","90000","85","","",""
"242402","1098404","1","","9999","1 oz, boneless, cooked","40018","28.35","","",""
"236173","1098404","2","","9999","1 cup, cooked, diced","10049","140","","",""
"261167","1098405","2","","9999","Quantity not specified","90000","85","","",""
"242403","1098405","1","","9999","1 oz, boneless, cooked","40018","28.35","","",""
"261168","1098406","2","","9999","Quantity not specified","90000","85","","",""
"242404","1098406","1","","9999","1 oz, boneless, cooked","40018","28.35","","",""
"261169","1098407","4","","9999","Quantity not specified","90000","85","","",""
"249773","1098407","5","","9999","1 medium patty (4 oz, raw, 4 patties per lb) (yield after cooking)","61376","85","","",""
"244902","1098407","2","","9999","1 cubic inch","51000","17","","",""
"242939","1098407","3","","9999","1 oz, boneless, raw (yield after cooking)","40029","22","","",""
"235777","1098407","1","","9999","1 cup, cooked","10043","134","","",""
"261170","1098408","4","","9999","Quantity not specified","90000","85","","",""
"243908","1098408","1","","9999","1 oz, with bone, cooked (yield after bone removed)","40072","23","","",""
"244382","1098408","2","","9999","1 oz, with bone, raw (yield after cooking, bone removed)","40081","20","","",""
"236174","1098408","3","","9999","1 cup, cooked, diced","10049","140","","",""
"261171","1098409","4","","9999","Quantity not specified","90000","85","","",""
"245291","1098409","3","","9999","1 cubic inch, boneless, cooked","51005","18","","",""
"243909","1098409","1","","9999","1 oz, with bone, cooked (yield after bone removed)","40072","23","","",""
"244383","1098409","2","","9999","1 oz, with bone, raw (yield after cooking, bone removed)","40081","20","","",""
"261172","1098410","5","","9999","Quantity not specified","90000","85","","",""
"245292","1098410","3","","9999","1 cubic inch, boneless, cooked","51005","18","","",""
