"id","fdc_id","seq_num","food_attribute_type_id","name","value"
"995768","1100049","","999","WWEIA Category description","Meat mixed dishes"
"987578","1100050","","999","WWEIA Category number","3002"
"995769","1100050","","999","WWEIA Category description","Meat mixed dishes"
"987579","1100051","","999","WWEIA Category number","3002"
"995770","1100051","","999","WWEIA Category description","Meat mixed dishes"
"971260","1100052","1","1001","","Armour Dinner Classics Salisbury Steak"
"971261","1100052","2","1001","","Kraft Sirloin Salisbury Steak with Gravy"
"987580","1100052","","999","WWEIA Category number","3002"
"995771","1100052","","999","WWEIA Category description","Meat mixed dishes"
"971262","1100053","1","1001","","Swanson Salisbury Steak Dinner"
"971263","1100053","2","1001","","Morton Salisbury Steak Dinner"
"987581","1100053","","999","WWEIA Category number","3002"
"995772","1100053","","999","WWEIA Category description","Meat mixed dishes"
"971264","1100054","1","1001","","Swanson Hungry Man Salisbury Steak Dinner"
"987582","1100054","","999","WWEIA Category number","3002"
"995773","1100054","","999","WWEIA Category description","Meat mixed dishes"
"971265","1100055","1","1001","","Budget Gourmet Sirloin Salisbury Steak Dinner"
"987583","1100055","","999","WWEIA Category number","3002"
"995774","1100055","","999","WWEIA Category description","Meat mixed dishes"
"971266","1100056","1","1001","","Swanson Salisbury Steak in Gravy with Macaroni and Cheese"
"987584","1100056","","999","WWEIA Category number","3002"
"995775","1100056","","999","WWEIA Category description","Meat mixed dishes"
"971267","1100057","1","1001","","Healthy Choice Salisbury Steak Dinner"
"987585","1100057","","999","WWEIA Category number","3002"
"995776","1100057","","999","WWEIA Category description","Meat mixed dishes"
"971271","1100058","5","1001","","Swanson Beef Pot Roast dinner"
"971269","1100058","3","1001","","Marie Callender's Roast Beef dinner"
"971273","1100058","7","1001","","Stouffer's Beef Pot Roast meal"
"971270","1100058","4","1001","","Michelina's Beef Pot Roast dinner"
"971272","1100058","6","1001","","Stouffer's Homestyle Slow Roasted Beef & Gravy dinner"
"971268","1100058","2","1001","","Banquet Yankee Pot Roast Meal"
"971274","1100058","8","1001","","Stouffer's Homestyle Slow Roasted Beef & Gravy dinne"
"987586","1100058","","999","WWEIA Category number","3002"
"995777","1100058","","999","WWEIA Category description","Meat mixed dishes"
"971275","1100059","1","1001","","Armour Dinner Classics Boneless Beef Short Ribs"
"987587","1100059","","999","WWEIA Category number","3002"
"995778","1100059","","999","WWEIA Category description","Meat mixed dishes"
"971276","1100060","1","1001","","Lean Cuisine Swedish Meatballs with Pasta"
"971278","1100060","3","1001","","Michelina's Lean Gourmet"
"971277","1100060","2","1001","","Weight Watchers Smart Ones"
"987588","1100060","","999","WWEIA Category number","3002"
"995779","1100060","","999","WWEIA Category description","Meat mixed dishes"
"971280","1100061","2","1001","","Weight Watchers Smart Ones Salisbury Steak"
"971279","1100061","1","1001","","Lean Cuisine Salisbury Steak"
"987589","1100061","","999","WWEIA Category number","3002"
"995780","1100061","","999","WWEIA Category description","Meat mixed dishes"
"971282","1100062","2","1001","","Stouffer Green Pepper Steak"
"971281","1100062","1","1001","","Budget Gourmet Peppersteak with Rice"
"987590","1100062","","999","WWEIA Category number","3002"
"995781","1100062","","999","WWEIA Category description","Meat mixed dishes"
"987591","1100063","","999","WWEIA Category number","3004"
"995782","1100063","","999","WWEIA Category description","Poultry mixed dishes"
"987592","1100064","","999","WWEIA Category number","3004"
"995783","1100064","","999","WWEIA Category description","Poultry mixed dishes"
"971283","1100065","1","1001","","Banquet Fried Chicken Dinner"
"987593","1100065","","999","WWEIA Category number","3004"
"995784","1100065","","999","WWEIA Category description","Poultry mixed dishes"
"971284","1100066","3","1001","","Banquet Select Chicken Nuggets meal"
"987594","1100066","","999","WWEIA Category number","3004"
"995785","1100066","","999","WWEIA Category description","Poultry mixed dishes"
"971285","1100067","1","1001","","Kid Cuisine Chicken Nuggets Meal"
"987595","1100067","","999","WWEIA Category number","3004"
"995786","1100067","","999","WWEIA Category description","Poultry mixed dishes"
"971286","1100068","1","1001","","Swanson Fried Chicken Dinner"
"987596","1100068","","999","WWEIA Category number","3004"
"995787","1100068","","999","WWEIA Category description","Poultry mixed dishes"
"971289","1100069","5","1001","","Swanson Hungry Man Classic Fried Chicken"
"971288","1100069","4","1001","","Swanson Hungry Man Boneless White Meat Fried Chicken"
"971287","1100069","3","1001","","Banquet Hearty Ones"
"987597","1100069","","999","WWEIA Category number","3004"
"995788","1100069","","999","WWEIA Category description","Poultry mixed dishes"
"971291","1100070","2","1001","","Weight Watchers Smart Ones Teriyaki Chicken and Vegetable Bowl"
"971292","1100070","3","1001","","Uncle Ben's Rice Bowl Teriyaki Chicken"
"971290","1100070","1","1001","","Lean Cuisine Chicken Teriyaki"
"987598","1100070","","999","WWEIA Category number","3404"
"995789","1100070","","999","WWEIA Category description","Stir-fry and soy-based sauce mixtures"
"971293","1100071","1","1001","","Lean Cuisine Glazed Chicken with Vegetable Rice"
"987599","1100071","","999","WWEIA Category number","3004"
"995790","1100071","","999","WWEIA Category description","Poultry mixed dishes"
"971294","1100072","1","1001","","Budget Gourmet Chicken au Gratin"
"987600","1100072","","999","WWEIA Category number","3004"
"995791","1100072","","999","WWEIA Category description","Poultry mixed dishes"
"971297","1100073","4","1001","","Asian"
"971296","1100073","3","1001","","Lean Cuisine"
"971295","1100073","2","1001","","Weight Watchers"
"987601","1100073","","999","WWEIA Category number","3004"
"995792","1100073","","999","WWEIA Category description","Poultry mixed dishes"
"971299","1100074","2","1001","","Healthy Choice Chicken Chow Mein and Rice with Carrots"
"971298","1100074","1","1001","","Lean Cuisine Chicken Chow Mein with Rice"
"987602","1100074","","999","WWEIA Category number","3402"
"995793","1100074","","999","WWEIA Category description","Fried rice and lo/chow mein"
"971302","1100075","3","1001","","Lean Cuisine Chicken Fettucini"
"971301","1100075","2","1001","","Weight Watchers' Smart Ones Chicken Fettucini"
"971300","1100075","1","1001","","Healthy Choice Chicken Fettucini Alfredo"
"987603","1100075","","999","WWEIA Category number","3004"
"995794","1100075","","999","WWEIA Category description","Poultry mixed dishes"
"971303","1100076","1","1001","","Banquet Gourmet Chicken Cacciatore and Vermicelli"
"987604","1100076","","999","WWEIA Category number","3004"
"995795","1100076","","999","WWEIA Category description","Poultry mixed dishes"
"971304","1100077","1","1001","","Lean Cuisine Chicken and Vegetables with Vermicelli"
"971305","1100077","2","1001","","Jenny's Cuisine Chicken Golden Gate"
"987605","1100077","","999","WWEIA Category number","3004"
"995796","1100077","","999","WWEIA Category description","Poultry mixed dishes"
"971306","1100078","1","1001","","Budget Gourmet Chicken Fricassee Dinner"
"987606","1100078","","999","WWEIA Category number","3004"
"995797","1100078","","999","WWEIA Category description","Poultry mixed dishes"
"971307","1100079","1","1001","","Le Menu Lite Style Herb Roasted Chicken"
"987607","1100079","","999","WWEIA Category number","3004"
"995798","1100079","","999","WWEIA Category description","Poultry mixed dishes"
"971308","1100080","1","1001","","Armour Dinner Classics Chicken with Wine and Mushroom Sauce"
"987608","1100080","","999","WWEIA Category number","3004"
"995799","1100080","","999","WWEIA Category description","Poultry mixed dishes"
"971309","1100081","1","1001","","Benihana Glazed Chicken in Sauce with Vegetables and Rice"
"987609","1100081","","999","WWEIA Category number","3404"
"995800","1100081","","999","WWEIA Category description","Stir-fry and soy-based sauce mixtures"
"971310","1100082","1","1001","","Budget Gourmet Chicken and Egg Noodles with Broccoli"
"987610","1100082","","999","WWEIA Category number","3004"
"995801","1100082","","999","WWEIA Category description","Poultry mixed dishes"
"987611","1100083","","999","WWEIA Category number","3004"
"995802","1100083","","999","WWEIA Category description","Poultry mixed dishes"
"971311","1100084","1","1001","","Healthy Choice Breast of Turkey Dinner"
"987612","1100084","","999","WWEIA Category number","3004"
"995803","1100084","","999","WWEIA Category description","Poultry mixed dishes"
"971313","1100085","2","1001","","Healthy Choice Classics Sliced Turkey Breast with Gravy and Dressing"
"971312","1100085","1","1001","","Weight Watchers Sliced Breast of Turkey"
"987613","1100085","","999","WWEIA Category number","3004"
"995804","1100085","","999","WWEIA Category description","Poultry mixed dishes"
"971315","1100086","3","1001","","Swanson Turkey Breast Dinner"
"971314","1100086","2","1001","","Banquet Value Turkey (Mostly White Meat) Meal"
"987614","1100086","","999","WWEIA Category number","3004"
"995805","1100086","","999","WWEIA Category description","Poultry mixed dishes"
"971316","1100087","1","1001","","Lean Cuisine Filet of Fish Divan"
"987615","1100087","","999","WWEIA Category number","3006"
"995806","1100087","","999","WWEIA Category description","Seafood mixed dishes"
"987616","1100088","","999","WWEIA Category number","3006"
"995807","1100088","","999","WWEIA Category description","Seafood mixed dishes"
"971317","1100089","1","1001","","Budget Gourmet Linguini with Shrimp and Clams Marinara"
"983887","1100089","","1002","","Moisture change: -10.0%"
"987617","1100089","","999","WWEIA Category number","3006"
"995808","1100089","","999","WWEIA Category description","Seafood mixed dishes"
"971318","1100090","1","1001","","Mrs. Paul's Shrimp Primavera with Fettucini Pasta"
"987618","1100090","","999","WWEIA Category number","3006"
"995809","1100090","","999","WWEIA Category description","Seafood mixed dishes"
"971319","1100091","1","1001","","meatloaf dinner, NFS"
"987619","1100091","","999","WWEIA Category number","3002"
"995810","1100091","","999","WWEIA Category description","Meat mixed dishes"
"971324","1100092","5","1001","","Stouffer's Home Style Meatloaf with Potatoes"
"971321","1100092","2","1001","","meatloaf with gravy, any kind"
"971323","1100092","4","1001","","Marie Callender's Meat Loaf Dinner"
"971322","1100092","3","1001","","Banquet Meat Loaf Meal"
"971320","1100092","1","1001","","meatloaf with tomato or other sauce"
"987620","1100092","","999","WWEIA Category number","3002"
"995811","1100092","","999","WWEIA Category description","Meat mixed dishes"
"971325","1100093","1","1001","","broth, NFS"
"987621","1100093","","999","WWEIA Category number","3802"
"995812","1100093","","999","WWEIA Category description","Soups"
"987622","1100094","","999","WWEIA Category number","3802"
"995813","1100094","","999","WWEIA Category description","Soups"
"983888","1100095","","1002","","Moisture change: -10.0%"
"987623","1100095","","999","WWEIA Category number","3802"
"995814","1100095","","999","WWEIA Category description","Soups"
"987624","1100096","","999","WWEIA Category number","3802"
"995815","1100096","","999","WWEIA Category description","Soups"
"971326","1100097","1","1001","","Sopa de Albondigas"
"983889","1100097","","1002","","Moisture change: -17.0%"
"987625","1100097","","999","WWEIA Category number","3802"
"995816","1100097","","999","WWEIA Category description","Soups"
"971327","1100098","1","1001","","Sopa de carne y fideos"
"983890","1100098","","1002","","Moisture change: -28.1%"
"987626","1100098","","999","WWEIA Category number","3802"
"995817","1100098","","999","WWEIA Category description","Soups"
"971328","1100099","1","1001","","beef"
"971332","1100099","5","1001","","Vietnamese"
"971330","1100099","3","1001","","Pho Bo"
"971329","1100099","2","1001","","chicken"
"971331","1100099","4","1001","","Pho Ga"
"971333","1100099","6","1001","","Meat and rice noodle soup"
"983891","1100099","","1002","","Moisture change: -15.0%"
"987627","1100099","","999","WWEIA Category number","3802"
"995818","1100099","","999","WWEIA Category description","Soups"
"971334","1100100","1","1001","","Sopa de carne y arroz"
"983892","1100100","","1002","","Moisture change: -28.1%"
"987628","1100100","","999","WWEIA Category number","3802"
"995819","1100100","","999","WWEIA Category description","Soups"
"971335","1100101","4","1001","","tripe soup"
"987629","1100101","","999","WWEIA Category number","3802"
"995820","1100101","","999","WWEIA Category description","Soups"
"983893","1100102","","1002","","Moisture change: -17.0%"
"987630","1100102","","999","WWEIA Category number","3802"
"995821","1100102","","999","WWEIA Category description","Soups"
"987631","1100103","","999","WWEIA Category number","3802"
"995822","1100103","","999","WWEIA Category description","Soups"
"971336","1100104","1","1001","","Campbell's Chunky beef and vegetable soups"
"987632","1100104","","999","WWEIA Category number","3802"
"995823","1100104","","999","WWEIA Category description","Soups"
"971337","1100105","2","1001","","Cocido de Res"
"971338","1100105","3","1001","","Sopa or Caldo de Res"
"983894","1100105","","1002","","Moisture change: -17.0%"
"987633","1100105","","999","WWEIA Category number","3802"
"995824","1100105","","999","WWEIA Category description","Soups"
"971339","1100106","2","1001","","made with pork and beef"
"971340","1100106","3","1001","","Pozole"
"983895","1100106","","1002","","Moisture change: -15.0%"
"987634","1100106","","999","WWEIA Category number","3802"
"995825","1100106","","999","WWEIA Category description","Soups"
"971342","1100107","2","1001","","home recipe"
"971341","1100107","1","1001","","canned, ready-to-serve"
"983896","1100107","","1002","","Moisture change: -15.0%"
"987635","1100107","","999","WWEIA Category number","3802"
"995826","1100107","","999","WWEIA Category description","Soups"
"971343","1100108","1","1001","","creamed beef soup"
"987636","1100108","","999","WWEIA Category number","3802"
"995827","1100108","","999","WWEIA Category description","Soups"
"971344","1100109","1","1001","","Sopa de jamon, fideos y vegetales"
"983897","1100109","","1002","","Moisture change: -28.1%"
"987637","1100109","","999","WWEIA Category number","3802"
"995828","1100109","","999","WWEIA Category description","Soups"
"983898","1100110","","1002","","Moisture change: -15.0%"
"987638","1100110","","999","WWEIA Category number","3802"
"995829","1100110","","999","WWEIA Category description","Soups"
"971345","1100111","1","1001","","Pork Ribs and Bamboo Shoot Soup"
"983899","1100111","","1002","","Moisture change: -15.0%"
"987639","1100111","","999","WWEIA Category number","3802"
"995830","1100111","","999","WWEIA Category description","Soups"
"971346","1100112","1","1001","","Albertson brand"
"987640","1100112","","999","WWEIA Category number","3802"
"995831","1100112","","999","WWEIA Category description","Soups"
"971347","1100113","1","1001","","Sopa carne de oveja, pasta y vegetales"
"983900","1100113","","1002","","Moisture change: -28.0%"
"987641","1100113","","999","WWEIA Category number","3802"
"995832","1100113","","999","WWEIA Category description","Soups"
"971348","1100114","1","1001","","chicken broth powder, reconstituted"
"971349","1100114","3","1001","","canned or ready-to-serve "
"987642","1100114","","999","WWEIA Category number","3802"
"995833","1100114","","999","WWEIA Category description","Soups"
"987643","1100115","","999","WWEIA Category number","3802"
"995834","1100115","","999","WWEIA Category description","Soups"
"983901","1100116","","1002","","Moisture change: -10.0%"
"987644","1100116","","999","WWEIA Category number","3802"
"995835","1100116","","999","WWEIA Category description","Soups"
"971350","1100117","1","1001","","chicken broth stock with vegetables, without chicken or rice, for Caldo de Pollo"
"983902","1100117","","1002","","Moisture change: -17.0%"
"987645","1100117","","999","WWEIA Category number","3802"
"995836","1100117","","999","WWEIA Category description","Soups"
"971351","1100118","1","1001","","beef bouillon or consomme"
"971352","1100118","2","1001","","lower sodium"
"987646","1100118","","999","WWEIA Category number","3802"
"995837","1100118","","999","WWEIA Category description","Soups"
"971353","1100119","1","1001","","chicken or turkey bouillon or consomme"
"971354","1100119","2","1001","","lower sodium"
"987647","1100119","","999","WWEIA Category number","3802"
"995838","1100119","","999","WWEIA Category description","Soups"
"971355","1100120","1","1001","","Asopao de pollo"
"971356","1100120","2","1001","","Sopa de pollo con arroz"
"983903","1100120","","1002","","Moisture change: -31.4%"
"987648","1100120","","999","WWEIA Category number","3802"
"995839","1100120","","999","WWEIA Category description","Soups"
"971357","1100121","1","1001","","Sopa de pollo con fideos y arroz"
"983904","1100121","","1002","","Moisture change: -31.4%"
"987649","1100121","","999","WWEIA Category number","3802"
"995840","1100121","","999","WWEIA Category description","Soups"
"987650","1100122","","999","WWEIA Category number","3802"
"995841","1100122","","999","WWEIA Category description","Soups"
"971358","1100123","3","1001","","Campbell's Chunky chicken with noodle soup varieties"
"987651","1100123","","999","WWEIA Category number","3802"
"995842","1100123","","999","WWEIA Category description","Soups"
"983905","1100124","","1002","","Moisture change: -28.0%"
"987652","1100124","","999","WWEIA Category number","3802"
"995843","1100124","","999","WWEIA Category description","Soups"
"971359","1100125","1","1001","","Chinese Chicken Soup"
"983906","1100125","","1002","","Moisture change: -15.0%"
"987653","1100125","","999","WWEIA Category number","3802"
"995844","1100125","","999","WWEIA Category description","Soups"
"971360","1100126","1","1001","","Pennsylvania Dutch style"
"983907","1100126","","1002","","Moisture change: -10.0%"
"987654","1100126","","999","WWEIA Category number","3802"
"995845","1100126","","999","WWEIA Category description","Soups"
"987655","1100127","","999","WWEIA Category number","3802"
"995846","1100127","","999","WWEIA Category description","Soups"
"971361","1100128","1","1001","","chunky style"
"987656","1100128","","999","WWEIA Category number","3802"
"995847","1100128","","999","WWEIA Category description","Soups"
"971362","1100129","1","1001","","Campbell's Chunky Chicken Rice"
"971363","1100129","2","1001","","turkey vegetable soup with rice"
"987657","1100129","","999","WWEIA Category number","3802"
"995848","1100129","","999","WWEIA Category description","Soups"
"987658","1100130","","999","WWEIA Category number","3802"
"995849","1100130","","999","WWEIA Category description","Soups"
"983908","1100131","","1002","","Moisture change: -15.0%"
"987659","1100131","","999","WWEIA Category number","3802"
"995850","1100131","","999","WWEIA Category description","Soups"
"971364","1100132","4","1001","","Sopa or Caldo de Pollo with rice, potato or NFS"
"971365","1100132","5","1001","","with or without noodles"
"983909","1100132","","1002","","Moisture change: -17.0%"
"987660","1100132","","999","WWEIA Category number","3802"
"995851","1100132","","999","WWEIA Category description","Soups"
"971366","1100133","1","1001","","Pozole de pollo"
"971367","1100133","2","1001","","Pozole"
"983910","1100133","","1002","","Moisture change: -15.0%"
"987661","1100133","","999","WWEIA Category number","3802"
"995852","1100133","","999","WWEIA Category description","Soups"
"971368","1100134","1","1001","","Campbell's Chunky Chicken, Broccoli, Cheese, and Potato Soup"
"987662","1100134","","999","WWEIA Category number","3802"
"995853","1100134","","999","WWEIA Category description","Soups"
"971369","1100135","1","1001","","chicken, ham, and noodles"
"987663","1100135","","999","WWEIA Category number","3802"
"995854","1100135","","999","WWEIA Category description","Soups"
"971370","1100136","1","1001","","hot and spicy Chinese soup"
"987664","1100136","","999","WWEIA Category number","3802"
"995855","1100136","","999","WWEIA Category description","Soups"
"971372","1100137","2","1001","","Vietnamese Sweet and Sour Soup"
"971371","1100137","1","1001","","Chicken Somlaw"
"983911","1100137","","1002","","Moisture change: -10.0%"
"987665","1100137","","999","WWEIA Category number","3802"
"995856","1100137","","999","WWEIA Category description","Soups"
"971373","1100138","1","1001","","Campbell's Healthy Request Cream of Chicken Soup"
"987666","1100138","","999","WWEIA Category number","3802"
"995857","1100138","","999","WWEIA Category description","Soups"
"971374","1100139","1","1001","","Campbell's Healthy Request Cream of Chicken Soup"
"987667","1100139","","999","WWEIA Category number","3802"
"995858","1100139","","999","WWEIA Category description","Soups"
"971375","1100140","1","1001","","Campbell's Healthy Request Cream of Chicken Soup"
"987668","1100140","","999","WWEIA Category number","3802"
"995859","1100140","","999","WWEIA Category description","Soups"
"971376","1100141","1","1001","","from home recipe or canned"
"987669","1100141","","999","WWEIA Category number","3802"
"995860","1100141","","999","WWEIA Category description","Soups"
"971377","1100142","1","1001","","from home recipe or canned"
"987670","1100142","","999","WWEIA Category number","3802"
"995861","1100142","","999","WWEIA Category description","Soups"
"971378","1100143","1","1001","","instant"
"971379","1100143","2","1001","","from home recipe or canned"
"987671","1100143","","999","WWEIA Category number","3802"
"995862","1100143","","999","WWEIA Category description","Soups"
"971380","1100144","2","1001","","from home recipe or canned"
"987672","1100144","","999","WWEIA Category number","3802"
"995863","1100144","","999","WWEIA Category description","Soups"
"987673","1100145","","999","WWEIA Category number","3802"
"995864","1100145","","999","WWEIA Category description","Soups"
"971382","1100146","2","1001","","seafood chowder"
"971381","1100146","1","1001","","fisherman's soup"
"983912","1100146","","1002","","Moisture change: -10.0%"
"987674","1100146","","999","WWEIA Category number","3802"
"995865","1100146","","999","WWEIA Category description","Soups"
"983913","1100147","","1002","","Moisture change: -10.0%"
"987675","1100147","","999","WWEIA Category number","3802"
"995866","1100147","","999","WWEIA Category description","Soups"
"971383","1100148","1","1001","","Maryland crab soup"
"983914","1100148","","1002","","Moisture change: -10.0%"
"987676","1100148","","999","WWEIA Category number","3802"
"995867","1100148","","999","WWEIA Category description","Soups"
"987677","1100149","","999","WWEIA Category number","3802"
"995868","1100149","","999","WWEIA Category description","Soups"
"971384","1100150","1","1001","","chunky style"
"987678","1100150","","999","WWEIA Category number","3802"
"995869","1100150","","999","WWEIA Category description","Soups"
"971385","1100151","1","1001","","snapper soup"
"983915","1100151","","1002","","Moisture change: -15.0%"
"987679","1100151","","999","WWEIA Category number","3802"
"995870","1100151","","999","WWEIA Category description","Soups"
"971387","1100152","3","1001","","Sopa de pescado y mariscos"
"971386","1100152","1","1001","","fish soup with tomatoes"
"983916","1100152","","1002","","Moisture change: -15.0%"
"987680","1100152","","999","WWEIA Category number","3802"
"995871","1100152","","999","WWEIA Category description","Soups"
"971388","1100153","1","1001","","Sopa de Pescado y Mariscos"
"983917","1100153","","1002","","Moisture change: -15.0%"
"987681","1100153","","999","WWEIA Category number","3802"
"995872","1100153","","999","WWEIA Category description","Soups"
"971389","1100154","1","1001","","Sopa de Bacalao, arroz y vegetales"
"983918","1100154","","1002","","Moisture change: -20.0%"
"987682","1100154","","999","WWEIA Category number","3802"
"995873","1100154","","999","WWEIA Category description","Soups"
"971390","1100155","1","1001","","Sopa de Bacalao con fideos"
"983919","1100155","","1002","","Moisture change: -20.0%"
"987683","1100155","","999","WWEIA Category number","3802"
"995874","1100155","","999","WWEIA Category description","Soups"
"971391","1100156","1","1001","","home recipe, canned, or ready-to-serve"
"987684","1100156","","999","WWEIA Category number","3802"
"995875","1100156","","999","WWEIA Category description","Soups"
"971392","1100157","1","1001","","home recipe, canned, or ready-to-serve"
"987685","1100157","","999","WWEIA Category number","3802"
"995876","1100157","","999","WWEIA Category description","Soups"
"971393","1100158","1","1001","","home recipe, canned, or ready-to-serve"
"987686","1100158","","999","WWEIA Category number","3802"
"995877","1100158","","999","WWEIA Category description","Soups"
"971394","1100159","4","1001","","Campbell's Healthy Request and Select Harvest varieties"
"971395","1100159","5","1001","","Progresso Light and Reduced Sodium varieties"
"971396","1100159","6","1001","","Healthy Choice varieties"
"987687","1100159","","999","WWEIA Category number","3802"
"995878","1100159","","999","WWEIA Category description","Soups"
"971397","1100160","1","1001","","crab bisque"
"971398","1100160","2","1001","","seafood bisque"
"983920","1100160","","1002","","Moisture change: -10.0%"
"987688","1100160","","999","WWEIA Category number","3802"
"995879","1100160","","999","WWEIA Category description","Soups"
"983921","1100161","","1002","","Moisture change: -10.0%"
"987689","1100161","","999","WWEIA Category number","3802"
"995880","1100161","","999","WWEIA Category description","Soups"
"983922","1100162","","1002","","Moisture change: -17.0%"
"987690","1100162","","999","WWEIA Category number","3006"
"995881","1100162","","999","WWEIA Category description","Seafood mixed dishes"
"971399","1100163","1","1001","","oyster soup"
"983923","1100163","","1002","","Moisture change: -6.0%"
"987691","1100163","","999","WWEIA Category number","3802"
"995882","1100163","","999","WWEIA Category description","Soups"
"983924","1100164","","1002","","Moisture change: -10.0%"
"987692","1100164","","999","WWEIA Category number","3802"
"995883","1100164","","999","WWEIA Category description","Soups"
"971400","1100165","1","1001","","shrimp chowder"
"987693","1100165","","999","WWEIA Category number","3802"
"995884","1100165","","999","WWEIA Category description","Soups"
"971401","1100166","1","1001","","shrimp bisque"
"987694","1100166","","999","WWEIA Category number","3802"
"995885","1100166","","999","WWEIA Category description","Soups"
"987695","1100167","","999","WWEIA Category number","3802"
"995886","1100167","","999","WWEIA Category description","Soups"
"983925","1100168","","1002","","Moisture change: -17.0%"
"987696","1100168","","999","WWEIA Category number","3006"
"995887","1100168","","999","WWEIA Category description","Seafood mixed dishes"
"971402","1100169","1","1001","","soup made with fish and/or shellfish"
"983926","1100169","","1002","","Moisture change: -15.0%"
"987697","1100169","","999","WWEIA Category number","3802"
"995888","1100169","","999","WWEIA Category description","Soups"
"971403","1100170","1","1001","","soup made with fish and/or shellfish"
"983927","1100170","","1002","","Moisture change: -15.0%"
"987698","1100170","","999","WWEIA Category number","3802"
"995889","1100170","","999","WWEIA Category description","Soups"
"971404","1100171","1","1001","","soup made with fish and/or shellfish"
"983928","1100171","","1002","","Moisture change: -15.0%"
"987699","1100171","","999","WWEIA Category number","3802"
"995890","1100171","","999","WWEIA Category description","Soups"
"971405","1100172","1","1001","","soup made with fish and/or shellfish"
"983929","1100172","","1002","","Moisture change: -15.0%"
"987700","1100172","","999","WWEIA Category number","3802"
"995891","1100172","","999","WWEIA Category description","Soups"
"971406","1100173","1","1001","","Caldo basico"
"987701","1100173","","999","WWEIA Category number","3802"
"995892","1100173","","999","WWEIA Category description","Soups"
"971407","1100174","1","1001","","Caldo gallego"
"983930","1100174","","1002","","Moisture change: -17.4%"
"987702","1100174","","999","WWEIA Category number","3802"
"995893","1100174","","999","WWEIA Category description","Soups"
"971409","1100175","3","1001","","turkey"
"971408","1100175","2","1001","","chicken"
"971410","1100175","4","1001","","giblet"
"987703","1100175","","999","WWEIA Category number","8412"
"995894","1100175","","999","WWEIA Category description","Dips, gravies, other sauces"
"971411","1100176","5","1001","","brown"
"971413","1100176","7","1001","","mushroom"
"971412","1100176","6","1001","","meat"
"987704","1100176","","999","WWEIA Category number","8412"
"995895","1100176","","999","WWEIA Category description","Dips, gravies, other sauces"
"971416","1100177","5","1001","","mushroom"
"971414","1100177","3","1001","","brown"
"971417","1100177","6","1001","","reduced fat or sodium"
"971415","1100177","4","1001","","meat"
"987705","1100177","","999","WWEIA Category number","8412"
"995896","1100177","","999","WWEIA Category description","Dips, gravies, other sauces"
"971418","1100178","2","1001","","turkey"
"971421","1100178","6","1001","","reduced fat or sodium"
"971420","1100178","5","1001","","giblet"
"971419","1100178","4","1001","","chicken"
"987706","1100178","","999","WWEIA Category number","8412"
"995897","1100178","","999","WWEIA Category description","Dips, gravies, other sauces"
"971422","1100179","2","1001","","Chinese sauce"
"971423","1100179","3","1001","","brown sauce"
"983931","1100179","","1002","","Moisture change: -10.0%"
"987707","1100179","","999","WWEIA Category number","8412"
"995898","1100179","","999","WWEIA Category description","Dips, gravies, other sauces"
"987708","1100180","","999","WWEIA Category number","8412"
"995899","1100180","","999","WWEIA Category description","Dips, gravies, other sauces"
"987709","1100181","","999","WWEIA Category number","8404"
"995900","1100181","","999","WWEIA Category description","Soy-based condiments"
"971426","1100182","4","1001","","rojo"
"971427","1100182","5","1001","","verde"
"971425","1100182","3","1001","","poblano"
"971424","1100182","1","1001","","mole, NFS"
"987710","1100182","","999","WWEIA Category number","8412"
"995901","1100182","","999","WWEIA Category description","Dips, gravies, other sauces"
"987711","1100183","","999","WWEIA Category number","2502"
"995902","1100183","","999","WWEIA Category description","Eggs and omelets"
"987712","1100184","","999","WWEIA Category number","2502"
"995903","1100184","","999","WWEIA Category description","Eggs and omelets"
"971428","1100185","1","1001","","soft boiled or hard boiled egg"
"971429","1100185","2","1001","","egg, cooked, no fat or milk added"
"987713","1100185","","999","WWEIA Category number","2502"
"995904","1100185","","999","WWEIA Category description","Eggs and omelets"
"971431","1100186","2","1001","","sunny side up"
"971430","1100186","1","1001","","over easy, medium, or hard"
"987714","1100186","","999","WWEIA Category number","2502"
"995905","1100186","","999","WWEIA Category description","Eggs and omelets"
"971433","1100187","3","1001","","over easy, medium, or hard"
"971434","1100187","4","1001","","sunny side up"
"971432","1100187","2","1001","","scrambled egg, no milk or fat added"
"987715","1100187","","999","WWEIA Category number","2502"
"995906","1100187","","999","WWEIA Category description","Eggs and omelets"
"971437","1100188","3","1001","","sunny side up"
"971435","1100188","1","1001","","made with shortening"
"971436","1100188","2","1001","","over easy, medium, or hard"
"987716","1100188","","999","WWEIA Category number","2502"
"995907","1100188","","999","WWEIA Category description","Eggs and omelets"
"971439","1100189","4","1001","","sunny side up"
"971438","1100189","3","1001","","over easy, medium, or hard"
"987717","1100189","","999","WWEIA Category number","2502"
"995908","1100189","","999","WWEIA Category description","Eggs and omelets"
"971440","1100190","1","1001","","over easy, medium, or hard"
"971441","1100190","2","1001","","sunny side up"
"987718","1100190","","999","WWEIA Category number","2502"
"995909","1100190","","999","WWEIA Category description","Eggs and omelets"
"971442","1100191","1","1001","","over easy, medium, or hard"
"971443","1100191","2","1001","","sunny side up"
"987719","1100191","","999","WWEIA Category number","2502"
"995910","1100191","","999","WWEIA Category description","Eggs and omelets"
