"id","description","last_updated"
"1101299","Crackers, crispbread","2020-10-30"
"1101300","Crackers, flatbread","2020-10-30"
"1101301","Crackers, matzo","2020-10-30"
"1101302","Crackers, milk","2020-10-30"
"1101303","Crackers, oyster","2020-10-30"
"1101304","Chips, rice","2020-10-30"
"1101305","Rice cake","2020-10-30"
"1101306","Crackers, rice","2020-10-30"
"1101307","Crackers, rice and nuts","2020-10-30"
"1101308","Popcorn cake","2020-10-30"
"1101309","Rice paper","2020-10-30"
"1101310","Crackers, saltine","2020-10-30"
"1101311","Crackers, saltine, reduced fat","2020-10-30"
"1101312","Crackers, saltine, multigrain","2020-10-30"
"1101313","Crackers, multigrain","2020-10-30"
"1101314","Crackers, sandwich","2020-10-30"
"1101315","Crackers, sandwich, peanut butter filled","2020-10-30"
"1101316","Crackers, sandwich, peanut butter filled (Ritz)","2020-10-30"
"1101317","Crackers, sandwich, reduced fat, peanut butter filled","2020-10-30"
"1101318","Crackers, whole grain, sandwich, peanut butter filled","2020-10-30"
"1101319","Crackers, sandwich, cheese filled","2020-10-30"
"1101320","Crackers, sandwich, cheese filled (Ritz)","2020-10-30"
"1101321","Crackers, water","2020-10-30"
"1101322","Crackers, wonton","2020-10-30"
"1101323","Crackers, woven wheat","2020-10-30"
"1101324","Crackers, woven wheat, plain (Triscuit)","2020-10-30"
"1101325","Crackers, woven wheat, flavored (Triscuit)","2020-10-30"
"1101326","Crackers, woven wheat, reduced fat","2020-10-30"
"1101327","Crackers, wheat","2020-10-30"
"1101328","Crackers, wheat, plain (Wheat Thins)","2020-10-30"
"1101329","Crackers, wheat, flavored (Wheat Thins)","2020-10-30"
"1101330","Crackers, wheat, reduced fat","2020-10-30"
"1101331","Crackers, corn","2020-10-30"
"1101332","Crackers, gluten free, plain","2020-10-30"
"1101333","Crackers, gluten free, flavored","2020-10-30"
"1101334","Crackers, baby food","2020-10-30"
"1101335","Gerber Finger Foods, Puffs, baby food","2020-10-30"
"1101336","Finger Foods, Puffs, baby food","2020-10-30"
"1101337","Crunchy snacks, corn based, baby food","2020-10-30"
"1101338","Corn nuts","2020-10-30"
"1101339","Corn chips, plain","2020-10-30"
"1101340","Corn chips, flavored","2020-10-30"
"1101341","Corn chips, plain (Fritos)","2020-10-30"
"1101342","Corn chips, flavored (Fritos)","2020-10-30"
"1101343","Cheese flavored corn snacks","2020-10-30"
"1101344","Cheese flavored corn snacks, reduced fat","2020-10-30"
"1101345","Tortilla chips, plain","2020-10-30"
"1101346","Cheese flavored corn snacks (Cheetos)","2020-10-30"
"1101347","Tortilla chips, flavored","2020-10-30"
"1101348","Corn chips, reduced sodium","2020-10-30"
"1101349","Tortilla chips, popped","2020-10-30"
"1101350","Tortilla chips, nacho cheese flavor (Doritos)","2020-10-30"
"1101351","Tortilla chips, cool ranch flavor (Doritos)","2020-10-30"
"1101352","Tortilla chips, other flavors (Doritos)","2020-10-30"
"1101353","Tortilla chips, reduced fat, plain","2020-10-30"
"1101354","Tortilla chips, reduced fat, flavored","2020-10-30"
"1101355","Tortilla chips, low fat, unsalted","2020-10-30"
"1101356","Tortilla chips, reduced sodium","2020-10-30"
"1101357","Snack mix","2020-10-30"
"1101358","Potato chips, restructured, multigrain","2020-10-30"
"1101359","Pita chips","2020-10-30"
"1101360","Popcorn, NFS","2020-10-30"
"1101361","Popcorn, movie theater, with added butter","2020-10-30"
"1101362","Popcorn, movie theater, unbuttered","2020-10-30"
"1101363","Popcorn, air-popped, unbuttered","2020-10-30"
"1101364","Popcorn, air-popped, with added butter or margarine","2020-10-30"
"1101365","Popcorn, popped in oil, unbuttered","2020-10-30"
"1101366","Popcorn, popped in oil, with added butter or margarine","2020-10-30"
"1101367","Popcorn, microwave, NFS","2020-10-30"
"1101368","Popcorn, microwave, plain","2020-10-30"
"1101369","Popcorn, microwave, plain, light","2020-10-30"
"1101370","Popcorn, microwave, low sodium","2020-10-30"
"1101371","Popcorn, microwave, unsalted","2020-10-30"
"1101372","Popcorn, microwave, butter flavored","2020-10-30"
"1101373","Popcorn, microwave, butter flavored, light","2020-10-30"
"1101374","Popcorn, microwave, cheese flavored","2020-10-30"
"1101375","Popcorn, microwave, kettle corn","2020-10-30"
"1101376","Popcorn, microwave, kettle corn, light","2020-10-30"
"1101377","Popcorn, microwave, other flavored","2020-10-30"
"1101378","Popcorn, ready-to-eat packaged, NFS","2020-10-30"
"1101379","Popcorn, ready-to-eat packaged, plain","2020-10-30"
"1101380","Popcorn, ready-to-eat packaged, plain, light","2020-10-30"
"1101381","Popcorn, ready-to-eat packaged, low sodium","2020-10-30"
"1101382","Popcorn, ready-to-eat packaged, unsalted","2020-10-30"
"1101383","Popcorn, ready-to-eat packaged, butter flavored","2020-10-30"
"1101384","Popcorn, ready-to-eat packaged, butter flavored, light","2020-10-30"
"1101385","Popcorn, ready-to-eat packaged, cheese flavored","2020-10-30"
"1101386","Popcorn, ready-to-eat packaged, cheese flavored, light","2020-10-30"
"1101387","Popcorn, ready-to-eat-packaged, kettle corn","2020-10-30"
"1101388","Popcorn, ready-to-eat packaged, kettle corn, light","2020-10-30"
"1101389","Popcorn, ready-to-eat packaged, other flavored","2020-10-30"
"1101390","Popcorn, caramel coated","2020-10-30"
"1101391","Popcorn, caramel coated, with nuts","2020-10-30"
"1101392","Popcorn, chocolate coated","2020-10-30"
"1101393","Popcorn chips, plain","2020-10-30"
"1101394","Popcorn chips, other flavors","2020-10-30"
"1101395","Popcorn chips, sweet flavors","2020-10-30"
"1101396","Onion flavored rings","2020-10-30"
"1101397","Shrimp chips","2020-10-30"
"1101398","Pretzels, NFS","2020-10-30"
"1101399","Pretzels, hard, NFS","2020-10-30"
"1101400","Pretzels, hard, plain, salted","2020-10-30"
"1101401","Pretzels, hard, plain, lightly salted","2020-10-30"
"1101402","Pretzels, hard, plain, unsalted","2020-10-30"
"1101403","Pretzels, hard, flavored","2020-10-30"
"1101404","Pretzels, hard, multigrain","2020-10-30"
"1101405","Pretzels, hard, plain, gluten free","2020-10-30"
"1101406","Pretzels, hard, flavored, gluten free","2020-10-30"
"1101407","Pretzel, baby food","2020-10-30"
"1101408","Pretzel chips, hard, plain","2020-10-30"
"1101409","Pretzel chips, hard, flavored","2020-10-30"
"1101410","Pretzel chips, hard, gluten free","2020-10-30"
"1101411","Pretzels, hard, coated, NFS","2020-10-30"
"1101412","Pretzels, hard, chocolate coated","2020-10-30"
"1101413","Pretzels, hard, white chocolate coated","2020-10-30"
"1101414","Pretzels, hard, yogurt coated","2020-10-30"
"1101415","Pretzels, hard, coated, gluten free","2020-10-30"
"1101416","Pretzels, hard, filled, NFS","2020-10-30"
"1101417","Pretzels, hard, cheese filled","2020-10-30"
"1101418","Pretzels, hard, peanut butter filled","2020-10-30"
"1101419","Pretzels, soft, NFS","2020-10-30"
"1101420","Pretzels, soft, ready-to-eat, NFS","2020-10-30"
"1101421","Pretzels, soft, ready-to-eat, salted, buttered","2020-10-30"
"1101422","Pretzels, soft, ready-to-eat, unsalted, buttered","2020-10-30"
"1101423","Pretzels, soft, ready-to-eat, salted, no butter","2020-10-30"
"1101424","Pretzels, soft, ready-to-eat, unsalted, no butter","2020-10-30"
"1101425","Pretzels, soft, ready-to-eat, cinnamon sugar coated","2020-10-30"
"1101426","Pretzels, soft, ready-to-eat, coated or flavored","2020-10-30"
"1101427","Pretzels, soft, ready-to-eat, topped with meat","2020-10-30"
"1101428","Pretzels, soft, ready-to-eat, topped with cheese","2020-10-30"
"1101429","Pretzels, soft, from frozen, NFS","2020-10-30"
"1101430","Pretzels, soft, from frozen, salted","2020-10-30"
"1101431","Pretzels, soft, from frozen, unsalted","2020-10-30"
"1101432","Pretzels, soft, from frozen, cinnamon sugar coated","2020-10-30"
"1101433","Pretzels, soft, from frozen, coated or flavored","2020-10-30"
"1101434","Pretzels, soft, from frozen, topped with meat","2020-10-30"
"1101435","Pretzels, soft, from frozen, topped with cheese","2020-10-30"
"1101436","Pretzels, soft, filled with cheese","2020-10-30"
"1101437","Pretzels, soft, from school lunch","2020-10-30"
"1101438","Pretzels, soft, multigrain","2020-10-30"
"1101439","Pretzels, soft, gluten free","2020-10-30"
"1101440","Pretzels, soft, gluten free, cinnamon sugar coated","2020-10-30"
"1101441","Pretzels, soft, gluten free, coated or flavored","2020-10-30"
"1101442","Multigrain chips (Sun Chips)","2020-10-30"
"1101443","Snack mix, plain (Chex Mix)","2020-10-30"
"1101444","Bagel chips","2020-10-30"
"1101445","Cracker chips","2020-10-30"
"1101446","Pancakes, NFS","2020-10-30"
"1101447","Pancakes, plain, from frozen","2020-10-30"
"1101448","Pancakes, plain, reduced fat, from fozen","2020-10-30"
"1101449","Pancakes, with fruit, from frozen","2020-10-30"
"1101450","Pancakes, with chocolate, from frozen","2020-10-30"
"1101451","Pancakes, whole grain, from frozen","2020-10-30"
"1101452","Pancakes, whole grain, reduced fat, from frozen","2020-10-30"
"1101453","Pancakes, gluten free, from frozen","2020-10-30"
"1101454","Pancakes, plain, from fast food / restaurant","2020-10-30"
"1101455","Pancakes, with fruit, from fast food / restaurant","2020-10-30"
"1101456","Pancakes, with chocolate, from fast food / restaurant","2020-10-30"
"1101457","Pancakes, whole grain, from fast food / restaurant","2020-10-30"
"1101458","Pancakes, whole grain and nuts, from fast food / restaurant","2020-10-30"
"1101459","Pancakes, from school, NFS","2020-10-30"
"1101460","Pancakes, plain","2020-10-30"
"1101461","Pancakes, plain, reduced fat","2020-10-30"
"1101462","Pancakes, with fruit","2020-10-30"
"1101463","Pancakes, pumpkin","2020-10-30"
"1101464","Pancakes, with chocolate","2020-10-30"
"1101465","Pancakes, buckwheat","2020-10-30"
"1101466","Pancakes, cornmeal","2020-10-30"
"1101467","Pancakes, whole grain","2020-10-30"
"1101468","Pancakes, whole grain, reduced fat","2020-10-30"
"1101469","Pancakes, gluten free","2020-10-30"
"1101470","Waffle, NFS","2020-10-30"
"1101471","Waffle, plain, from frozen","2020-10-30"
"1101472","Waffle, plain, reduced fat, from frozen","2020-10-30"
"1101473","Waffle, fruit, from frozen","2020-10-30"
"1101474","Waffle, chocolate, from frozen","2020-10-30"
"1101475","Waffle, whole grain, from frozen","2020-10-30"
"1101476","Waffle, whole grain, reduced fat, from frozen","2020-10-30"
"1101477","Waffle, whole grain, fruit, from frozen","2020-10-30"
"1101478","Waffle, gluten free, from frozen","2020-10-30"
"1101479","Waffle, plain, from fast food / restaurant","2020-10-30"
"1101480","Waffle, chocolate, from fast food / restaurant","2020-10-30"
"1101481","Waffle, fruit, from fast food / restaurant","2020-10-30"
"1101482","Waffle, whole grain, from fast food / restaurant","2020-10-30"
"1101483","Waffle, from school, NFS","2020-10-30"
"1101484","Waffle, plain","2020-10-30"
"1101485","Waffle, fruit","2020-10-30"
"1101486","Waffle, chocolate","2020-10-30"
"1101487","Waffle, cinnamon","2020-10-30"
"1101488","Waffle, cornmeal","2020-10-30"
"1101489","Waffle, whole grain","2020-10-30"
"1101490","Waffle, gluten free","2020-10-30"
"1101491","Waffle, plain, reduced fat","2020-10-30"
"1101492","Waffle, whole grain, reduced fat","2020-10-30"
"1101493","French toast, NFS","2020-10-30"
"1101494","French toast, plain, from frozen","2020-10-30"
"1101495","French toast, whole grain, from frozen","2020-10-30"
"1101496","French toast, gluten free, from frozen","2020-10-30"
"1101497","French toast, plain, from fast food / restaurant","2020-10-30"
"1101498","French toast, whole grain, from fast food / restaurant","2020-10-30"
"1101499","French toast, from school, NFS","2020-10-30"
"1101500","French toast, plain","2020-10-30"
"1101501","French toast, plain, reduced fat","2020-10-30"
"1101502","French toast, whole grain","2020-10-30"
"1101503","French toast, whole grain, reduced fat","2020-10-30"
"1101504","French toast, gluten free","2020-10-30"
"1101505","French toast sticks, NFS","2020-10-30"
"1101506","French toast sticks, plain, from frozen","2020-10-30"
"1101507","French toast sticks, plain, from fast food / restaurant","2020-10-30"
"1101508","French toast sticks, from school, NFS","2020-10-30"
"1101509","French toast sticks, plain","2020-10-30"
"1101510","French toast sticks, whole grain","2020-10-30"
"1101511","Fried bread, Puerto Rican style","2020-10-30"
"1101512","Crepe, NFS","2020-10-30"
"1101513","Crepe, plain","2020-10-30"
"1101514","Chinese pancake","2020-10-30"
"1101515","Dumpling, plain","2020-10-30"
"1101516","Cake made with glutinous rice","2020-10-30"
"1101517","Cake or pancake made with rice flour and/or dried beans","2020-10-30"
"1101518","Dosa (Indian), plain","2020-10-30"
"1101519","Cake made with glutinous rice and dried beans","2020-10-30"
"1101520","Funnel cake with sugar","2020-10-30"
"1101521","Funnel cake with sugar and fruit","2020-10-30"
"1101522","Pasta, vegetable, cooked","2020-10-30"
"1101523","Noodles, cooked","2020-10-30"
"1101524","Noodles, whole grain, cooked","2020-10-30"
"1101525","Noodles, vegetable, cooked","2020-10-30"
"1101526","Noodles, chow mein","2020-10-30"
"1101527","Long rice noodles, made from mung beans, cooked","2020-10-30"
"1101528","Rice noodles, cooked","2020-10-30"
"1101529","Pasta, cooked","2020-10-30"
"1101530","Pasta, whole grain, cooked","2020-10-30"
"1101531","Pasta, gluten free","2020-10-30"
"1101532","Cereal, cooked, NFS","2020-10-30"
"1101533","Barley, NS as to fat","2020-10-30"
"1101534","Barley, no added fat","2020-10-30"
"1101535","Barley, fat added","2020-10-30"
"1101536","Buckwheat groats, NS as to fat","2020-10-30"
"1101537","Buckwheat groats, no added fat","2020-10-30"
"1101538","Buckwheat groats, fat added","2020-10-30"
"1101539","Grits, NS as to regular, quick, or instant, NS as to fat","2020-10-30"
"1101540","Grits, NS as to regular, quick, or instant, no added fat","2020-10-30"
"1101541","Grits, NS as to regular, quick, or instant, fat added","2020-10-30"
"1101542","Grits, regular or quick, made with water, NS as to fat","2020-10-30"
"1101543","Grits, regular or quick, made with water, no added fat","2020-10-30"
"1101544","Grits, regular or quick, made with water, fat added","2020-10-30"
"1101545","Grits, regular or quick, made with milk, NS as to fat","2020-10-30"
"1101546","Grits, regular or quick, made with milk, no added fat","2020-10-30"
"1101547","Grits, regular or quick, made with milk, fat added","2020-10-30"
"1101548","Grits, regular or quick, made with non-dairy milk, NS as to fat","2020-10-30"
"1101549","Grits, regular or quick, made with non-dairy milk, no added fat","2020-10-30"
"1101550","Grits, regular or quick, made with non-dairy milk, fat added","2020-10-30"
"1101551","Grits, with cheese, NS as to fat","2020-10-30"
"1101552","Grits, with cheese, no added fat","2020-10-30"
"1101553","Grits, with cheese, fat added","2020-10-30"
"1101554","Grits, instant, made with water, no added fat","2020-10-30"
"1101555","Grits, instant, made with water, fat added","2020-10-30"
"1101556","Grits, instant, made with water, NS as to fat","2020-10-30"
"1101557","Grits, instant, made with milk, fat added","2020-10-30"
"1101558","Grits, instant, made with milk, no added fat","2020-10-30"
"1101559","Grits, instant, made with milk, NS as to fat","2020-10-30"
"1101560","Grits, instant, made with non-dairy milk, NS as to fat","2020-10-30"
"1101561","Grits, instant, made with non-dairy milk, no added fat","2020-10-30"
"1101562","Grits, instant, made with non-dairy milk, fat added","2020-10-30"
"1101563","Cornmeal mush, NS as to fat","2020-10-30"
"1101564","Cornmeal mush, no added fat","2020-10-30"
"1101565","Cornmeal mush, fat added","2020-10-30"
"1101566","Cornmeal, Puerto Rican Style","2020-10-30"
"1101567","Cornmeal dumpling","2020-10-30"
"1101568","Masa harina, cooked","2020-10-30"
"1101569","Millet, NS as to fat","2020-10-30"
"1101570","Millet, no added fat","2020-10-30"
"1101571","Millet, fat added","2020-10-30"
"1101572","Oatmeal, from fast food, plain","2020-10-30"
"1101573","Oatmeal, from fast food, maple flavored","2020-10-30"
"1101574","Oatmeal, from fast food, fruit flavored","2020-10-30"
"1101575","Oatmeal, from fast food, other flavors","2020-10-30"
"1101576","Oatmeal, NS as to regular, quick, or instant, NS as to fat","2020-10-30"
"1101577","Oatmeal, NS as to regular, quick, or instant, no added fat","2020-10-30"
"1101578","Oatmeal, NS as to regular, quick, or instant, fat added","2020-10-30"
"1101579","Oatmeal, regular or quick, made with water, NS as to fat","2020-10-30"
"1101580","Oatmeal, regular or quick, made with water, no added fat","2020-10-30"
"1101581","Oatmeal, regular or quick, made with water, fat added","2020-10-30"
"1101582","Oatmeal, regular or quick, made with milk, NS as to fat","2020-10-30"
"1101583","Oatmeal, regular or quick, made with milk, no added fat","2020-10-30"
"1101584","Oatmeal, regular or quick, made with milk, fat added","2020-10-30"
"1101585","Oatmeal, regular or quick, made with non-dairy milk, NS as to fat","2020-10-30"
"1101586","Oatmeal, regular or quick, made with non-dairy milk, no added fat","2020-10-30"
